"Transaction Type","Timekeeper Nickname 1","Client Nickname 1","Activity Nickname 1","Reference Nickname 1","Extra","Transaction Date","Hold",
"Expense","SamS","Abington","Consultants","UUU-Project","Slip: e703","03/29/2013","No"
"Expense","ShawnR","Acton","Safety","","Slip: e704","03/29/2013","No"
"Expense","TomH","Acushnet","Hand Tools","AAA-Project","Slip: e705","03/30/2013","No"
"Expense","CoreyM","Adams","Power Tools","ADAMS-Project01","Slip: e706","03/30/2013","No"
"Expense","JamesR","Agawam","Cleanup Supplies","AGAWA-Project02","Slip: e707","03/30/2013","No"
"Expense","SamS","Alford","Pavers","EEE-Project","Slip: e708","03/30/2013","No"
"Expense","ShawnR","Amesbury","Wood","III-Project","Slip: e709","03/30/2013","No"
"Expense","TomH","Amherst","First aid","OOO-Project","Slip: e710","03/30/2013","No"
"Expense","CoreyM","Andover","Plants","UUU-Project","Slip: e711","03/30/2013","No"
"Expense","JamesR","Aquinnah","Landscape Supplies","","Slip: e712","03/30/2013","No"
"Expense","SamS","Arlington","Snacks","AAA-Project","Slip: e713","03/31/2013","No"
"Expense","ShawnR","Ashburnham","Consultants","ASHBU-Project01","Slip: e714","03/31/2013","No"
"Expense","TomH","Ashby","Safety","ASHBY-Project02","Slip: e715","03/31/2013","No"
"Expense","CoreyM","Ashfield","Hand Tools","EEE-Project","Slip: e716","03/31/2013","No"
"Expense","JamesR","Ashland","Power Tools","III-Project","Slip: e717","03/31/2013","No"
"Expense","SamS","Athol","Cleanup Supplies","OOO-Project","Slip: e718","03/31/2013","No"
"Expense","ShawnR","Attleboro","Pavers","UUU-Project","Slip: e719","03/31/2013","No"
"Expense","TomH","Auburn","Wood","","Slip: e720","03/31/2013","No"
"Expense","CoreyM","Avon","First aid","AAA-Project","Slip: e721","04/01/2013","No"
"Expense","JamesR","Ayer","Plants","AYER-Project01","Slip: e722","04/01/2013","No"
"Expense","SamS","Barnstable","Landscape Supplies","BARNS-Project02","Slip: e723","04/01/2013","No"
"Expense","ShawnR","Barre","Snacks","EEE-Project","Slip: e724","04/01/2013","No"
"Expense","TomH","Becket","Consultants","III-Project","Slip: e725","04/01/2013","Yes"
"Expense","CoreyM","Bedford","Safety","OOO-Project","Slip: e726","04/01/2013","No"
"Expense","JamesR","Belchertown","Hand Tools","UUU-Project","Slip: e727","04/01/2013","No"
"Expense","SamS","Bellingham","Power Tools","","Slip: e728","04/01/2013","No"
"Expense","ShawnR","Belmont","Cleanup Supplies","AAA-Project","Slip: e729","04/02/2013","No"
"Expense","TomH","Berkley","Pavers","BERKL-Project01","Slip: e730","04/02/2013","No"
"Expense","CoreyM","Berlin","Wood","BERLI-Project02","Slip: e731","04/02/2013","No"
"Expense","JamesR","Bernardston","First aid","EEE-Project","Slip: e732","04/02/2013","No"
"Expense","SamS","Beverly","Plants","III-Project","Slip: e733","04/02/2013","No"
"Expense","ShawnR","Billerica","Landscape Supplies","OOO-Project","Slip: e734","04/02/2013","No"
"Expense","TomH","Blackstone","Snacks","UUU-Project","Slip: e735","04/02/2013","No"
"Expense","CoreyM","Blandford","Consultants","","Slip: e736","04/02/2013","No"
"Expense","JamesR","Bolton","Safety","AAA-Project","Slip: e737","04/03/2013","No"
"Expense","SamS","Boston","Hand Tools","BOSTO-Project01","Slip: e738","04/03/2013","No"
"Expense","ShawnR","Bourne","Power Tools","BOURN-Project02","Slip: e739","04/03/2013","No"
"Expense","TomH","Boxborough","Cleanup Supplies","EEE-Project","Slip: e740","04/03/2013","No"
"Expense","CoreyM","Boxford","Pavers","III-Project","Slip: e741","04/03/2013","No"
"Expense","JamesR","Boylston","Wood","OOO-Project","Slip: e742","04/03/2013","No"
"Expense","SamS","Braintree","First aid","UUU-Project","Slip: e743","04/03/2013","No"
"Expense","ShawnR","Brewster","Plants","","Slip: e744","04/03/2013","No"
"Expense","TomH","Bridgewater","Landscape Supplies","AAA-Project","Slip: e745","04/04/2013","No"
"Expense","CoreyM","Brimfield","Snacks","BRIMF-Project01","Slip: e746","04/04/2013","No"
"Expense","JamesR","Brockton","Consultants","BROCK-Project02","Slip: e747","04/04/2013","No"
"Expense","SamS","Brookfield","Safety","EEE-Project","Slip: e748","04/04/2013","No"
"Expense","ShawnR","Brookline","Hand Tools","III-Project","Slip: e749","04/04/2013","No"
