"Abington","11/27/2013","0","7304.80","1.99","7304.80"
"Acton","11/27/2013","0","7509.35","2.99","7510.73"
"Acushnet","11/27/2013","0","6533.02","3.99","6533.02"
"Adams","11/27/2013","0","6429.78","175.93","6580.60"
"Agawam","11/27/2013","0","5942.49","5.99","5942.49"
"Alford","11/27/2013","0","8643.51","385.31","9028.82"
"Amesbury","11/27/2013","0","21341.32","2009.30","23325.51"
"Amherst","11/27/2013","0","7354.14","346.23","7700.37"
"Andover","11/27/2013","0","19910.75","1436.69","21347.44"
"Aquinnah","11/27/2013","0","5667.94","0.00","5667.94"
"Arlington","11/27/2013","0","7855.82","0.00","7855.82"
"Ashburnham","11/27/2013","0","8496.50","0.00","8496.50"
"Ashby","11/27/2013","0","8696.37","0.00","8696.37"
"Ashfield","11/27/2013","0","7576.08","0.00","7576.08"
"Ashland","11/27/2013","0","6676.70","0.00","6676.70"
"Athol","11/27/2013","0","7118.76","0.00","7118.76"
"Attleboro","11/27/2013","0","6403.96","0.00","6403.96"
"Auburn","11/27/2013","0","3503.15","2569.64","6072.79"
"Avon","11/27/2013","0","3771.70","469.87","4216.46"
"Ayer","11/27/2013","0","4209.46","652.54","4862.00"
"Barnstable","11/27/2013","0","8736.15","0.00","8736.15"
"Barre","11/27/2013","0","4004.20","1849.99","5854.19"
"Becket","11/27/2013","0","4465.82","2327.56","6793.38"
"Bedford","11/27/2013","0","9739.16","234.71","9973.87"
"Belchertown","11/27/2013","0","6164.28","16.81","6164.28"
"Bellingham","11/27/2013","0","9599.43","0.00","9599.43"
"Belmont","11/27/2013","0","11968.23","0.00","11968.23"
"Berkley","11/27/2013","0","8410.38","0.00","8410.38"
"Berlin","11/27/2013","0","6227.94","0.00","6227.94"
"Bernardston","11/27/2013","0","3899.45","0.00","3899.45"
"Beverly","11/27/2013","0","5074.15","0.00","5074.15"
"Billerica","11/27/2013","0","6926.53","0.00","6926.53"
"Blackstone","11/27/2013","0","8323.85","0.00","8323.85"
"Blandford","11/27/2013","0","5431.75","0.00","5431.75"
"Bolton","11/27/2013","0","10053.27","0.00","10053.27"
"Boston","11/27/2013","0","10083.61","0.00","10083.61"
"Bourne","11/27/2013","0","11120.90","0.00","11120.90"
"Boxborough","11/27/2013","0","8590.61","0.00","8590.61"
"Boxford","11/27/2013","0","7141.14","0.00","7141.14"
"Boylston","11/27/2013","0","6339.13","0.00","6339.13"
"Braintree","11/27/2013","0","4391.93","0.00","4391.93"
