"Abington","Abington","Abington","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acushnet","Acushnet","Acushnet","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Adams","Adams","Adams","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","163.97","163.97","0.00","0.00","0.00","0.00","163.97","163.97"
"Agawam","Agawam","Agawam","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Alford","Alford","Alford","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","369.60","369.60","0.00","0.00","0.00","0.00","369.60","369.60"
"Amesbury","Amesbury","Amesbury","0:00:00","0:00:00","0:00:00","0:00:00","6:27:00","6:27:00","0.00","0.00","0.00","0.00","287.89","287.89","0.00","0.00","0.00","0.00","1640.18","1640.18","0.00","0.00","0.00","0.00","1928.07","1928.07"
"Amherst","Amherst","Amherst","0:00:00","0:00:00","0:00:00","0:00:00","7:27:00","7:27:00","0.00","0.00","0.00","0.00","332.91","332.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","332.91","332.91"
"Andover","Andover","Andover","0:00:00","0:00:00","0:00:00","0:00:00","8:27:00","8:27:00","0.00","0.00","0.00","0.00","1381.43","1381.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1381.43","1381.43"
"Arlington","Arlington","Arlington","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashburnham","Ashburnham","Ashburnham","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashfield","Ashfield","Ashfield","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashland","Ashland","Ashland","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Athol","Athol","Athol","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Attleboro","Attleboro","Attleboro","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Auburn","Auburn","Auburn","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Avon","Avon","Avon","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.71","0.00","450.71","0.00","0.00","0.00","450.71","0.00","450.71"
"Ayer","Ayer","Ayer","0:00:00","0:00:00","6:12:00","0:00:00","0:00:00","6:12:00","0.00","0.00","627.44","0.00","0.00","627.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","627.44","0.00","0.00","627.44"
"Barre","Barre","Barre","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","1774.57","0.00","0.00","0.00","0.00","1774.57","1774.57","0.00","0.00","0.00","0.00","1774.57"
"Becket","Becket","Becket","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2232.67","0.00","0.00","0.00","0.00","2232.67","2232.67","0.00","0.00","0.00","0.00","2232.67"
"Bedford","Bedford","Bedford","1:12:00","0:00:00","0:00:00","0:00:00","0:00:00","1:12:00","201.65","0.00","0.00","0.00","0.00","201.65","0.00","0.00","0.00","0.00","0.00","0.00","201.65","0.00","0.00","0.00","0.00","201.65"
"Belchertown","Belchertown","Belchertown","3:12:00","0:00:00","0:00:00","0:00:00","0:00:00","3:12:00","16.16","0.00","0.00","0.00","0.00","16.16","0.00","0.00","0.00","0.00","0.00","0.00","16.16","0.00","0.00","0.00","0.00","16.16"
"Bellingham","Bellingham","Bellingham","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belmont","Belmont","Belmont","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berkley","Berkley","Berkley","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berlin","Berlin","Berlin","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
