"Barnstable","5:12:00","0.00","0.00","0.00"
"Barre","0:00:00","0.00","1690.07","1690.07"
"Becket","0:00:00","0.00","2126.35","2126.35"
"Bedford","1:12:00","201.65","0.00","201.65"
"Belchertown","3:12:00","16.16","0.00","16.16"
"Brookfield","9:12:00","1003.35","0.00","1003.35"
"Brookline","0:00:00","0.00","2347.50","2347.50"
"Buckland","0:00:00","0.00","429.25","429.25"
"Burlington","6:12:00","657.76","0.00","657.76"
"Cambridge","5:12:00","0.00","0.00","0.00"
"Dalton","1:12:00","121.33","0.00","121.33"
"Dartmouth","0:00:00","0.00","1050.65","1050.65"
"Dedham","7:12:00","728.21","0.00","728.21"
"Deerfield","9:12:00","930.58","0.00","930.58"
"Fall River","6:12:00","2077.99","0.00","2077.99"
"Fitchburg","0:00:00","0.00","1690.07","1690.07"
"Florida","10:12:00","0.00","0.00","0.00"
"Foxborough","1:12:00","289.44","0.00","289.44"
"Hancock","7:12:00","727.27","0.00","727.27"
"Hanover","0:00:00","0.00","1907.21","1907.21"
"Hanson","0:00:00","0.00","2347.50","2347.50"
"Hardwick","2:12:00","222.29","0.00","222.29"
"Harvard","6:12:00","626.51","0.00","626.51"
"Lakeville","10:12:00","0.00","0.00","0.00"
"Lancaster","0:00:00","0.00","226.13","226.13"
"Lawrence","4:12:00","827.78","0.00","827.78"
"Lee","7:12:00","439.92","0.00","439.92"
"Marshfield","2:12:00","224.64","0.00","224.64"
"Mashpee","0:00:00","0.00","841.52","841.52"
"Maynard","8:12:00","886.75","0.00","886.75"
"Medfield","10:12:00","0.00","0.00","0.00"
"Nahant","4:12:00","424.87","0.00","424.87"
"Nantucket","0:00:00","0.00","1474.92","1474.92"
"Natick","0:00:00","0.00","1907.21","1907.21"
"Needham","11:12:00","1133.33","0.00","1133.33"
"New Ashford","2:12:00","222.64","0.00","222.64"
"Oak Bluffs","8:12:00","885.68","0.00","885.68"
"Oakham","0:00:00","0.00","2126.35","2126.35"
"Orange","0:00:00","0.00","226.13","226.13"
"Orleans","3:12:00","329.73","0.00","329.73"
"Otis","4:12:00","437.01","0.00","437.01"
"Reading","11:12:00","1131.87","0.00","1131.87"
"Rehoboth","0:00:00","0.00","429.25","429.25"
"Revere","0:00:00","0.00","841.52","841.52"
"Richmond","5:12:00","0.00","0.00","0.00"
"Rochester","8:12:00","829.02","0.00","829.02"
"Shutesbury","0:00:00","0.00","1050.65","1050.65"
"Somerset","0:00:00","0.00","1474.92","1474.92"
"Somerville","9:12:00","2402.49","0.00","2402.49"
"South.Hadley","11:12:00","382.48","0.00","382.48"
"Tolland","0:00:00","0.00","1690.07","1690.07"
"Topsfield","0:00:00","0.00","2126.35","2126.35"
"Townsend","1:12:00","121.43","0.00","121.43"
"Truro","3:12:00","330.24","0.00","330.24"
"Wales","On all bills until $1000.00","0.00","0.00"
"Walpole","On all bills until $1000.00 or 10.00 hours","0:00:00","0.00","0.00","0.00"
"West.Bridgewater","0:00:00","0.00","2347.50","2347.50"
"West.Brookfield","0:00:00","0.00","429.25","429.25"
"West.Newbury","6:12:00","1457.25","0.00","1457.25"
"West.Springfield","5:12:00","0.00","0.00","0.00"
"Worcester","0:00:00","0.00","1050.65","1050.65"
"Worthington","7:12:00","771.05","0.00","771.05"
"Wrentham","9:12:00","1003.72","0.00","1003.72"
