"Transaction ID","Billed","Costs","Costs with Tax","Due Costs","Due Costs with Tax","Due Fees","Due Fees with Tax","Due Interest","Due Tax on Costs","Due Tax on Fees","Due Tax Total","Due Total","Fees","Fees with Tax","Interest","Interest Type","Invoice Number","Invoice Number Text","Invoice Number Type","Paid Costs","Paid Costs with Tax","Paid Fees","Paid Fees with Tax","Paid Interest","Paid Tax on Costs","Paid Tax on Fees","Paid Tax Total","Paid Total","Record Count","Status","Tax on Costs","Tax on Fees","Tax on Fees & Costs","Transaction Date","Value","Write Down Costs","Write Down Fees","Write Up Costs","Write Up Fees","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)",
"149","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","122.41","127.31","0.00","Compound","12345","G:12345","Global","0.00","0.00","122.41","127.31","0.00","0.00","4.90","4.90","127.31","1","Paid in Full","0.00","4.90","4.90","01/27/2013","127.31","0.00","0.00","0.00","0.00","177","1","1","Open","0.00","101.01","0","0.00","Check","0","01/28/2013","Payment","PAY","101.01","(101.01)","265","1","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)","664","1","","Open","0.00","25.29","0","0.00","Cash","0","02/28/2013","Payment","PAY","101.02","(101.02)"
"87","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","231.04","240.28","0.00","Compound","12346","G:12346","Global","0.00","0.00","231.04","240.28","0.00","0.00","9.24","9.24","240.28","1","Paid in Full","0.00","9.24","9.24","01/27/2013","240.28","0.00","0.00","0.00","0.00","178","1","2","Open","0.00","102.01","0","0.00","Check","0","01/28/2013","Payment","PAY","102.01","(102.01)","266","1","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)","665","1","","Open","0.00","102.02","0","0.00","Cash","0","02/28/2013","Payment","PAY","102.02","(102.02)","1157","1","","Open","0.00","35.24","0","0.00","American Express","0","03/28/2013","Payment","PAY","102.03","(102.03)"
"173","1","0.00","0.00","0.00","0.00","(0.01)","0.00","0.00","0.00","0.01","0.01","0.00","329.70","342.89","0.00","Compound","12347","G:12347","Global","0.00","0.00","329.71","342.89","0.00","0.00","13.18","13.18","342.89","1","Paid in Full","0.00","13.19","13.19","01/27/2013","342.89","0.00","0.00","0.00","0.00","179","1","3","Open","0.00","103.01","0","0.00","Check","0","01/28/2013","Payment","PAY","103.01","(103.01)","267","1","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)","666","1","","Open","0.00","103.02","0","0.00","Cash","0","02/28/2013","Payment","PAY","103.02","(103.02)","1158","1","","Open","0.00","103.03","0","0.00","American Express","0","03/28/2013","Payment","PAY","103.03","(103.03)","1739","1","","Open","0.00","32.82","0","0.00","Visa","0","04/28/2013","Payment","PAY","103.04","(103.04)"
"27","1","0.00","0.00","0.00","0.00","(0.01)","0.00","0.00","0.00","0.01","0.01","0.00","645.05","670.85","0.00","Compound","12348","G:12348","Global","0.00","0.00","645.06","670.85","0.00","0.00","25.79","25.79","670.85","1","Paid in Full","0.00","25.80","25.80","01/27/2013","670.85","0.00","0.00","0.00","0.00","180","1","4","Open","0.00","104.01","0","0.00","Check","0","01/28/2013","Payment","PAY","104.01","(104.01)","268","1","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)","667","1","","Open","0.00","104.02","0","0.00","Cash","0","02/28/2013","Payment","PAY","104.02","(104.02)","1159","1","","Open","0.00","104.03","0","0.00","American Express","0","03/28/2013","Payment","PAY","104.03","(104.03)","1740","1","","Open","0.00","104.04","0","0.00","Visa","0","04/28/2013","Payment","PAY","104.04","(104.04)","2328","1","","Open","0.00","104.05","0","0.00","Master Card","0","05/28/2013","Payment","PAY","104.05","(104.05)","2913","1","","Open","0.00","104.06","0","0.00","Discover","0","06/28/2013","Payment","PAY","104.06","(104.06)","3497","1","","Open","0.00","45.63","0","0.00","Japan Credit Bureau (JCB)","0","07/28/2013","Payment","PAY","104.07","(104.07)"
"1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","424.41","441.39","0.00","Compound","12349","G:12349","Global","0.00","0.00","424.41","441.39","0.00","0.00","16.98","16.98","441.39","1","Paid in Full","0.00","16.98","16.98","01/27/2013","441.39","0.00","0.00","0.00","0.00","181","1","5","Open","0.00","105.01","0","0.00","Check","0","01/28/2013","Payment","PAY","105.01","(105.01)","269","1","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)","668","1","","Open","0.00","105.02","0","0.00","Cash","0","02/28/2013","Payment","PAY","105.02","(105.02)","1160","1","","Open","0.00","105.03","0","0.00","American Express","0","03/28/2013","Payment","PAY","105.03","(105.03)","1741","1","","Open","0.00","105.04","0","0.00","Visa","0","04/28/2013","Payment","PAY","105.04","(105.04)","2329","1","","Open","0.00","20.28","0","0.00","Master Card","0","05/28/2013","Payment","PAY","105.05","(105.05)"
"113","1","0.00","0.00","0.00","0.00","82.02","85.30","0.00","0.00","3.28","3.28","85.30","287.89","299.41","0.00","Compound","12351","G:12351","Global","0.00","0.00","205.87","214.11","0.00","0.00","8.24","8.24","214.11","1","Partially Paid","0.00","11.52","11.52","01/27/2013","299.41","0.00","89.43","0.00","0.00","1161","1","","Open","0.00","107.03","0","0.00","American Express","0","03/28/2013","Payment","PAY","107.03","(107.03)","4079","1","","Open","0.00","107.08","0","0.00","Debit Card","0","08/28/2013","Payment","PAY","107.08","(107.08)"
"3","1","0.00","0.00","0.00","0.00","124.17","129.13","0.00","0.00","4.96","4.96","129.13","332.91","346.23","0.00","Compound","12352","G:12352","Global","0.00","0.00","208.74","217.10","0.00","0.00","8.36","8.36","217.10","1","Partially Paid","0.00","13.32","13.32","01/27/2013","346.23","0.00","88.68","0.00","0.00","270","1","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)","669","1","","Open","0.00","108.02","0","0.00","Cash","0","02/28/2013","Payment","PAY","108.02","(108.02)","3499","1","","Open","0.00","108.07","0","0.00","Japan Credit Bureau (JCB)","0","07/28/2013","Payment","PAY","108.07","(108.07)"
"103","1","0.00","0.00","0.00","0.00","1171.74","1218.62","0.00","0.00","46.88","46.88","1218.62","1381.43","1436.69","0.00","Compound","12353","G:12353","Global","0.00","0.00","209.69","218.07","0.00","0.00","8.38","8.38","218.07","1","Partially Paid","0.00","55.26","55.26","01/27/2013","1436.69","0.00","66.84","0.00","0.00","182","1","9","Open","0.00","109.01","0","0.00","Check","0","01/28/2013","Payment","PAY","109.01","(109.01)","2915","1","","Open","0.00","109.06","0","0.00","Discover","0","06/28/2013","Payment","PAY","109.06","(109.06)"
"154","1","0.00","0.00","0.00","0.00","930.04","967.25","0.00","0.00","37.21","37.21","967.25","1143.63","1189.38","0.00","Compound","12355","G:12355","Global","0.00","0.00","213.59","222.13","0.00","0.00","8.54","8.54","222.13","1","Partially Paid","0.00","45.75","45.75","01/27/2013","1189.38","0.00","0.00","0.00","0.00","1743","1","","Open","0.00","111.04","0","0.00","Visa","0","04/28/2013","Payment","PAY","111.04","(111.04)","4659","1","","Open","0.00","111.09","0","0.00","Electronic Transfer","0","09/28/2013","Payment","PAY","111.09","(111.09)"
"61","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","126.14","131.19","0.00","Compound","12356","G:12356","Global","0.00","0.00","126.14","131.19","0.00","0.00","5.05","5.05","131.19","1","Paid in Full","0.00","5.05","5.05","01/27/2013","131.19","0.00","0.00","0.00","0.00","1162","1","","Open","0.00","112.03","0","0.00","American Express","0","03/28/2013","Payment","PAY","112.03","(112.03)","4080","1","","Open","0.00","19.16","0","0.00","Debit Card","0","08/28/2013","Payment","PAY","112.08","(112.08)"
"62","1","0.00","0.00","0.00","0.00","9.50","9.88","0.00","0.00","0.38","0.38","9.88","226.89","235.97","0.00","Compound","12357","G:12357","Global","0.00","0.00","217.39","226.09","0.00","0.00","8.70","8.70","226.09","1","Partially Paid","0.00","9.08","9.08","01/27/2013","235.97","0.00","0.00","0.00","0.00","670","1","","Open","0.00","113.02","0","0.00","Cash","0","02/28/2013","Payment","PAY","113.02","(113.02)","3500","1","","Open","0.00","113.07","0","0.00","Japan Credit Bureau (JCB)","0","07/28/2013","Payment","PAY","113.07","(113.07)"
"48","1","0.00","0.00","0.00","0.00","113.96","118.51","0.00","0.00","4.55","4.55","118.51","333.25","346.58","0.00","Compound","12358","G:12358","Global","0.00","0.00","219.29","228.07","0.00","0.00","8.78","8.78","228.07","1","Partially Paid","0.00","13.33","13.33","01/27/2013","346.58","0.00","0.00","0.00","0.00","183","1","14","Open","0.00","114.01","0","0.00","Check","0","01/28/2013","Payment","PAY","114.01","(114.01)","2916","1","","Open","0.00","114.06","0","0.00","Discover","0","06/28/2013","Payment","PAY","114.06","(114.06)"
"88","1","0.00","0.00","0.00","0.00","405.84","422.07","0.00","0.00","16.23","16.23","422.07","627.13","652.22","0.00","Compound","12359","G:12359","Global","0.00","0.00","221.29","230.15","0.00","0.00","8.86","8.86","230.15","1","Partially Paid","0.00","25.09","25.09","01/27/2013","652.22","0.00","0.00","0.00","0.00","2331","1","","Open","0.00","115.05","0","0.00","Master Card","0","05/28/2013","Payment","PAY","115.05","(115.05)","5238","1","","Open","0.00","115.10","0","0.00","Other 1","0","10/28/2013","Payment","PAY","115.10","(115.10)"
"49","1","0.00","0.00","0.00","0.00","205.86","214.10","0.00","0.00","8.24","8.24","214.10","429.07","446.23","0.00","Compound","12360","G:12360","Global","0.00","0.00","223.21","232.13","0.00","0.00","8.92","8.92","232.13","1","Partially Paid","0.00","17.16","17.16","01/27/2013","446.23","0.00","0.00","0.00","0.00","1744","1","","Open","0.00","116.04","0","0.00","Visa","0","04/28/2013","Payment","PAY","116.04","(116.04)","4660","1","","Open","0.00","116.09","0","0.00","Electronic Transfer","0","09/28/2013","Payment","PAY","116.09","(116.09)"
"69","1","0.00","0.00","0.00","0.00","515.89","536.53","0.00","0.00","20.64","20.64","536.53","742.90","772.62","0.00","Compound","12362","G:12362","Global","0.00","0.00","227.01","236.09","0.00","0.00","9.08","9.08","236.09","1","Partially Paid","0.00","29.72","29.72","01/27/2013","772.62","0.00","0.00","0.00","0.00","671","1","","Open","0.00","118.02","0","0.00","Cash","0","02/28/2013","Payment","PAY","118.02","(118.02)","3501","1","","Open","0.00","118.07","0","0.00","Japan Credit Bureau (JCB)","0","07/28/2013","Payment","PAY","118.07","(118.07)"
"141","1","0.00","0.00","0.00","0.00","625.45","650.46","0.00","0.00","25.01","25.01","650.46","854.36","888.53","0.00","Compound","12363","G:12363","Global","0.00","0.00","228.91","238.07","0.00","0.00","9.16","9.16","238.07","1","Partially Paid","0.00","34.17","34.17","01/27/2013","888.53","0.00","0.00","0.00","0.00","184","1","19","Open","0.00","119.01","0","0.00","Check","0","01/28/2013","Payment","PAY","119.01","(119.01)","2917","1","","Open","0.00","119.06","0","0.00","Discover","0","06/28/2013","Payment","PAY","119.06","(119.06)"
"63","1","0.00","0.00","0.00","0.00","700.13","728.13","0.00","0.00","28.00","28.00","728.13","931.04","968.28","0.00","Compound","12364","G:12364","Global","0.00","0.00","230.91","240.15","0.00","0.00","9.24","9.24","240.15","1","Partially Paid","0.00","37.24","37.24","01/27/2013","968.28","0.00","0.00","0.00","0.00","2332","1","","Open","0.00","120.05","0","0.00","Master Card","0","05/28/2013","Payment","PAY","120.05","(120.05)","5239","1","","Open","0.00","120.10","0","0.00","Other 1","0","10/28/2013","Payment","PAY","120.10","(120.10)"
"4","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45.02","46.82","0.00","Compound","12366","G:12366","Global","0.00","0.00","45.02","46.82","0.00","0.00","1.80","1.80","46.82","1","Paid in Full","0.00","1.80","1.80","01/27/2013","46.82","0.00","0.00","0.00","0.00","1164","1","","Open","0.00","46.82","0","0.00","American Express","0","03/28/2013","Payment","PAY","122.03","(122.03)"
