"Transaction ID","Transaction Type (Short)","Timekeeper Nickname 1","Time Spent (optional rounding)","Rate Value","Rate Type","Transaction Date","Activity Nickname 1","Quantity","Price","Slip Value","Billing Status","Client Nickname 1","Description","Reference Nickname 1",
"1","TIME","CoreyM","1:12:00","102.01","Hourly","01/01/2013","Build Structure","0.000","0.00","122.41","Billable","Abington","Create something new","AAA-Project"
"2","TIME","JamesR","2:12:00","105.02","Hourly","01/01/2013","DemoS","0.000","0.00","231.04","Billable","Acton","Rip down something old","ACTON-Project01"
"3","TIME","SamS","3:12:00","103.03","Hourly","01/01/2013","Fix","0.000","0.00","329.70","Billable","Acushnet","Take something old and make it better","ACUSH-Project02"
"4","TIME","ShawnR","6:12:00","104.04","Hourly","01/01/2013","DesignS","0.000","0.00","645.05","Billable","Adams","Noodle about a new structure","EEE-Project"
"5","TIME","TomH","4:12:00","101.05","Hourly","01/01/2013","Bid","0.000","0.00","424.41","Override","Agawam","Promise you can do something great","III-Project"
"6","TIME","CoreyM","5:12:00","102.06","Hourly","12/27/2013","Clean","0.000","0.00","530.71","Do Not Bill","Alford","Take away wreckage and trash and then sweep up","OOO-Project"
"7","TIME","JamesR","7:12:00","105.07","Hourly","12/27/2013","DesignL","0.000","0.00","756.50","Override","Amesbury","Noodle about landscape","UUU-Project"
"8","TIME","SamS","8:12:00","103.08","Hourly","12/27/2013","Planting","0.000","0.00","845.26","Override","Amherst","Plant all kinds of stuff",""
"9","TIME","ShawnR","9:12:00","104.09","Hourly","12/27/2013","Lot Maintenance","0.000","0.00","957.63","Override","Andover","Mow, trim, dig up, and spread","AAA-Project"
"10","TIME","TomH","10:12:00","101.10","Hourly","12/27/2013","Water Feature","0.000","0.00","1031.22","No Charge","Aquinnah","Make something splash and flow","AQUIN-Project01"
"11","TIME","CoreyM","11:12:00","102.11","Hourly","01/02/2013","Pave","0.000","0.00","1143.63","Billable","Arlington","Create pretty pattern with stones","ARLIN-Project02"
"12","TIME","JamesR","1:12:00","105.12","Hourly","01/02/2013","Build Structure","0.000","0.00","126.14","Billable","Ashburnham","Create something new","EEE-Project"
"13","TIME","SamS","2:12:00","103.13","Hourly","01/02/2013","DemoS","0.000","0.00","226.89","Billable","Ashby","Rip down something old","III-Project"
"14","TIME","ShawnR","3:12:00","104.14","Hourly","01/02/2013","Fix","0.000","0.00","333.25","Billable","Ashfield","Take something old and make it better","OOO-Project"
"15","TIME","TomH","6:12:00","101.15","Hourly","01/02/2013","DesignS","0.000","0.00","627.13","Billable","Ashland","Noodle about a new structure","UUU-Project"
"16","TIME","CoreyM","4:12:00","102.16","Hourly","01/02/2013","Bid","0.000","0.00","429.07","Override","Athol","Promise you can do something great",""
"17","TIME","JamesR","5:12:00","105.17","Hourly","01/03/2013","Clean","0.000","0.00","546.88","Do Not Bill","Attleboro","Take away wreckage and trash and then sweep up","AAA-Project"
