"177","PAY","","Abington","(101.01)","01/28/2013","","1","","Abington - 1 - 1/28/2013 . Check No. 1","","","","","","","Applies to Invoice: G:12345","97.12","0.00","0.00","3.89","0.00","101.01","0.00","0.00"
"178","PAY","","Acton","(102.01)","01/28/2013","","2","","Acton - 2 - 1/28/2013 . Check No. 2","","","","","","","Applies to Invoice: G:12346","98.09","0.00","0.00","3.92","0.00","102.01","0.00","0.00"
"179","PAY","","Acushnet","(103.01)","01/28/2013","","3","","Acushnet - 3 - 1/28/2013 . Check No. 3","","","","","","","Applies to Invoice: G:12347","99.05","0.00","0.00","3.96","0.00","103.01","0.00","0.00"
"180","PAY","","Adams","(104.01)","01/28/2013","","4","","Adams - 4 - 1/28/2013 . Check No. 4","","","","","","","Applies to Invoice: G:12348","100.01","0.00","0.00","4.00","0.00","104.01","0.00","0.00"
"181","PAY","","Agawam","(105.01)","01/28/2013","","5","","Agawam - 5 - 1/28/2013 . Check No. 5","","","","","","","Applies to Invoice: G:12349","100.97","0.00","0.00","4.04","0.00","105.01","0.00","0.00"
"182","PAY","","Andover","(109.01)","01/28/2013","","9","","Andover - 9 - 1/28/2013 . Check No. 9","","","","","","","Applies to Invoice: G:12353","104.82","0.00","0.00","4.19","0.00","109.01","0.00","0.00"
"183","PAY","","Ashfield","(114.01)","01/28/2013","","14","","Ashfield - 14 - 1/28/2013 . Check No. 14","","","","","","","Applies to Invoice: G:12358","109.62","0.00","0.00","4.39","0.00","114.01","0.00","0.00"
"184","PAY","","Avon","(119.01)","01/28/2013","","19","","Avon - 19 - 1/28/2013 . Check No. 19","","","","","","","Applies to Invoice: G:12363","114.43","0.00","0.00","4.58","0.00","119.01","0.00","0.00"
"185","PAY","","Bedford","(124.01)","01/28/2013","","24","","Bedford - 24 - 1/28/2013 . Check No. 24","","","","","","","Applies to Invoice: G:12368","119.24","0.00","0.00","4.77","0.00","124.01","0.00","0.00"
"186","PAY","","Berlin","(129.01)","01/28/2013","","29","","Berlin - 29 - 1/28/2013 . Check No. 29","","","","","","","Applies to Invoice: G:12372","124.05","0.00","0.00","4.96","0.00","129.01","0.00","0.00"
"187","PAY","","Blandford","(134.01)","01/28/2013","","34","","Blandford - 34 - 1/28/2013 . Check No. 34","","","","","","Applies to Suspense: 126.35","Applies to Invoice: G:12377","7.37","0.00","0.00","0.29","0.00","7.66","0.00","0.00"
"188","PAY","","Boxford","(139.01)","01/28/2013","","39","","Boxford - 39 - 1/28/2013 . Check No. 39","","","","","","Applies to Suspense: 139.01"
"189","PAY","","Brimfield","(144.01)","01/28/2013","","44","","Brimfield - 44 - 1/28/2013 . Check No. 44","","","","","","","Applies to Invoice: G:12387","138.47","0.00","0.00","5.54","0.00","144.01","0.00","0.00"
"190","PAY","","Burlington","(149.01)","01/28/2013","","49","","Burlington - 49 - 1/28/2013 . Check No. 49","","","","","","","Applies to Invoice: G:12392","143.28","0.00","0.00","5.73","0.00","149.01","0.00","0.00"
"191","PAY","","Charlemont","(154.01)","01/28/2013","","54","","Charlemont - 54 - 1/28/2013 . Check No. 54","","","","","","Applies to Suspense: 154.01"
"192","PAY","","Cheshire","(159.01)","01/28/2013","","59","","Cheshire - 59 - 1/28/2013 . Check No. 59","","","","","","","Applies to Invoice: G:12401","152.89","0.00","0.00","6.12","0.00","159.01","0.00","0.00"
"193","PAY","","Clarksburg","(164.01)","01/28/2013","","64","","Clarksburg - 64 - 1/28/2013 . Check No. 64","","","","","","","Applies to Invoice: G:12406","157.70","0.00","0.00","6.31","0.00","164.01","0.00","0.00"
"194","PAY","","Conway","(169.01)","01/28/2013","","69","","Conway - 69 - 1/28/2013 . Check No. 69","","","","","","","Applies to Invoice: G:12411","162.51","0.00","0.00","6.50","0.00","169.01","0.00","0.00"
"195","PAY","","Dedham","(174.01)","01/28/2013","","74","","Dedham - 74 - 1/28/2013 . Check No. 74","","","","","","","Applies to Invoice: G:12416","167.32","0.00","0.00","6.69","0.00","174.01","0.00","0.00"
"196","PAY","","Dover","(179.01)","01/28/2013","","79","","Dover - 79 - 1/28/2013 . Check No. 79","","","","","","","Applies to Invoice: G:12420","172.12","0.00","0.00","6.89","0.00","179.01","0.00","0.00"
"197","PAY","","East.Bridgewater","(184.01)","01/28/2013","","84","","East.Bridgewater - 84 - 1/28/2013 . Check No. 84","","","","","","Applies to Suspense: 184.01"
"198","PAY","","East.Brookfield","(185.01)","01/28/2013","","85","","East.Brookfield - 85 - 1/28/2013 . Check No. 85","","","","","","Applies to Suspense: 185.01"
"199","PAY","","Easton","(189.01)","01/28/2013","","89","","Easton - 89 - 1/28/2013 . Check No. 89","","","","","","","Applies to Invoice: G:12430","181.74","0.00","0.00","7.27","0.00","189.01","0.00","0.00"
"200","PAY","","Everett","(194.01)","01/28/2013","","94","","Everett - 94 - 1/28/2013 . Check No. 94","","","","","","Applies to Suspense: 194.01"
"201","PAY","","Florida","(199.01)","01/28/2013","","99","","Florida - 99 - 1/28/2013 . Check No. 99","","","","","","","Applies to Invoice: G:12440","191.36","0.00","0.00","7.65","0.00","199.01","0.00","0.00"
"202","PAY","","Gardner","(204.01)","01/28/2013","","104","","Gardner - 104 - 1/28/2013 . Check No. 104","","","","","","","Applies to Invoice: G:12444","196.16","0.00","0.00","7.85","0.00","204.01","0.00","0.00"
"203","PAY","","Gosnold","(209.01)","01/28/2013","","109","","Gosnold - 109 - 1/28/2013 . Check No. 109","","","","","","Applies to Suspense: 209.01"
"204","PAY","","Greenfield","(214.01)","01/28/2013","","114","","Greenfield - 114 - 1/28/2013 . Check No. 114","","","","","","","Applies to Invoice: G:12454","205.78","0.00","0.00","8.23","0.00","214.01","0.00","0.00"
"205","PAY","","Hamilton","(219.01)","01/28/2013","","119","","Hamilton - 119 - 1/28/2013 . Check No. 119","","","","","","","Applies to Invoice: G:12459","210.59","0.00","0.00","8.42","0.00","219.01","0.00","0.00"
"206","PAY","","Hardwick","(224.01)","01/28/2013","","124","","Hardwick - 124 - 1/28/2013 . Check No. 124","","","","","","","Applies to Invoice: G:12464","215.39","0.00","0.00","8.62","0.00","224.01","0.00","0.00"
"207","PAY","","Hawley","(229.01)","01/28/2013","","129","","Hawley - 129 - 1/28/2013 . Check No. 129","","","","","","Applies to Suspense: 229.01"
"208","PAY","","Holden","(234.01)","01/28/2013","","134","","Holden - 134 - 1/28/2013 . Check No. 134","","","","","","","Applies to Invoice: G:12473","225.01","0.00","0.00","9.00","0.00","234.01","0.00","0.00"
"209","PAY","","Hopkinton","(239.01)","01/28/2013","","139","","Hopkinton - 139 - 1/28/2013 . Check No. 139","","","","","","","Applies to Invoice: G:12478","229.82","0.00","0.00","9.19","0.00","239.01","0.00","0.00"
"210","PAY","","Ipswich","(244.01)","01/28/2013","","144","","Ipswich - 144 - 1/28/2013 . Check No. 144","","","","","","","Applies to Invoice: G:12483","234.62","0.00","0.00","9.39","0.00","244.01","0.00","0.00"
"211","PAY","","Lawrence","(249.01)","01/28/2013","","149","","Lawrence - 149 - 1/28/2013 . Check No. 149","","","","","","Applies to Suspense: 249.01"
"212","PAY","","Leverett","(254.01)","01/28/2013","","154","","Leverett - 154 - 1/28/2013 . Check No. 154","","","","","","","Applies to Invoice: G:12492","244.24","0.00","0.00","9.77","0.00","254.01","0.00","0.00"
"213","PAY","","Longmeadow","(259.01)","01/28/2013","","159","","Longmeadow - 159 - 1/28/2013 . Check No. 159","","","","","","Applies to Suspense: 52.88","Applies to Invoice: G:12497","198.20","0.00","0.00","7.93","0.00","206.13","0.00","0.00"
"214","PAY","","Lynnfield","(264.01)","01/28/2013","","164","","Lynnfield - 164 - 1/28/2013 . Check No. 164","","","","","","Applies to Suspense: 264.01"
"215","PAY","","Marion","(269.01)","01/28/2013","","169","","Marion - 169 - 1/28/2013 . Check No. 169","","","","","","","Applies to Invoice: G:12507","258.66","0.00","0.00","10.35","0.00","269.01","0.00","0.00"
