"Abington","G:12345","01/27/2013","25.29","0.00","0.00","0.00","0.00","25.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.29","0.00","0.00","0.00","0.00","25.29"
"Acton","G:12346","01/27/2013","137.26","0.00","0.00","0.00","0.00","137.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","137.26","0.00","0.00","0.00","0.00","137.26"
"Acushnet","G:12347","01/27/2013","238.87","0.00","0.00","0.00","0.00","238.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","238.87","0.00","0.00","0.00","0.00","238.87"
"Adams","G:12348","01/27/2013","565.83","0.00","0.00","0.00","0.00","565.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","565.83","0.00","0.00","0.00","0.00","565.83"
"Agawam","G:12349","01/27/2013","335.37","0.00","0.00","0.00","0.00","335.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","335.37","0.00","0.00","0.00","0.00","335.37"
"Amesbury","G:12351","01/27/2013","299.41","0.00","0.00","0.00","0.00","299.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","299.41","0.00","0.00","0.00","0.00","299.41"
"Amherst","G:12352","01/27/2013","345.22","0.00","0.00","0.00","0.00","345.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","345.22","0.00","0.00","0.00","0.00","345.22"
"Andover","G:12353","01/27/2013","1327.68","0.00","0.00","0.00","0.00","1327.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1327.68","0.00","0.00","0.00","0.00","1327.68"
"Arlington","G:12355","01/27/2013","1189.38","0.00","0.00","0.00","0.00","1189.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1189.38","0.00","0.00","0.00","0.00","1189.38"
"Ashburnham","G:12356","01/27/2013","131.19","0.00","0.00","0.00","0.00","131.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","131.19","0.00","0.00","0.00","0.00","131.19"
"Ashby","G:12357","01/27/2013","235.97","0.00","0.00","0.00","0.00","235.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","235.97","0.00","0.00","0.00","0.00","235.97"
"Ashfield","G:12358","01/27/2013","232.57","0.00","0.00","0.00","0.00","232.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","232.57","0.00","0.00","0.00","0.00","232.57"
"Ashland","G:12359","01/27/2013","652.22","0.00","0.00","0.00","0.00","652.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","652.22","0.00","0.00","0.00","0.00","652.22"
"Athol","G:12360","01/27/2013","446.23","0.00","0.00","0.00","0.00","446.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","446.23","0.00","0.00","0.00","0.00","446.23"
"Auburn","G:12362","01/27/2013","772.62","0.00","0.00","0.00","0.00","772.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","772.62","0.00","0.00","0.00","0.00","772.62"
"Avon","G:12363","01/27/2013","769.52","0.00","0.00","0.00","0.00","769.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","769.52","0.00","0.00","0.00","0.00","769.52"
"Ayer","G:12364","01/27/2013","968.28","0.00","0.00","0.00","0.00","968.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","968.28","0.00","0.00","0.00","0.00","968.28"
"Barre","G:12366","01/27/2013","46.82","0.00","0.00","0.00","0.00","46.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","46.82","0.00","0.00","0.00","0.00","46.82"
"Becket","G:12367","01/27/2013","62.44","0.00","0.00","0.00","0.00","62.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","62.44","0.00","0.00","0.00","0.00","62.44"
"Bedford","G:12368","01/27/2013","260.47","0.00","0.00","0.00","0.00","260.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","260.47","0.00","0.00","0.00","0.00","260.47"
"Bellingham","G:12369","01/27/2013","1521.10","0.00","0.00","0.00","0.00","1521.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1521.10","0.00","0.00","0.00","0.00","1521.10"
"Belmont","G:12370","01/27/2013","1319.44","0.00","0.00","0.00","0.00","1319.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1319.44","0.00","0.00","0.00","0.00","1319.44"
"Berlin","G:12372","01/27/2013","815.15","0.00","0.00","0.00","0.00","815.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","815.15","0.00","0.00","0.00","0.00","815.15"
"Bernardston","G:12373","01/27/2013","725.73","0.00","0.00","0.00","0.00","725.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","725.73","0.00","0.00","0.00","0.00","725.73"
"Beverly","G:12374","01/27/2013","1337.81","0.00","0.00","0.00","0.00","1337.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1337.81","0.00","0.00","0.00","0.00","1337.81"
"Blackstone","G:12376","01/27/2013","1478.80","0.00","0.00","0.00","0.00","1478.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1478.80","0.00","0.00","0.00","0.00","1478.80"
"Blandford","G:12377","01/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bolton","G:12378","01/27/2013","386.01","0.00","0.00","0.00","0.00","386.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","386.01","0.00","0.00","0.00","0.00","386.01"
"Boston","G:12379","01/27/2013","862.48","0.00","0.00","0.00","0.00","862.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","862.48","0.00","0.00","0.00","0.00","862.48"
"Bourne","G:12380","01/27/2013","1974.18","0.00","0.00","0.00","0.00","1974.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1974.18","0.00","0.00","0.00","0.00","1974.18"
"Boxborough","G:12381","01/27/2013","721.51","0.00","0.00","0.00","0.00","721.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","721.51","0.00","0.00","0.00","0.00","721.51"
"Boylston","G:12383","01/27/2013","959.96","0.00","0.00","0.00","0.00","959.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","959.96","0.00","0.00","0.00","0.00","959.96"
"Braintree","G:12384","01/27/2013","921.11","0.00","0.00","0.00","0.00","921.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","921.11","0.00","0.00","0.00","0.00","921.11"
"Brewster","G:12385","01/27/2013","1043.10","0.00","0.00","0.00","0.00","1043.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1043.10","0.00","0.00","0.00","0.00","1043.10"
"Brimfield","G:12387","01/27/2013","1148.38","0.00","0.00","0.00","0.00","1148.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1148.38","0.00","0.00","0.00","0.00","1148.38"
"Brockton","G:12388","01/27/2013","126.11","0.00","0.00","0.00","0.00","126.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","126.11","0.00","0.00","0.00","0.00","126.11"
"Brookfield","G:12389","01/27/2013","233.51","0.00","0.00","0.00","0.00","233.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","233.51","0.00","0.00","0.00","0.00","233.51"
"Brookline","G:12390","01/27/2013","343.01","0.00","0.00","0.00","0.00","343.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","343.01","0.00","0.00","0.00","0.00","343.01"
"Buckland","G:12391","01/27/2013","684.01","0.00","0.00","0.00","0.00","684.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","684.01","0.00","0.00","0.00","0.00","684.01"
"Burlington","G:12392","01/27/2013","305.66","0.00","0.00","0.00","0.00","305.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","305.66","0.00","0.00","0.00","0.00","305.66"
"Canton","G:12393","01/27/2013","802.04","0.00","0.00","0.00","0.00","802.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","802.04","0.00","0.00","0.00","0.00","802.04"
"Carlisle","G:12394","01/27/2013","922.04","0.00","0.00","0.00","0.00","922.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","922.04","0.00","0.00","0.00","0.00","922.04"
"Carver","G:12395","01/27/2013","1040.14","0.00","0.00","0.00","0.00","1040.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1040.14","0.00","0.00","0.00","0.00","1040.14"
"Charlton","G:12397","01/27/2013","1294.68","0.00","0.00","0.00","0.00","1294.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1294.68","0.00","0.00","0.00","0.00","1294.68"
"Chatham","G:12398","01/27/2013","126.25","0.00","0.00","0.00","0.00","126.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","126.25","0.00","0.00","0.00","0.00","126.25"
"Chelmsford","G:12399","01/27/2013","233.76","0.00","0.00","0.00","0.00","233.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","233.76","0.00","0.00","0.00","0.00","233.76"
"Chelsea","G:12400","01/27/2013","343.39","0.00","0.00","0.00","0.00","343.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","343.39","0.00","0.00","0.00","0.00","343.39"
