"Abington","0.00","0.00","0.00","25.29","1200.24","1225.53","25.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","25.29","1200.24","1225.53","25.29","02/27/2013","2/27/2013 ($25.01)",""
"Acton","0.00","0.00","0.00","137.26","107.12","244.38","137.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","137.26","107.12","244.38","137.26","02/27/2013","2/27/2013 ($25.01)",""
"Acushnet","0.00","0.00","0.00","238.87","218.01","456.88","238.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","238.87","218.01","456.88","238.87","02/27/2013","2/27/2013 ($25.01)",""
"Adams","0.00","0.00","0.00","565.83","318.64","884.47","565.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","565.83","318.64","884.47","565.83","02/27/2013","2/27/2013 ($25.01)",""
"Agawam","0.00","0.00","0.00","335.37","640.42","975.79","335.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","335.37","640.42","975.79","335.37","02/27/2013","2/27/2013 ($25.01)",""
"Alford","0.00","0.00","0.00","0.00","458.90","458.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","458.90","458.90","0.00","02/27/2013","",""
"Amesbury","0.00","0.00","0.00","299.41","299.41","598.82","299.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.27","1.27","0.00","","0.00","0.00","0.00","299.41","300.68","600.09","299.41","02/27/2013","",""
"Amherst","0.00","0.00","0.00","345.22","1125.58","1470.80","345.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.47","1.47","0.00","","0.00","0.00","0.00","345.22","1127.05","1472.27","345.22","02/27/2013","",""
"Andover","0.00","0.00","0.00","1327.68","2298.78","3626.46","1327.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.64","5.64","0.00","","0.00","0.00","0.00","1327.68","2304.42","3632.10","1327.68","02/27/2013","1/28/2013 ($109.01)",""
"Aquinnah","0.00","0.00","0.00","0.00","976.89","976.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","976.89","976.89","0.00","02/27/2013","",""
