"Abington","816.34","0.00","0.00","0.00","860.32","1676.66","816.34","0.00","0.00","2285.54","2072.74","0.00","4358.28","4358.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","816.34","0.00","2285.54","2072.74","860.32","6034.94","5174.62","06/27/2013","6/27/2013 ($25.05)",""
"Acton","0.00","0.00","0.00","0.00","973.86","973.86","0.00","0.00","0.00","2353.14","2310.55","0.00","4663.69","4663.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","2353.14","2310.55","973.86","5637.55","4663.69","06/27/2013","6/27/2013 ($25.05)",""
"Acushnet","39.69","0.00","0.00","0.00","0.00","39.69","39.69","0.00","0.00","203.80","2544.96","0.00","2748.76","2748.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","39.69","0.00","203.80","2544.96","0.00","2788.45","2788.45","06/27/2013","6/27/2013 ($15.83)",""
"Adams","463.28","0.00","0.00","0.00","1200.21","1663.49","463.28","0.00","0.00","132.65","396.25","155.09","683.99","528.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","463.28","0.00","132.65","396.25","1355.30","2347.48","992.18","06/27/2013","6/27/2013 ($25.05)",""
"Agawam","546.56","0.00","0.00","0.00","114.88","661.44","546.56","0.00","0.00","0.00","416.93","0.00","416.93","416.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","546.56","0.00","0.00","416.93","114.88","1078.37","963.49","06/27/2013","6/27/2013 ($25.05)",""
"Alford","349.83","0.00","0.00","0.00","231.22","581.05","349.83","0.00","0.00","385.31","385.31","385.31","1155.93","770.62","0.00","0.00","3.68","3.04","4.79","11.51","6.72","","349.83","0.00","388.99","388.35","621.32","1748.49","1127.17","06/27/2013","4/28/2013 ($106.04)",""
"Amesbury","491.04","299.41","299.41","299.41","639.09","2028.36","1389.27","0.00","0.00","1709.89","2631.04","1709.25","6050.18","4340.93","0.00","1.15","4.51","11.53","0.00","17.19","17.19","","491.04","300.56","2013.81","2941.98","2348.34","8095.73","5747.39","06/27/2013","6/27/2013 ($25.05)",""
"Amherst","1362.78","346.23","346.23","346.23","1023.79","3425.26","2401.47","0.00","0.00","0.00","1133.53","0.00","1133.53","1133.53","1.47","0.91","11.59","0.00","15.07","29.04","13.97","","1364.25","347.14","357.82","1479.76","1038.86","4587.83","3548.97","06/27/2013","5/27/2013 ($25.04)",""
"Andover","3626.46","1436.69","1436.69","1436.69","1886.99","9823.52","7936.53","0.00","0.00","1614.49","0.00","0.00","1614.49","1614.49","5.64","5.09","5.36","33.41","40.77","90.27","49.50","","3632.10","1441.78","3056.54","1470.10","1927.76","11528.28","9600.52","06/27/2013","4/27/2013 ($25.03)",""
"Aquinnah","866.84","0.00","0.00","0.00","0.00","866.84","866.84","0.00","0.00","1832.87","1614.49","0.00","3447.36","3447.36","0.00","0.00","0.00","11.55","18.37","29.92","11.55","","866.84","0.00","1832.87","1626.04","18.37","4344.12","4325.75","06/27/2013","5/28/2013 ($110.05)",""
