"Walpole","06/27/2013","122","3613.73","1752.00","5365.73"
"Abington","10/27/2013","0","6376.23","1150.07","7524.73"
"Acton","10/27/2013","0","7724.55","0.00","7724.55"
"Acushnet","10/27/2013","0","5145.65","1614.49","6760.14"
"Adams","10/27/2013","0","4639.16","2020.93","6660.09"
"Agawam","10/27/2013","0","4090.75","2087.68","6176.14"
"Alford","10/27/2013","0","5905.56","2712.87","8618.43"
"Amesbury","10/27/2013","0","16702.56","4578.94","21281.50"
"Amherst","10/27/2013","0","6766.89","593.76","7360.65"
"Andover","10/27/2013","0","18036.71","1906.56","19943.27"
"Aquinnah","10/27/2013","0","5754.07","0.00","5754.07"
"Arlington","10/27/2013","0","6905.35","921.15","7826.50"
"Ashburnham","10/27/2013","0","7315.36","1150.07","8465.43"
"Ashby","10/27/2013","0","8659.60","0.00","8659.60"
"Ashfield","10/27/2013","0","6075.00","1614.49","7689.49"
"Ashland","10/27/2013","0","4926.23","1849.99","6771.37"
"Athol","10/27/2013","0","5020.87","2087.68","7108.55"
"Attleboro","10/27/2013","0","4069.26","2327.56","6396.82"
"Auburn","10/27/2013","0","3488.34","2569.64","6057.98"
"Avon","10/27/2013","0","3627.87","717.40","4345.27"
"Ayer","10/27/2013","0","3868.87","1122.41","4991.28"
"Barnstable","10/27/2013","0","8699.21","0.00","8699.21"
"Barre","10/27/2013","0","3070.01","2771.14","5841.15"
"Becket","10/27/2013","0","3301.73","3477.62","6779.35"
"Bedford","10/27/2013","0","9821.56","209.72","10031.28"
"Belchertown","10/27/2013","0","4640.83","1631.30","6272.13"
"Bellingham","10/27/2013","0","7751.76","1849.99","9601.75"
"Belmont","10/27/2013","0","9838.77","2087.68","11926.45"
"Berkley","10/27/2013","0","6057.10","2327.56","8384.66"
"Berlin","10/27/2013","0","3771.39","2569.64","6341.03"
"Bernardston","10/27/2013","0","3766.58","247.53","4014.11"
"Beverly","10/27/2013","0","4795.35","469.87","5265.22"
"Billerica","10/27/2013","0","6922.23","0.00","6922.23"
"Blackstone","10/27/2013","0","7375.60","921.15","8296.75"
"Blandford","10/27/2013","0","4408.18","1150.07","5558.25"
"Bolton","10/27/2013","0","10155.96","0.00","10155.96"
"Boston","10/27/2013","0","8433.31","1614.49","10047.80"
"Bourne","10/27/2013","0","9231.71","1849.99","11081.70"
"Boxborough","10/27/2013","0","6500.43","2087.68","8588.11"
"Boxford","10/27/2013","0","4936.53","2327.56","7259.29"
"Boylston","10/27/2013","0","3893.65","2569.64","6463.29"
"Braintree","10/27/2013","0","4126.87","247.53","4374.40"
"Brewster","10/27/2013","0","4521.74","469.87","4991.61"
"Bridgewater","10/27/2013","0","5686.65","0.00","5686.65"
"Brimfield","10/27/2013","0","5861.31","2071.22","7932.53"
"Brockton","10/27/2013","0","6711.35","1951.66","8663.01"
"Brookfield","10/27/2013","0","7579.19","1043.48","8622.67"
"Brookline","10/27/2013","0","3403.16","4184.13","7587.29"
"Buckland","10/27/2013","0","4389.38","2319.85","6709.23"
"Burlington","10/27/2013","0","4384.66","2771.75","7156.41"
"Cambridge","10/27/2013","0","4175.68","2327.56","6503.24"
"Canton","10/27/2013","0","3434.52","2569.64","5993.18"
"Carlisle","10/27/2013","0","4108.56","247.53","4356.09"
"Carver","10/27/2013","0","4449.67","469.87","4919.54"
"Charlemont","10/27/2013","0","5658.16","0.00","5658.16"
"Charlton","10/27/2013","0","7144.20","921.15","8065.35"
"Chatham","10/27/2013","0","7381.44","1150.07","8531.51"
"Chelmsford","10/27/2013","0","8610.06","0.00","8610.06"
"Chelsea","10/27/2013","0","5999.86","1614.49","7614.35"
"Cheshire","10/27/2013","0","4817.46","1849.99","6667.45"
"Chester","10/27/2013","0","5229.70","2087.68","7317.38"
"Chesterfield","10/27/2013","0","4058.28","2327.56","6385.84"
"Chicopee","10/27/2013","0","3476.11","2569.64","6045.75"
"Chilmark","10/27/2013","0","4064.11","247.53","4311.64"
"Clarksburg","10/27/2013","0","4381.36","469.87","4851.23"
"Clinton","10/27/2013","0","5761.20","0.00","5761.20"
"Cohasset","10/27/2013","0","6879.89","921.15","7801.04"
"Colrain","10/27/2013","0","7268.48","1150.07","8418.55"
"Concord","10/27/2013","0","8607.09","0.00","8607.09"
"Conway","10/27/2013","0","4159.81","3464.48","7616.30"
"Cummington","10/27/2013","0","4851.50","1849.99","6701.49"
"Dalton","10/27/2013","0","4770.85","2213.86","6984.71"
"Danvers","10/27/2013","0","4155.49","2327.56","6483.05"
"Dartmouth","10/27/2013","0","2388.95","3719.70","6108.65"
"Dedham","10/27/2013","0","3395.15","1004.87","4400.02"
"Deerfield","10/27/2013","0","3646.86","1437.67","5074.43"
"Dennis","10/27/2013","0","5743.37","0.00","5743.37"
"Dighton","10/27/2013","0","7011.99","921.15","7933.14"
"Douglas","10/27/2013","0","7404.86","1150.07","8554.93"
"Dover","10/27/2013","0","8709.94","0.00","8709.94"
"Dracut","10/27/2013","0","6084.93","1614.49","7699.42"
"Dudley","10/27/2013","0","5815.92","1849.99","7665.91"
"Dunstable","10/27/2013","0","7050.03","2087.68","9137.71"
"Duxbury","10/27/2013","0","5330.62","2327.56","7658.18"
"East.Bridgewater","10/27/2013","0","4509.02","2569.64","7078.66"
"East.Brookfield","10/27/2013","0","4813.89","247.53","5061.42"
"East.Longmeadow","10/27/2013","0","1117.67","469.87","1117.67"
"Eastham","10/27/2013","0","8619.80","0.00","8619.80"
"Easthampton","10/27/2013","0","4980.12","921.15","5901.27"
"Easton","10/27/2013","0","12346.44","1150.07","13496.51"
"Edgartown","10/27/2013","0","13183.23","0.00","13183.23"
"Egremont","10/27/2013","0","5468.17","1614.49","7082.66"
"Erving","10/27/2013","0","4440.04","1849.99","6290.03"
"Essex","10/27/2013","0","7636.02","2087.68","9723.70"
"Everett","10/27/2013","0","2622.74","4897.20","7516.78"
"Fairhaven","10/27/2013","0","5836.38","3334.18","9170.56"
"Fall River","10/27/2013","0","8000.55","2408.64","10409.19"
"Falmouth","10/27/2013","0","10745.77","469.87","11215.64"
"Fitchburg","10/27/2013","0","4003.87","1849.99","5853.86"
"Florida","10/27/2013","0","6375.40","921.15","7296.55"
"Foxborough","10/27/2013","0","11389.57","1451.09","12840.66"
"Framingham","10/27/2013","0","8847.01","0.00","8847.01"
"Franklin","10/27/2013","0","6266.61","1614.49","7881.10"
"Freetown","10/27/2013","0","5086.54","1849.99","6936.53"
"Gardner","10/27/2013","0","5308.75","2087.68","7396.43"
"Georgetown","10/27/2013","0","4084.22","2327.56","6411.78"
"Gill","10/27/2013","0","3311.17","2569.64","5880.81"
"Gloucester","10/27/2013","0","3993.90","247.53","4241.43"
"Goshen","10/27/2013","0","4381.35","469.87","4851.22"
"Gosnold","10/27/2013","0","5541.76","0.00","5541.76"
"Grafton","10/27/2013","0","7087.92","921.15","8009.07"
"Granby","10/27/2013","0","7244.14","1150.07","8394.21"
"Granville","10/27/2013","0","8497.81","0.00","8497.81"
"Great Barrington","10/27/2013","0","5887.22","1614.49","7501.71"
"Greenfield","10/27/2013","0","4728.71","1849.99","6578.70"
"Groton","10/27/2013","0","5170.66","2087.68","7258.34"
"Groveland","10/27/2013","0","3881.66","2327.56","6209.22"
"Hadley","10/27/2013","0","2693.89","2569.64","5263.53"
"Halifax","10/27/2013","0","3337.89","247.53","3585.42"
"Hamilton","10/27/2013","0","4332.91","469.87","4802.78"
"Hampden","10/27/2013","0","5286.25","455.15","5741.40"
"Hancock","10/27/2013","0","5933.87","1677.51","7611.38"
"Hanover","10/27/2013","0","4949.94","3237.74","8187.68"
"Hanson","10/27/2013","0","5763.10","2569.64","8332.74"
"Hardwick","10/27/2013","0","5566.63","1845.67","7412.30"
"Harvard","10/27/2013","0","4218.07","2501.56","6719.63"
"Harwich","10/27/2013","0","5001.41","2087.68","7089.09"
"Hatfield","10/27/2013","0","4053.60","2327.56","6381.16"
"Haverhill","10/27/2013","0","3461.54","2569.64","6031.18"
"Hawley","10/27/2013","0","4040.28","247.53","4287.81"
"Heath","10/27/2013","0","4382.87","469.87","4852.74"
"Hingham","10/27/2013","0","5552.82","0.00","5552.82"
"Hinsdale","10/27/2013","0","6849.17","921.15","7770.32"
"Holbrook","10/27/2013","0","7209.53","1150.07","8359.60"
"Holden","10/27/2013","0","8517.33","0.00","8517.33"
"Holland","10/27/2013","0","6121.01","1614.49","7735.50"
"Holliston","10/27/2013","0","4660.27","1849.99","6510.26"
"Holyoke","10/27/2013","0","4931.72","2087.68","7019.40"
"Hopedale","10/27/2013","0","3981.66","2327.56","6309.22"
"Hopkinton","10/27/2013","0","3384.28","2569.64","5953.92"
"Hubbardston","10/27/2013","0","4068.35","247.53","4315.88"
"Hudson","10/27/2013","0","6299.25","469.87","6769.12"
"Hull","10/27/2013","0","7392.19","0.00","7392.19"
"Huntington","10/27/2013","0","5075.54","921.15","5996.69"
"Ipswich","10/27/2013","0","10488.71","1150.07","11638.78"
"Kingston","10/27/2013","0","10203.99","2473.55","12677.54"
"Lakeville","10/27/2013","0","8606.70","1614.49","10221.19"
"Lancaster","10/27/2013","0","5012.96","2097.52","7110.48"
"Lanesborough","10/27/2013","0","3670.52","2087.68","5758.20"
"Lawrence","10/27/2013","0","3655.16","3188.45","6843.61"
"Lee","10/27/2013","0","2426.45","3027.16","5453.61"
"Leicester","10/27/2013","0","4754.94","247.53","5002.47"
"Lenox","10/27/2013","0","2956.28","469.87","3426.15"
"Leominster","10/27/2013","0","5552.84","0.00","5552.84"
"Leverett","10/27/2013","0","5065.71","921.15","5986.86"
"Lexington","10/27/2013","0","12919.96","1150.07","14070.03"
"Leyden","10/27/2013","0","7906.31","0.00","7906.31"
"Lincoln","10/27/2013","0","6993.67","1614.49","8608.16"
"Littleton","10/27/2013","0","4853.46","1849.99","6703.45"
"Longmeadow","10/27/2013","0","3358.66","2087.68","5446.34"
"Lowell","10/27/2013","0","4810.71","2327.56","7138.27"
"Ludlow","10/27/2013","0","3194.87","2569.64","5764.51"
"Lunenburg","10/27/2013","0","3888.59","247.53","4136.12"
"Lynn","10/27/2013","0","4261.70","469.87","4731.57"
"Lynnfield","10/27/2013","0","5417.22","0.00","5417.22"
"Malden","10/27/2013","0","6998.60","921.15","7919.75"
"Manchester-by-the-Sea","10/27/2013","0","7281.32","1150.07","8431.39"
"Mansfield","10/27/2013","0","8539.65","0.00","8539.65"
"Marblehead","10/27/2013","0","5954.67","1614.49","7569.16"
"Marion","10/27/2013","0","2698.96","3937.67","6636.63"
"Marlborough","10/27/2013","0","3981.11","3381.77","7362.88"
"Marshfield","10/27/2013","0","3674.71","2561.19","6235.90"
"Mashpee","10/27/2013","0","2405.40","3490.79","5896.19"
"Mattapoisett","10/27/2013","0","4022.38","247.53","4269.91"
"Maynard","10/27/2013","0","3473.41","1392.09","4865.50"
"Medfield","10/27/2013","0","5680.30","0.00","5680.30"
"Medford","10/27/2013","0","6738.41","921.15","7659.56"
"Medway","10/27/2013","0","7095.10","1150.07","8245.17"
"Melrose","10/27/2013","0","8351.03","0.00","8351.03"
"Mendon","10/27/2013","0","5737.49","1614.49","7351.98"
"Merrimac","10/27/2013","0","4876.79","1849.99","6726.78"
"Methuen","10/27/2013","0","4681.79","2087.68","6769.47"
"Middleborough","10/27/2013","0","3738.03","2327.56","6065.59"
"Middlefield","10/27/2013","0","3118.76","2569.64","5688.40"
"Middleton","10/27/2013","0","3720.06","247.53","3967.59"
"Milford","10/27/2013","0","4323.38","469.87","4793.25"
"Millbury","10/27/2013","0","5333.32","0.00","5333.32"
"Millis","10/27/2013","0","6603.50","921.15","7524.65"
"Millville","10/27/2013","0","6958.32","1150.07","8108.39"
"Milton","10/27/2013","0","8229.86","0.00","8229.86"
"Monroe","10/27/2013","0","5873.17","1614.49","7487.66"
"Monson","10/27/2013","0","4408.57","1849.99","6258.56"
"Montague","10/27/2013","0","4698.35","2087.68","6786.03"
"Monterey","10/27/2013","0","3726.25","2327.56","6053.81"
"Montgomery","10/27/2013","0","2878.31","2817.17","5695.48"
"Mount Washington","10/27/2013","0","3647.32","584.16","4231.48"
"Nahant","10/27/2013","0","3601.00","911.73","4512.73"
"Nantucket","10/27/2013","0","3638.27","1614.49","5252.76"
"Natick","10/27/2013","0","4381.00","3008.83","7389.83"
"Needham","10/27/2013","0","5672.87","2328.73","8001.60"
"New Ashford","10/27/2013","0","8284.39","231.55","8515.94"
"New Bedford","10/27/2013","0","9477.49","1614.49","11091.98"
"New Braintree","10/27/2013","0","5443.76","1849.99","7293.75"
"New Marlborough","10/27/2013","0","3881.11","2087.68","5968.79"
"New Salem","10/27/2013","0","3861.98","2327.56","6189.54"
"Newbury","10/27/2013","0","5285.38","2569.64","7855.02"
"Newburyport","10/27/2013","0","7178.52","247.53","7426.05"
"Newton","10/27/2013","0","10038.64","469.87","10508.51"
"Norfolk","10/27/2013","0","7547.25","0.00","7547.25"
"North.Adams","10/27/2013","0","3919.83","921.15","4840.98"
"North.Andover","10/27/2013","0","9665.05","1150.07","10815.12"
"North.Attleborough","10/27/2013","0","13428.46","0.00","13428.46"
"North.Brookfield","10/27/2013","0","6273.05","1614.49","7887.54"
"North.Reading","10/27/2013","0","4289.38","1849.99","6139.37"
"Northampton","10/27/2013","0","2764.25","2087.68","4851.93"
"Northborough","10/27/2013","0","4287.25","2327.56","6614.81"
"Northbridge","10/27/2013","0","3611.54","2569.64","6181.18"
"Northfield","10/27/2013","0","3577.19","247.53","3824.72"
"Norton","10/27/2013","0","11119.23","469.87","11589.10"
"Norwell","10/27/2013","0","6405.13","921.15","7326.28"
"Norwood","10/27/2013","0","9737.69","921.15","10658.84"
"Oak Bluffs","10/27/2013","0","6018.48","2071.18","8089.66"
"Oakham","10/27/2013","0","5865.38","2327.56","8192.94"
"Orange","10/27/2013","0","5365.99","1862.02","7228.01"
"Orleans","10/27/2013","0","4146.72","2192.91","6339.63"
"Otis","10/27/2013","0","4494.45","2542.17","7036.62"
"Oxford","10/27/2013","0","3574.75","2327.56","5902.31"
"Palmer","10/27/2013","0","3047.77","2569.64","5617.41"
"Paxton","10/27/2013","0","3751.92","247.53","3999.45"
"Peabody","10/27/2013","0","5412.54","469.87","5882.41"
"Pelham","10/27/2013","0","5624.39","0.00","5624.39"
"Pembroke","10/27/2013","0","6595.89","921.15","7517.04"
"Pepperell","10/27/2013","0","6981.82","1150.07","8131.89"
"Peru","10/27/2013","0","8237.55","0.00","8237.55"
"Petersham","10/27/2013","0","5641.27","1614.49","7255.76"
"Phillipston","10/27/2013","0","4815.42","1849.99","6665.41"
"Pittsfield","10/27/2013","0","4930.72","2087.68","7018.40"
"Plainfield","10/27/2013","0","3837.48","2327.56","6165.04"
"Plainville","10/27/2013","0","3263.94","2569.64","5833.58"
"Plymouth","10/27/2013","0","3950.25","247.53","4197.78"
"Plympton","10/27/2013","0","4696.49","469.87","5166.36"
"Princeton","10/27/2013","0","5461.24","0.00","5461.24"
"Provincetown","10/27/2013","0","6724.89","921.15","7646.04"
"Quincy","10/27/2013","0","7052.19","1150.07","8202.26"
"Randolph","10/27/2013","0","6744.53","1614.49","8359.02"
"Raynham","10/27/2013","0","4893.04","2581.34","7474.38"
"Reading","10/27/2013","0","3125.71","3027.13","6152.84"
"Rehoboth","10/27/2013","0","4106.28","2557.54","6663.82"
"Revere","10/27/2013","0","2670.37","3248.71","5919.08"
"Richmond","10/27/2013","0","2981.28","2569.64","5550.92"
"Rochester","10/27/2013","0","3033.59","1109.71","4143.30"
"Rockland","10/27/2013","0","3925.18","469.87","4395.05"
"Rockport","10/27/2013","0","5176.89","0.00","5176.89"
"Rowe","10/27/2013","0","6445.75","921.15","7366.90"
"Rowley","10/27/2013","0","6762.88","1150.07","7912.95"
"Royalston","10/27/2013","0","8431.52","0.00","8431.52"
"Russell","10/27/2013","0","5517.53","1614.49","7132.02"
"Rutland","10/27/2013","0","4295.75","1849.99","6145.74"
"Salem","10/27/2013","0","4541.42","2087.68","6629.10"
"Salisbury","10/27/2013","0","3572.80","2327.56","5900.36"
"Sandisfield","10/27/2013","0","3331.22","2569.64","5900.86"
"Sandwich","10/27/2013","0","9100.30","247.53","9347.83"
"Saugus","10/27/2013","0","8777.60","469.87","9247.47"
"Savoy","10/27/2013","0","4677.84","0.00","4677.84"
"Scituate","10/27/2013","0","9342.14","921.15","10263.29"
"Seekonk","10/27/2013","0","14300.09","1150.07","15450.16"
"Sharon","10/27/2013","0","11386.54","0.00","11386.54"
"Sheffield","10/27/2013","0","5038.45","1614.49","6652.94"
"Shelburne","10/27/2013","0","4285.90","1849.99","6135.89"
"Sherborn","10/27/2013","0","4034.74","4415.24","8449.98"
"Shirley","10/27/2013","0","3922.05","2478.69","6400.74"
"Shrewsbury","10/27/2013","0","3330.45","3062.55","6393.00"
"Shutesbury","10/27/2013","0","799.94","1397.60","2197.54"
"Somerset","10/27/2013","0","9388.65","2084.35","11473.00"
"Somerville","10/27/2013","0","5057.55","2498.59","7556.14"
"South.Hadley","10/27/2013","0","5263.55","1318.93","6582.48"
"Southampton","10/27/2013","0","4915.60","1150.07","6065.67"
"Southborough","10/27/2013","0","10075.96","0.00","10075.96"
"Southbridge","10/27/2013","0","6500.54","1614.49","8115.03"
"Southwick","10/27/2013","0","3040.08","1849.99","4890.07"
"Spencer","10/27/2013","0","5979.27","2087.68","8066.95"
"Springfield","10/27/2013","0","3508.46","2327.56","5836.02"
"Sterling","10/27/2013","0","2955.27","2569.64","5524.91"
"Stockbridge","10/27/2013","0","3636.03","247.53","3883.56"
"Stoneham","10/27/2013","0","4003.37","469.87","4473.24"
"Stoughton","10/27/2013","0","5535.64","0.00","5535.64"
"Stow","10/27/2013","0","6472.10","921.15","7393.25"
"Sturbridge","10/27/2013","0","6855.43","1150.07","8005.50"
"Sudbury","10/27/2013","0","8126.68","0.00","8126.68"
"Sunderland","10/27/2013","0","5527.67","1614.49","7142.16"
"Sutton","10/27/2013","0","4753.52","1849.99","6603.51"
"Swampscott","10/27/2013","0","4556.22","2087.68","6643.90"
"Swansea","10/27/2013","0","3485.74","2327.56","5813.30"
"Taunton","10/27/2013","0","2908.89","2569.64","5478.53"
"Templeton","10/27/2013","0","3147.13","717.40","3864.53"
"Tewksbury","10/27/2013","0","3705.59","1154.33","4859.92"
"Tisbury","10/27/2013","0","4232.62","921.15","5153.77"
"Tolland","10/27/2013","0","3419.75","3921.21","7329.92"
"Topsfield","10/27/2013","0","4450.39","3477.62","7928.01"
"Townsend","10/27/2013","0","6338.13","1740.78","8078.91"
"Truro","10/27/2013","0","3715.54","3807.93","7523.47"
"Tyngsborough","10/27/2013","0","2113.05","3937.67","6050.72"
"Tyringham","10/27/2013","0","2143.55","4415.24","6558.79"
