"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","4358.28","(5.78)","1468.47","0.00","854.26","2072.74","2285.54","614.21","0.00","0.00","5929.11","5820.97","7711.81","0","1.99","Finance charge for: Abington: Month: 7","Next Bill","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","101.07","","07/28/2013","3,494","Japan Credit Bureau (JCB)","0.000000","0:00:00","1150.07","763.85","1.99","1915.91","(108.14)","5826.75","Invoice","Oldest","Interest, Costs, Fees","0","(5.78)","0","1"
"Acton","4459.56","(6.42)","967.80","0.00","967.80","2310.55","2149.01","0.00","0.00","0.00","5530.08","5420.94","7908.96","0","2.99","Finance charge for: Acton: Month: 7","Next Bill","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","102.07","","07/28/2013","3,495","Japan Credit Bureau (JCB)","0.000000","0:00:00","1614.49","895.61","2.99","2513.09","(109.14)","5427.36","Invoice","Oldest","Interest, Costs, Fees","0","(6.42)","0","1"
"Acushnet","2569.19","0.00","0.00","0.00","0.00","2531.83","37.36","0.00","0.00","0.00","2679.33","2569.19","6979.11","0","3.99","Finance charge for: Acushnet: Month: 7","Next Bill","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","103.07","","07/28/2013","3,496","Japan Credit Bureau (JCB)","0.000000","0:00:00","3464.48","985.80","3.99","4454.27","(110.14)","2569.19","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Adams","830.92","152.99","1455.36","0.00","1349.24","396.25","132.65","255.15","0.00","0.00","2397.42","2286.28","6374.81","0","4.99","Finance charge for: Adams: Month: 7","Next Bill","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","104.07","","07/28/2013","3,497","Japan Credit Bureau (JCB)","0.000000","0:00:00","4108.61","0.00","4.99","4113.60","(111.14)","2133.29","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","416.93","0.00","438.18","0.00","101.75","416.93","0.00","336.43","0.00","0.00","967.25","855.11","6413.21","0","5.99","Finance charge for: Agawam: Month: 7","Next Bill","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","105.07","","07/28/2013","3,498","Japan Credit Bureau (JCB)","0.000000","0:00:00","4415.24","1177.03","5.99","5598.26","(112.14)","855.11","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","1523.37","367.44","581.05","11.51","621.32","388.35","388.99","349.83","0.00","0.00","2115.93","2115.93","7525.80","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","25.06","","07/27/2013","3,126","Unknown","0.000000","0:00:00","5282.50","127.37","0.00","5409.87","0.00","1748.49","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","7760.07","2042.57","2327.77","50.46","2348.34","2941.98","2013.81","791.60","0.00","0.00","10138.30","10138.30","15205.16","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","25.05","","06/27/2013","2,743","Unknown","0.000000","0:00:00","4527.06","539.80","0.00","5066.86","0.00","8095.73","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","1133.53","365.08","3663.42","47.89","1038.86","1479.76","357.82","1603.32","0.00","0.00","4952.91","4844.84","6251.52","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","108.07","","07/28/2013","3,499","Japan Credit Bureau (JCB)","0.000000","0:00:00","717.40","689.28","0.00","1406.68","(108.07)","4479.76","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","1614.49","1483.62","11151.15","137.20","1927.76","1470.10","3056.54","4964.82","0.00","0.00","12902.84","12902.84","15480.57","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","109.06","","06/28/2013","2,915","Discover","0.000000","0:00:00","469.87","2107.86","0.00","2577.73","0.00","11419.22","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","3447.36","17.85","866.84","47.77","18.37","1626.04","1832.87","866.84","0.00","0.00","4361.97","4361.97","5724.72","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","110.05","","05/28/2013","2,330","Master Card","0.000000","0:00:00","921.15","441.60","0.00","1362.75","0.00","4344.12","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Arlington","3927.32","16.75","1835.45","51.03","778.42","1862.96","2077.33","1078.34","0.00","0.00","5820.87","5813.80","7859.95","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","111.04","","04/28/2013","1,743","Visa","0.000000","0:00:00","2071.22","0.00","0.00","2071.22","(7.07)","5797.05","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashburnham","4415.24","1.86","2091.18","45.32","888.86","2102.30","2337.36","1221.36","0.00","0.00","6551.74","6551.74","8488.94","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","25.06","","07/27/2013","3,202","Unknown","0.000000","0:00:00","1150.07","787.13","0.00","1937.20","0.00","6549.88","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashby","4897.20","25.33","1142.59","34.94","1002.75","2334.12","2571.22","141.31","0.00","0.00","6187.80","6074.73","8568.72","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","07/27/2013","113.07","","07/28/2013","3,500","Japan Credit Bureau (JCB)","0.000000","0:00:00","1614.49","879.50","0.00","2493.99","(113.07)","6049.40","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
