"Transaction ID","Billed","Costs","Costs with Tax","Due Costs","Due Costs with Tax","Due Fees","Due Fees with Tax","Due Interest","Due Tax on Costs","Due Tax on Fees","Due Tax Total","Due Total","Fees","Fees with Tax","Interest","Interest Type","Invoice Number","Invoice Number Text","Invoice Number Type","Paid Costs","Paid Costs with Tax","Paid Fees","Paid Fees with Tax","Paid Interest","Paid Tax on Costs","Paid Tax on Fees","Paid Tax Total","Paid Total","Record Count","Status","Tax on Costs","Tax on Fees","Tax on Fees & Costs","Transaction Date","Value","Write Down Costs","Write Down Fees","Write Up Costs","Write Up Fees","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)","Transaction ID","Billed","Check Number","Classification","Costs - Total","Fees - Total","Finalized","Interest","Payment Type","Posted to G/L","Transaction Date","Transaction Type","Transaction Type (Short)","Value","Value (unsigned)",
"149","1","0.00","0.00","0.00","0.00","24.32","25.29","0.00","0.00","0.97","0.97","25.29","122.41","127.31","0.00","Compound","12345","G:12345","Global","0.00","0.00","98.09","102.02","0.00","0.00","3.93","3.93","102.02","1","Partially Paid","0.00","4.90","4.90","01/27/2013","127.31","0.00","0.00","0.00","0.00","177","0","1","Open","0.00","101.01","0","0.00","Check","0","01/28/2013","Payment","PAY","101.01","(101.01)","265","0","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)"
"87","1","0.00","0.00","0.00","0.00","131.98","137.26","0.00","0.00","5.28","5.28","137.26","231.04","240.28","0.00","Compound","12346","G:12346","Global","0.00","0.00","99.06","103.02","0.00","0.00","3.96","3.96","103.02","1","Partially Paid","0.00","9.24","9.24","01/27/2013","240.28","0.00","0.00","0.00","0.00","178","0","2","Open","0.00","102.01","0","0.00","Check","0","01/28/2013","Payment","PAY","102.01","(102.01)","266","0","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)"
"173","1","0.00","0.00","0.00","0.00","229.68","238.87","0.00","0.00","9.19","9.19","238.87","329.70","342.89","0.00","Compound","12347","G:12347","Global","0.00","0.00","100.02","104.02","0.00","0.00","4.00","4.00","104.02","1","Partially Paid","0.00","13.19","13.19","01/27/2013","342.89","0.00","0.00","0.00","0.00","179","0","3","Open","0.00","103.01","0","0.00","Check","0","01/28/2013","Payment","PAY","103.01","(103.01)","267","0","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)"
"27","1","0.00","0.00","0.00","0.00","544.07","565.83","0.00","0.00","21.76","21.76","565.83","645.05","670.85","0.00","Compound","12348","G:12348","Global","0.00","0.00","100.98","105.02","0.00","0.00","4.04","4.04","105.02","1","Partially Paid","0.00","25.80","25.80","01/27/2013","670.85","0.00","0.00","0.00","0.00","180","0","4","Open","0.00","104.01","0","0.00","Check","0","01/28/2013","Payment","PAY","104.01","(104.01)","268","0","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)"
"1","1","0.00","0.00","0.00","0.00","322.47","335.37","0.00","0.00","12.90","12.90","335.37","424.41","441.39","0.00","Compound","12349","G:12349","Global","0.00","0.00","101.94","106.02","0.00","0.00","4.08","4.08","106.02","1","Partially Paid","0.00","16.98","16.98","01/27/2013","441.39","0.00","0.00","0.00","0.00","181","0","5","Open","0.00","105.01","0","0.00","Check","0","01/28/2013","Payment","PAY","105.01","(105.01)","269","0","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)"
"113","1","0.00","0.00","0.00","0.00","287.89","299.41","0.00","0.00","11.52","11.52","299.41","287.89","299.41","0.00","Compound","12351","G:12351","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","11.52","11.52","01/27/2013","299.41","0.00","89.43","0.00","0.00"
"3","1","0.00","0.00","0.00","0.00","331.94","345.22","0.00","0.00","13.28","13.28","345.22","332.91","346.23","0.00","Compound","12352","G:12352","Global","0.00","0.00","0.97","1.01","0.00","0.00","0.04","0.04","1.01","1","Partially Paid","0.00","13.32","13.32","01/27/2013","346.23","0.00","88.68","0.00","0.00","270","0","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)"
"103","1","0.00","0.00","0.00","0.00","1276.61","1327.68","0.00","0.00","51.07","51.07","1327.68","1381.43","1436.69","0.00","Compound","12353","G:12353","Global","0.00","0.00","104.82","109.01","0.00","0.00","4.19","4.19","109.01","1","Partially Paid","0.00","55.26","55.26","01/27/2013","1436.69","0.00","66.84","0.00","0.00","182","0","9","Open","0.00","109.01","0","0.00","Check","0","01/28/2013","Payment","PAY","109.01","(109.01)"
"154","1","0.00","0.00","0.00","0.00","1143.63","1189.38","0.00","0.00","45.75","45.75","1189.38","1143.63","1189.38","0.00","Compound","12355","G:12355","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","45.75","45.75","01/27/2013","1189.38","0.00","0.00","0.00","0.00"
"61","1","0.00","0.00","0.00","0.00","126.14","131.19","0.00","0.00","5.05","5.05","131.19","126.14","131.19","0.00","Compound","12356","G:12356","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","5.05","5.05","01/27/2013","131.19","0.00","0.00","0.00","0.00"
"62","1","0.00","0.00","0.00","0.00","226.89","235.97","0.00","0.00","9.08","9.08","235.97","226.89","235.97","0.00","Compound","12357","G:12357","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","9.08","9.08","01/27/2013","235.97","0.00","0.00","0.00","0.00"
"48","1","0.00","0.00","0.00","0.00","223.63","232.57","0.00","0.00","8.94","8.94","232.57","333.25","346.58","0.00","Compound","12358","G:12358","Global","0.00","0.00","109.62","114.01","0.00","0.00","4.39","4.39","114.01","1","Partially Paid","0.00","13.33","13.33","01/27/2013","346.58","0.00","0.00","0.00","0.00","183","0","14","Open","0.00","114.01","0","0.00","Check","0","01/28/2013","Payment","PAY","114.01","(114.01)"
"88","1","0.00","0.00","0.00","0.00","627.13","652.22","0.00","0.00","25.09","25.09","652.22","627.13","652.22","0.00","Compound","12359","G:12359","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","25.09","25.09","01/27/2013","652.22","0.00","0.00","0.00","0.00"
"49","1","0.00","0.00","0.00","0.00","429.07","446.23","0.00","0.00","17.16","17.16","446.23","429.07","446.23","0.00","Compound","12360","G:12360","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","17.16","17.16","01/27/2013","446.23","0.00","0.00","0.00","0.00"
"69","1","0.00","0.00","0.00","0.00","742.90","772.62","0.00","0.00","29.72","29.72","772.62","742.90","772.62","0.00","Compound","12362","G:12362","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","29.72","29.72","01/27/2013","772.62","0.00","0.00","0.00","0.00"
"141","1","0.00","0.00","0.00","0.00","739.93","769.52","0.00","0.00","29.59","29.59","769.52","854.36","888.53","0.00","Compound","12363","G:12363","Global","0.00","0.00","114.43","119.01","0.00","0.00","4.58","4.58","119.01","1","Partially Paid","0.00","34.17","34.17","01/27/2013","888.53","0.00","0.00","0.00","0.00","184","0","19","Open","0.00","119.01","0","0.00","Check","0","01/28/2013","Payment","PAY","119.01","(119.01)"
"63","1","0.00","0.00","0.00","0.00","931.04","968.28","0.00","0.00","37.24","37.24","968.28","931.04","968.28","0.00","Compound","12364","G:12364","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","37.24","37.24","01/27/2013","968.28","0.00","0.00","0.00","0.00"
"4","1","0.00","0.00","0.00","0.00","45.02","46.82","0.00","0.00","1.80","1.80","46.82","45.02","46.82","0.00","Compound","12366","G:12366","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","1.80","1.80","01/27/2013","46.82","0.00","0.00","0.00","0.00"
"28","1","0.00","0.00","0.00","0.00","60.04","62.44","0.00","0.00","2.40","2.40","62.44","60.04","62.44","0.00","Compound","12367","G:12367","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","2.40","2.40","01/27/2013","62.44","0.00","0.00","0.00","0.00"
"89","1","0.00","0.00","0.00","0.00","250.45","260.47","0.00","0.00","10.02","10.02","260.47","369.69","384.48","0.00","Compound","12368","G:12368","Global","0.00","0.00","119.24","124.01","0.00","0.00","4.77","4.77","124.01","1","Partially Paid","0.00","14.79","14.79","01/27/2013","384.48","0.00","0.00","0.00","0.00","185","0","24","Open","0.00","124.01","0","0.00","Check","0","01/28/2013","Payment","PAY","124.01","(124.01)"
"124","1","0.00","0.00","0.00","0.00","1462.60","1521.10","0.00","0.00","58.50","58.50","1521.10","1463.57","1522.11","0.00","Compound","12369","G:12369","Global","0.00","0.00","0.97","1.01","0.00","0.00","0.04","0.04","1.01","1","Partially Paid","0.00","58.54","58.54","01/27/2013","1522.11","0.00","0.00","0.00","0.00","272","0","","Open","0.00","1.01","0","0.00","Unknown","0","01/28/2013","Credit","CRED","1.01","(1.01)"
"155","1","0.00","0.00","0.00","0.00","1268.69","1319.44","0.00","0.00","50.75","50.75","1319.44","1268.69","1319.44","0.00","Compound","12370","G:12370","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","50.75","50.75","01/27/2013","1319.44","0.00","0.00","0.00","0.00"
"70","1","0.00","0.00","0.00","0.00","783.80","815.15","0.00","0.00","31.35","31.35","815.15","907.85","944.16","0.00","Compound","12372","G:12372","Global","0.00","0.00","124.05","129.01","0.00","0.00","4.96","4.96","129.01","1","Partially Paid","0.00","36.31","36.31","01/27/2013","944.16","0.00","0.00","0.00","0.00","186","0","29","Open","0.00","129.01","0","0.00","Check","0","01/28/2013","Payment","PAY","129.01","(129.01)"
"50","1","0.00","0.00","0.00","0.00","697.82","725.73","0.00","0.00","27.91","27.91","725.73","697.82","725.73","0.00","Compound","12373","G:12373","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","27.91","27.91","01/27/2013","725.73","0.00","0.00","0.00","0.00"
"2","1","0.00","0.00","0.00","0.00","1286.36","1337.81","0.00","0.00","51.45","51.45","1337.81","1286.36","1337.81","0.00","Compound","12374","G:12374","Global","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","Unpaid","0.00","51.45","51.45","01/27/2013","1337.81","0.00","0.00","0.00","0.00"
