"Abington","1122.49","02/27/2013","-710","02/28/2013","101.02","32.000","617-712 1712"
"Acton","140.34","02/27/2013","31","02/28/2013","102.02","773.000","617-735 1735"
"Acushnet","351.84","02/27/2013","31","02/28/2013","103.02","773.000","617-860 1860"
"Adams","778.43","02/27/2013","31","02/28/2013","104.02","773.000","617-778 1778"
"Agawam","868.75","02/27/2013","31","02/28/2013","105.02","773.000","617-855 1855"
"Alford","458.90","02/27/2013","0","","0.00","0.000","617-773 1773"
"Amesbury","598.07","02/27/2013","31","","0.00","773.000","617-668 1668"
"Amherst","1364.25","02/27/2013","31","02/28/2013","108.02","773.000","617-775 1775"
"Andover","3632.10","02/27/2013","31","01/28/2013","109.01","773.000","617-646 1646"
"Aquinnah","976.89","02/27/2013","0","","0.00","0.000","617-870 1870"
"Arlington","1189.38","01/27/2013","0","02/27/2013","5.05","0.000","617-807 1807"
"Ashburnham","1332.89","02/27/2013","31","","0.00","773.000","617-765 1765"
"Ashby","253.91","02/27/2013","31","02/28/2013","113.02","773.000","617-767 1767"
"Ashfield","464.97","02/27/2013","31","01/28/2013","114.01","773.000","617-765 1765"
"Ashland","994.95","02/27/2013","31","","0.00","773.000","617-846 1846"
"Athol","1124.17","02/27/2013","31","","0.00","773.000","617-762 1762"
"Attleboro","424.62","02/27/2013","0","02/27/2013","25.01","0.000","617-694 1694"
"Auburn","657.88","02/27/2013","31","02/28/2013","118.02","773.000","617-778 1778"
"Avon","1530.50","02/27/2013","31","01/28/2013","119.01","773.000","617-888 1888"
"Ayer","1843.95","02/27/2013","31","","0.00","773.000","617-871 1871"
"Barnstable","3033.15","02/27/2013","0","","0.00","0.000","617-638 1638"
"Barre","47.02","02/27/2013","31","","0.00","773.000","617-774 1774"
"Becket","497.43","02/27/2013","-710","02/28/2013","123.02","32.000","617-765 1765"
"Bedford","261.58","02/27/2013","31","01/28/2013","124.01","773.000","617-729 1729"
"Belchertown","9.53","02/27/2013","0","","0.00","0.000","617-761 1761"
"Bellingham","2313.17","02/27/2013","31","","0.00","773.000","617-719 1719"
"Belmont","3272.78","02/27/2013","31","","0.00","773.000","617-859 1859"
"Berkley","1396.77","02/27/2013","0","02/28/2013","128.02","0.000","617-735 1735"
"Berlin","815.15","01/27/2013","0","02/27/2013","3.46","0.000","617-812 1812"
"Bernardston","1366.04","02/27/2013","31","","0.00","773.000","617-762 1762"
"Beverly","2535.89","02/27/2013","31","","0.00","773.000","617-668 1668"
"Billerica","1819.06","02/27/2013","0","","0.00","0.000","617-655 1655"
"Blackstone","1350.04","02/27/2013","31","02/28/2013","133.02","773.000","617-845 1845"
"Blandford","(21.86)","","0","01/28/2013","134.01","0.000","617-741 1741"
"Bolton","573.74","02/27/2013","31","02/27/2013","25.01","773.000","617-738 1738"
"Boston","1459.10","02/27/2013","31","","0.00","773.000","617-630 1630"
"Bourne","3001.49","02/27/2013","31","","0.00","773.000","617-884 1884"
"Boxborough","1651.63","02/27/2013","31","02/28/2013","138.02","773.000","617-835 1835"
"Boxford","805.31","02/27/2013","0","01/28/2013","139.01","0.000","617-685 1685"
"Boylston","964.04","02/27/2013","31","","0.00","773.000","617-785 1785"
"Braintree","1701.30","02/27/2013","31","02/27/2013","25.01","773.000","617-640 1640"
"Brewster","1968.72","02/27/2013","31","","0.00","773.000","617-803 1803"
"Bridgewater","898.16","02/27/2013","0","02/28/2013","143.02","0.000","617-656 1656"
"Brimfield","1153.26","02/27/2013","31","01/28/2013","144.01","773.000","617-731 1731"
"Brockton","1420.16","02/27/2013","31","","0.00","773.000","617-821 1821"
"Brookfield","360.62","02/27/2013","31","","0.00","773.000","617-718 1718"
"Brookline","552.99","02/27/2013","31","02/27/2013","25.01","773.000","617-705 1705"
"Buckland","881.94","02/27/2013","31","02/28/2013","148.02","773.000","617-779 1779"
"Burlington","306.96","02/27/2013","31","01/28/2013","149.01","773.000","617-799 1799"
"Cambridge","454.71","02/27/2013","0","","0.00","0.000","617-636 1636"
"Canton","805.45","02/27/2013","31","","0.00","773.000","617-797 1797"
"Carlisle","1726.05","02/27/2013","31","","0.00","773.000","617-780 1780"
"Carver","1785.65","02/27/2013","31","02/28/2013","153.02","773.000","617-790 1790"
"Charlemont","890.24","02/27/2013","0","01/28/2013","154.01","0.000","617-765 1765"
"Charlton","1300.18","02/27/2013","31","","0.00","773.000","617-775 1775"
"Chatham","1421.58","02/27/2013","31","","0.00","773.000","617-712 1712"
