"Abington","2861.27","0.002494","27:48:00","0.003083","2861.27","0.003225","27:48:00","0.004019","0.00","0.000000","0:00:00","0.000000","2861.27","1390.80","27:24:00","0:24:00","6346.00","0.003513","5084.21","0.003271","1261.79","0.005003","5338.42","9207.27","0.003117","27:48:00","0.003083","7945.48","0.003255","27:48:00","0.004019","1261.79","0.002463","0:00:00","0.000000","8199.69","1390.80","27:24:00","0:24:00"
"Acton","2154.40","0.001878","20:48:00","0.002307","2154.40","0.002428","20:48:00","0.003007","0.00","0.000000","0:00:00","0.000000","2154.40","1040.74","20:24:00","0:24:00","7210.56","0.003992","5948.77","0.003828","1261.79","0.005003","6246.22","9364.96","0.003171","20:48:00","0.002307","8103.17","0.003319","20:48:00","0.003007","1261.79","0.002463","0:00:00","0.000000","8400.62","1040.74","20:24:00","0:24:00"
"Acushnet","2577.76","0.002247","24:48:00","0.002751","1506.45","0.001698","14:36:00","0.002111","1071.31","0.004120","10:12:00","0.004859","1506.45","1240.98","24:24:00","0:24:00","5738.62","0.003177","5738.62","0.003693","0.00","0.000000","6025.56","8316.38","0.002816","24:48:00","0.002751","7245.07","0.002968","14:36:00","0.002111","1071.31","0.002092","10:12:00","0.004859","7532.01","1240.98","24:24:00","0:24:00"
"Adams","3183.64","0.002775","30:48:00","0.003416","2122.43","0.002392","20:36:00","0.002978","1061.21","0.004081","10:12:00","0.004859","2122.43","1541.03","30:24:00","0:24:00","6398.91","0.003543","6398.91","0.004117","0.00","0.000000","4998.40","9582.55","0.003245","30:48:00","0.003416","8521.34","0.003491","20:36:00","0.002978","1061.21","0.002072","10:12:00","0.004859","7120.83","1541.03","30:24:00","0:24:00"
"Agawam","2313.74","0.002017","22:48:00","0.002529","2313.74","0.002608","22:48:00","0.003296","0.00","0.000000","0:00:00","0.000000","2313.74","1140.32","22:24:00","0:24:00","8269.09","0.004578","4462.81","0.002872","3806.28","0.015093","4685.95","10582.83","0.003583","22:48:00","0.002529","6776.55","0.002776","22:48:00","0.003296","3806.28","0.007431","0:00:00","0.000000","6999.69","1140.32","22:24:00","0:24:00"
"Alford","5562.44","0.004849","54:24:00","0.006034","786.05","0.000886","7:36:00","0.001099","4776.39","0.018370","46:48:00","0.022294","786.05","2721.15","53:12:00","1:12:00","10157.35","0.005623","9522.97","0.006128","634.38","0.002515","6915.15","15719.79","0.005323","54:24:00","0.006034","10309.02","0.004223","7:36:00","0.001099","5410.77","0.010564","46:48:00","0.022294","7701.20","2721.15","53:12:00","1:12:00"
"Amesbury","7902.23","0.006889","75:24:00","0.008363","6657.07","0.007504","63:27:00","0.009174","1245.16","0.004789","11:57:00","0.005693","3148.78","3773.57","74:12:00","1:12:00","9719.05","0.005381","9719.05","0.006254","0.00","0.000000","13427.00","17621.28","0.005966","75:24:00","0.008363","16376.12","0.006708","63:27:00","0.009174","1245.16","0.002431","11:57:00","0.005693","16575.78","3773.57","74:12:00","1:12:00"
"Amherst","9338.08","0.008140","90:24:00","0.010027","8642.29","0.009742","83:39:00","0.012094","695.79","0.002676","6:45:00","0.003215","4726.93","4522.95","89:12:00","1:12:00","9276.77","0.005136","1706.03","0.001098","7570.74","0.030020","1791.33","18614.85","0.006303","90:24:00","0.010027","10348.32","0.004239","83:39:00","0.012094","8266.53","0.016139","6:45:00","0.003215","6518.26","4522.95","89:12:00","1:12:00"
"Andover","10525.95","0.009176","101:24:00","0.011247","9823.32","0.011073","94:39:00","0.013685","702.63","0.002702","6:45:00","0.003215","14340.15","5073.79","100:12:00","1:12:00","3800.34","0.002104","1904.17","0.001225","1896.17","0.007519","1999.38","14326.29","0.004851","101:24:00","0.011247","11727.49","0.004804","94:39:00","0.013685","2598.80","0.005074","6:45:00","0.003215","16339.53","5073.79","100:12:00","1:12:00"
"Aquinnah","11186.24","0.009751","110:24:00","0.012245","1363.94","0.001537","13:24:00","0.001937","9822.30","0.037777","97:00:00","0.046207","1363.94","5521.33","109:12:00","1:12:00","4640.89","0.002569","4006.51","0.002578","634.38","0.002515","4206.84","15827.13","0.005359","110:24:00","0.012245","5370.45","0.002200","13:24:00","0.001937","10456.68","0.020415","97:00:00","0.046207","5570.78","5521.33","109:12:00","1:12:00"
"Arlington","3474.71","0.003029","33:48:00","0.003749","1871.62","0.002110","18:24:00","0.002660","1603.09","0.006166","15:24:00","0.007336","1871.62","1690.90","33:24:00","0:24:00","5489.45","0.003039","5489.45","0.003532","0.00","0.000000","5763.92","8964.16","0.003035","33:48:00","0.003749","7361.07","0.003015","18:24:00","0.002660","1603.09","0.003130","15:24:00","0.007336","7635.54","1690.90","33:24:00","0:24:00"
"Ashburnham","2875.32","0.002506","27:48:00","0.003083","2875.32","0.003241","27:48:00","0.004019","0.00","0.000000","0:00:00","0.000000","2875.32","1390.92","27:24:00","0:24:00","6346.00","0.003513","5084.21","0.003271","1261.79","0.005003","5338.42","9221.32","0.003122","27:48:00","0.003083","7959.53","0.003260","27:48:00","0.004019","1261.79","0.002463","0:00:00","0.000000","8213.74","1390.92","27:24:00","0:24:00"
"Ashby","2164.72","0.001887","20:48:00","0.002307","2164.72","0.002440","20:48:00","0.003007","0.00","0.000000","0:00:00","0.000000","2164.72","1040.83","20:24:00","0:24:00","7210.56","0.003992","5948.77","0.003828","1261.79","0.005003","6246.22","9375.28","0.003174","20:48:00","0.002307","8113.49","0.003323","20:48:00","0.003007","1261.79","0.002463","0:00:00","0.000000","8410.94","1040.83","20:24:00","0:24:00"
"Ashfield","2565.88","0.002237","24:48:00","0.002751","1513.85","0.001706","14:36:00","0.002111","1052.03","0.004046","10:12:00","0.004859","1513.85","1240.83","24:24:00","0:24:00","5738.62","0.003177","5738.62","0.003693","0.00","0.000000","6025.56","8304.50","0.002812","24:48:00","0.002751","7252.47","0.002971","14:36:00","0.002111","1052.03","0.002054","10:12:00","0.004859","7539.41","1240.83","24:24:00","0:24:00"
"Ashland","3152.22","0.002748","30:48:00","0.003416","2120.49","0.002390","20:36:00","0.002978","1031.73","0.003968","10:12:00","0.004859","2120.49","1540.67","30:24:00","0:24:00","4252.66","0.002354","4252.66","0.002736","0.00","0.000000","4465.29","7404.88","0.002507","30:48:00","0.003416","6373.15","0.002611","20:36:00","0.002978","1031.73","0.002014","10:12:00","0.004859","6585.78","1540.67","30:24:00","0:24:00"
"Athol","2346.64","0.002046","22:48:00","0.002529","2346.64","0.002645","22:48:00","0.003296","0.00","0.000000","0:00:00","0.000000","2346.64","1140.62","22:24:00","0:24:00","5097.19","0.002822","4462.81","0.002872","634.38","0.002515","4685.95","7443.83","0.002520","22:48:00","0.002529","6809.45","0.002789","22:48:00","0.003296","634.38","0.001239","0:00:00","0.000000","7032.59","1140.62","22:24:00","0:24:00"
"Attleboro","1331.16","0.001160","12:48:00","0.001420","784.28","0.000884","7:36:00","0.001099","546.88","0.002103","5:12:00","0.002477","784.28","640.49","12:24:00","0:24:00","5949.75","0.003294","5315.37","0.003420","634.38","0.002515","5581.15","7280.91","0.002465","12:48:00","0.001420","6099.65","0.002499","7:36:00","0.001099","1181.26","0.002306","5:12:00","0.002477","6365.43","640.49","12:24:00","0:24:00"
"Auburn","1848.22","0.001611","17:48:00","0.001974","1306.48","0.001473","12:36:00","0.001822","541.74","0.002084","5:12:00","0.002477","1306.48","890.66","17:24:00","0:24:00","4465.80","0.002472","4465.80","0.002874","0.00","0.000000","4689.10","6314.02","0.002138","17:48:00","0.001974","5772.28","0.002364","12:36:00","0.001822","541.74","0.001058","5:12:00","0.002477","5995.58","890.66","17:24:00","0:24:00"
"Avon","2556.12","0.002228","24:48:00","0.002751","2556.12","0.002881","24:48:00","0.003586","0.00","0.000000","0:00:00","0.000000","2556.12","1240.72","24:24:00","0:24:00","2967.82","0.001643","1706.03","0.001098","1261.79","0.005003","1791.33","5523.94","0.001870","24:48:00","0.002751","4262.15","0.001746","24:48:00","0.003586","1261.79","0.002463","0:00:00","0.000000","4347.45","1240.72","24:24:00","0:24:00"
"Ayer","2834.16","0.002471","27:48:00","0.003083","2834.16","0.003195","27:48:00","0.004019","0.00","0.000000","0:00:00","0.000000","2834.16","1390.48","27:24:00","0:24:00","3800.34","0.002104","1904.17","0.001225","1896.17","0.007519","1999.38","6634.50","0.002246","27:48:00","0.003083","4738.33","0.001941","27:48:00","0.004019","1896.17","0.003702","0:00:00","0.000000","4833.54","1390.48","27:24:00","0:24:00"
"Barnstable","9129.88","0.007959","28:48:00","0.003194","4247.93","0.004788","13:24:00","0.001937","4881.95","0.018776","15:24:00","0.007336","4247.93","1440.79","28:24:00","0:24:00","4640.89","0.002569","4006.51","0.002578","634.38","0.002515","4206.84","13770.77","0.004663","28:48:00","0.003194","8254.44","0.003381","13:24:00","0.001937","5516.33","0.010770","15:24:00","0.007336","8454.77","1440.79","28:24:00","0:24:00"
"Barre","135.86","0.000118","33:48:00","0.003749","73.96","0.000083","18:24:00","0.002660","61.90","0.000238","15:24:00","0.007336","73.96","1691.27","33:24:00","0:24:00","5489.45","0.003039","5489.45","0.003532","0.00","0.000000","5763.92","5625.31","0.001905","33:48:00","0.003749","5563.41","0.002279","18:24:00","0.002660","61.90","0.000121","15:24:00","0.007336","5837.88","1691.27","33:24:00","0:24:00"
"Becket","1390.85","0.001212","27:48:00","0.003083","1390.85","0.001568","27:48:00","0.004019","0.00","0.000000","0:00:00","0.000000","1390.85","1391.12","27:24:00","0:24:00","6346.00","0.003513","5084.21","0.003271","1261.79","0.005003","5338.42","7736.85","0.002620","27:48:00","0.003083","6475.06","0.002652","27:48:00","0.004019","1261.79","0.002463","0:00:00","0.000000","6729.27","1391.12","27:24:00","0:24:00"
"Bedford","3495.24","0.003047","20:48:00","0.002307","3495.24","0.003940","20:48:00","0.003007","0.00","0.000000","0:00:00","0.000000","3495.24","1040.71","20:24:00","0:24:00","7210.56","0.003992","5948.77","0.003828","1261.79","0.005003","6246.22","10705.80","0.003625","20:48:00","0.002307","9444.01","0.003869","20:48:00","0.003007","1261.79","0.002463","0:00:00","0.000000","9741.46","1040.71","20:24:00","0:24:00"
"Belchertown","125.24","0.000109","24:48:00","0.002751","73.73","0.000083","14:36:00","0.002111","51.51","0.000198","10:12:00","0.004859","73.73","1240.57","24:24:00","0:24:00","5738.62","0.003177","5738.62","0.003693","0.00","0.000000","6025.56","5863.86","0.001985","24:48:00","0.002751","5812.35","0.002381","14:36:00","0.002111","51.51","0.000101","10:12:00","0.004859","6099.29","1240.57","24:24:00","0:24:00"
"Bellingham","7270.64","0.006338","30:48:00","0.003416","4862.83","0.005481","20:36:00","0.002978","2407.81","0.009261","10:12:00","0.004859","4862.83","1540.59","30:24:00","0:24:00","4252.66","0.002354","4252.66","0.002736","0.00","0.000000","4465.29","11523.30","0.003902","30:48:00","0.003416","9115.49","0.003734","20:36:00","0.002978","2407.81","0.004701","10:12:00","0.004859","9328.12","1540.59","30:24:00","0:24:00"
"Belmont","6887.18","0.006004","22:48:00","0.002529","6887.18","0.007763","22:48:00","0.003296","0.00","0.000000","0:00:00","0.000000","6887.18","1140.98","22:24:00","0:24:00","5097.19","0.002822","4462.81","0.002872","634.38","0.002515","4685.95","11984.37","0.004058","22:48:00","0.002529","11349.99","0.004649","22:48:00","0.003296","634.38","0.001239","0:00:00","0.000000","11573.13","1140.98","22:24:00","0:24:00"
"Berkley","4468.24","0.003895","12:48:00","0.001420","2653.02","0.002990","7:36:00","0.001099","1815.22","0.006981","5:12:00","0.002477","2653.02","640.48","12:24:00","0:24:00","5949.75","0.003294","5315.37","0.003420","634.38","0.002515","5581.15","10417.99","0.003527","12:48:00","0.001420","7968.39","0.003264","7:36:00","0.001099","2449.60","0.004783","5:12:00","0.002477","8234.17","640.48","12:24:00","0:24:00"
"Berlin","2244.41","0.001956","17:48:00","0.001974","1588.74","0.001791","12:36:00","0.001822","655.67","0.002522","5:12:00","0.002477","1588.74","890.53","17:24:00","0:24:00","4465.80","0.002472","4465.80","0.002874","0.00","0.000000","4689.10","6710.21","0.002272","17:48:00","0.001974","6054.54","0.002480","12:36:00","0.001822","655.67","0.001280","5:12:00","0.002477","6277.84","890.53","17:24:00","0:24:00"
"Bernardston","2110.48","0.001840","24:48:00","0.002751","2110.48","0.002379","24:48:00","0.003586","0.00","0.000000","0:00:00","0.000000","2110.48","1240.50","24:24:00","0:24:00","2967.82","0.001643","1706.03","0.001098","1261.79","0.005003","1791.33","5078.30","0.001719","24:48:00","0.002751","3816.51","0.001563","24:48:00","0.003586","1261.79","0.002463","0:00:00","0.000000","3901.81","1240.50","24:24:00","0:24:00"
"Beverly","3887.06","0.003388","18:04:12","0.002004","3887.06","0.004381","18:04:12","0.002613","0.00","0.000000","0:00:00","0.000000","3887.06","904.00","27:24:00","-9:19:48","2568.84","0.001422","1240.46","0.000798","1328.38","0.005267","1302.49","6455.90","0.002186","18:04:12","0.002004","5127.52","0.002100","18:04:12","0.002613","1328.38","0.002593","0:00:00","0.000000","5189.55","904.00","27:24:00","-9:19:48"
