"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","4358.28","2072.74","816.34","0.00","2285.54","816.34","0.00","0.00","0.00","0.00","5280.72","5174.62","7926.89","0","1.99","Finance charge for: Abington: Month: 5","Next Bill","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","101.05","","05/28/2013","2,325","Master Card","0.000000","0:00:00","1150.07","1625.26","1.99","2777.32","(106.10)","3101.88","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acton","4663.69","2310.55","0.00","0.00","2353.14","0.00","0.00","0.00","0.00","0.00","4770.79","4663.69","8127.85","0","2.99","Finance charge for: Acton: Month: 5","Next Bill","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","102.05","","05/28/2013","2,326","Master Card","0.000000","0:00:00","1614.49","1871.73","2.99","3489.21","(107.10)","2353.14","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acushnet","2748.76","2544.96","39.69","0.00","203.80","39.69","0.00","0.00","0.00","0.00","2896.55","2788.45","7217.67","0","3.99","Finance charge for: Acushnet: Month: 5","Next Bill","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","103.05","","05/28/2013","2,327","Master Card","0.000000","0:00:00","3464.48","985.80","3.99","4454.27","(108.10)","243.49","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Adams","528.90","396.25","463.28","0.00","132.65","313.59","0.00","149.69","0.00","0.00","1101.28","992.18","6280.94","0","4.99","Finance charge for: Adams: Month: 5","Next Bill","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","104.05","","05/28/2013","2,328","Master Card","0.000000","0:00:00","4108.61","1200.21","4.99","5313.81","(109.10)","595.93","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","416.93","416.93","546.56","0.00","0.00","546.56","0.00","0.00","0.00","0.00","1073.59","963.49","6666.55","0","5.99","Finance charge for: Agawam: Month: 5","Next Bill","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","105.05","","05/28/2013","2,329","Master Card","0.000000","0:00:00","4415.24","1306.88","5.99","5728.11","(110.10)","546.56","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","770.62","388.35","349.83","6.72","388.99","349.83","0.00","0.00","0.00","0.00","1127.17","1127.17","6768.26","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","106.04","","04/28/2013","1,742","Visa","0.000000","0:00:00","5282.50","358.59","0.00","5641.09","0.00","738.82","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","4340.93","2941.98","1389.27","17.19","2013.81","599.22","0.00","192.38","0.00","0.00","5747.39","5747.39","11128.89","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","107.03","","03/28/2013","1,161","American Express","0.000000","0:00:00","4527.06","879.49","0.00","5406.55","0.00","2805.41","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","1133.53","1479.76","2401.47","13.97","357.82","1474.19","0.00","237.20","0.00","0.00","3548.97","3548.97","5633.21","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","25.04","","05/27/2013","1,878","Unknown","0.000000","0:00:00","717.40","1366.84","0.00","2084.24","0.00","2069.21","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","1614.49","1470.10","7936.53","49.50","3056.54","3746.20","0.00","1327.68","0.00","0.00","9600.52","9600.52","12628.55","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","25.03","","04/27/2013","1,536","Unknown","0.000000","0:00:00","469.87","2558.16","0.00","3028.03","0.00","8130.42","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","3447.36","1626.04","866.84","11.55","1832.87","866.84","0.00","0.00","0.00","0.00","4435.80","4325.75","5688.50","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","05/27/2013","110.05","","05/28/2013","2,330","Master Card","0.000000","0:00:00","921.15","441.60","0.00","1362.75","(110.05)","2699.71","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
