"Walpole","02/27/2013","28","(407.03)","5830.74","5423.71"
"Abington","03/27/2013","0","1018.43","7192.55","8162.92"
"Acton","03/27/2013","0","35.28","8386.40","8374.76"
"Acushnet","03/27/2013","0","245.78","7271.44","7471.68"
"Adams","03/27/2013","0","671.37","5561.34","6189.42"
"Agawam","03/27/2013","0","760.69","6197.97","6915.48"
"Alford","03/27/2013","0","455.87","5641.09","6096.96"
"Amesbury","03/27/2013","0","791.60","6327.70","7119.30"
"Amherst","03/27/2013","0","1711.39","3234.30","4945.69"
"Andover","03/27/2013","0","5073.88","4642.51","9691.36"
"Aquinnah","03/27/2013","0","976.89","4827.23","5779.10"
"Arlington","03/27/2013","0","1189.38","6766.00","7939.98"
"Ashburnham","03/27/2013","0","1221.36","7223.31","8444.67"
"Ashby","03/27/2013","0","254.38","8397.06","8651.44"
"Ashfield","03/27/2013","0","465.86","7278.06","7743.92"
"Ashland","03/27/2013","0","994.42","5868.20","6837.59"
"Athol","03/27/2013","0","1124.17","6201.30","7302.16"
"Attleboro","03/27/2013","0","307.59","6183.36","6490.95"
"Auburn","03/27/2013","0","660.39","5474.51","6134.90"
"Avon","03/27/2013","0","1533.45","2879.58","4413.03"
"Ayer","03/27/2013","0","1847.66","3192.03","5039.69"
"Barnstable","03/27/2013","0","3033.15","5770.33","8778.45"
"Barre","03/27/2013","0","(75.01)","6038.99","5939.14"
"Becket","03/27/2013","0","497.43","6366.59","6864.02"
"Bedford","03/27/2013","0","259.55","9762.25","10021.80"
"Belchertown","03/27/2013","0","9.53","6346.77","6356.30"
"Bellingham","03/27/2013","0","2319.00","7404.68","9723.68"
"Belmont","03/27/2013","0","3150.81","8780.59","11906.37"
"Berkley","03/27/2013","0","1396.77","7052.71","8424.46"
"Berlin","03/27/2013","0","815.15","5596.52","6393.25"
"Bernardston","03/27/2013","0","1368.82","2699.40","4068.22"
"Beverly","03/27/2013","0","2541.02","4410.98","6952.00"
"Billerica","03/27/2013","0","1687.03","5249.06","6936.09"
"Blackstone","03/27/2013","0","1384.13","6960.84","8319.94"
"Blandford","03/27/2013","0","(21.86)","5663.64","5616.76"
"Bolton","03/27/2013","0","575.22","9572.62","10147.84"
"Boston","03/27/2013","0","1462.41","8761.29","10223.70"
"Bourne","03/27/2013","0","2872.03","8221.32","11093.35"
"Boxborough","03/27/2013","0","1653.87","7015.27","8669.14"
"Boxford","03/27/2013","0","805.31","6582.80","7363.08"
"Boylston","03/27/2013","0","964.04","5608.36","6551.06"
"Braintree","03/27/2013","0","1704.83","2893.83","4598.66"
"Brewster","03/27/2013","0","1827.66","3222.32","5049.98"
"Bridgewater","03/27/2013","0","898.16","4840.04","5738.20"
"Brimfield","03/27/2013","0","1157.66","6810.41","7968.07"
"Brockton","03/27/2013","0","1420.64","7288.34","8683.95"
"Brookfield","03/27/2013","0","360.62","8476.70","8813.20"
"Brookline","03/27/2013","0","407.28","7325.23","7732.51"
"Buckland","03/27/2013","0","884.00","5948.92","6832.92"
"Burlington","03/27/2013","0","308.13","6989.31","7297.44"
"Cambridge","03/27/2013","0","454.71","6178.13","6632.84"
"Canton","03/27/2013","0","805.50","5465.16","6245.63"
"Carlisle","03/27/2013","0","1574.02","2894.90","4447.44"
"Carver","03/27/2013","0","1786.02","3223.52","5009.54"
"Charlemont","03/27/2013","0","890.24","4840.52","5730.76"
"Charlton","03/27/2013","0","1305.15","6811.23","8116.38"
"Chatham","03/27/2013","0","1422.06","7290.10","8712.16"
