"Abington","G:12345","01/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Abington","G:12555","02/27/2013","917.39","0.00","0.00","0.00","0.00","917.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","917.39","0.00","0.00","0.00","0.00","917.39"
"Abington","G:12873","03/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Abington","G:13178","04/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","2285.54","0.00","0.00","0.00","0.00","2285.54","0.00","0.00","0.00","0.00","0.00","0.00","2285.54","0.00","0.00","0.00","0.00","2285.54"
"Abington","G:13520","05/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","2077.79","0.00","0.00","0.00","0.00","2077.79","0.00","0.00","0.00","0.00","0.00","0.00","2077.79","0.00","0.00","0.00","0.00","2077.79"
"Acton","G:12346","01/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","G:12556","02/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","G:12874","03/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","G:13179","04/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","2455.19","0.00","0.00","0.00","0.00","2455.19","0.00","0.00","0.00","0.00","0.00","0.00","2455.19","0.00","0.00","0.00","0.00","2455.19"
"Acton","G:13521","05/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","2315.60","0.00","0.00","0.00","0.00","2315.60","0.00","0.00","0.00","0.00","0.00","0.00","2315.60","0.00","0.00","0.00","0.00","2315.60"
"Acushnet","G:12347","01/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acushnet","G:12557","02/27/2013","142.74","0.00","0.00","0.00","0.00","142.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","142.74","0.00","0.00","0.00","0.00","142.74"
"Acushnet","G:12875","03/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acushnet","G:13180","04/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","203.80","0.00","0.00","0.00","0.00","203.80","0.00","0.00","0.00","0.00","0.00","0.00","203.80","0.00","0.00","0.00","0.00","203.80"
"Acushnet","G:13522","05/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","2550.01","0.00","0.00","0.00","0.00","2550.01","0.00","0.00","0.00","0.00","0.00","0.00","2550.01","0.00","0.00","0.00","0.00","2550.01"
"Adams","G:12348","01/27/2013","253.74","0.00","0.00","0.00","0.00","253.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","253.74","0.00","0.00","0.00","0.00","253.74"
"Adams","G:12558","02/27/2013","313.59","0.00","0.00","0.00","0.00","313.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","313.59","0.00","0.00","0.00","0.00","313.59"
"Adams","G:12876","03/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Adams","G:13181","04/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","132.65","0.00","0.00","0.00","0.00","132.65","0.00","0.00","0.00","0.00","0.00","0.00","132.65","0.00","0.00","0.00","0.00","132.65"
"Adams","G:13523","05/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","401.30","0.00","0.00","0.00","0.00","401.30","0.00","0.00","0.00","0.00","0.00","0.00","401.30","0.00","0.00","0.00","0.00","401.30"
"Agawam","G:12349","01/27/2013","20.28","0.00","0.00","0.00","0.00","20.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.28","0.00","0.00","0.00","0.00","20.28"
"Agawam","G:12559","02/27/2013","631.33","0.00","0.00","0.00","0.00","631.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","631.33","0.00","0.00","0.00","0.00","631.33"
