"177","PAY","B","Abington","(101.01)","01/28/2013","G:12555","1","","Abington - 1 - 1/28/2013 . Check No. 1","","","","","","","Applies to Invoice: G:12345","97.12","0.00","0.00","3.89","0.00","101.01","0.00","0.00"
"178","PAY","B","Acton","(102.01)","01/28/2013","G:12556","2","","Acton - 2 - 1/28/2013 . Check No. 2","","","","","","","Applies to Invoice: G:12346","98.09","0.00","0.00","3.92","0.00","102.01","0.00","0.00"
"179","PAY","B","Acushnet","(103.01)","01/28/2013","G:12557","3","","Acushnet - 3 - 1/28/2013 . Check No. 3","","","","","","","Applies to Invoice: G:12347","99.05","0.00","0.00","3.96","0.00","103.01","0.00","0.00"
"180","PAY","B","Adams","(104.01)","01/28/2013","G:12558","4","","Adams - 4 - 1/28/2013 . Check No. 4","","","","","","","Applies to Invoice: G:12348","100.01","0.00","0.00","4.00","0.00","104.01","0.00","0.00"
"181","PAY","B","Agawam","(105.01)","01/28/2013","G:12559","5","","Agawam - 5 - 1/28/2013 . Check No. 5","","","","","","","Applies to Invoice: G:12349","100.97","0.00","0.00","4.04","0.00","105.01","0.00","0.00"
"182","PAY","B","Andover","(109.01)","01/28/2013","G:12563","9","","Andover - 9 - 1/28/2013 . Check No. 9","","","","","","","Applies to Invoice: G:12353","104.82","0.00","0.00","4.19","0.00","109.01","0.00","0.00"
"183","PAY","B","Ashfield","(114.01)","01/28/2013","G:12568","14","","Ashfield - 14 - 1/28/2013 . Check No. 14","","","","","","","Applies to Invoice: G:12358","109.62","0.00","0.00","4.39","0.00","114.01","0.00","0.00"
"184","PAY","B","Avon","(119.01)","01/28/2013","G:12573","19","","Avon - 19 - 1/28/2013 . Check No. 19","","","","","","","Applies to Invoice: G:12363","114.43","0.00","0.00","4.58","0.00","119.01","0.00","0.00"
"185","PAY","B","Bedford","(124.01)","01/28/2013","G:12578","24","","Bedford - 24 - 1/28/2013 . Check No. 24","","","","","","","Applies to Invoice: G:12368","119.24","0.00","0.00","4.77","0.00","124.01","0.00","0.00"
"186","PAY","B","Berlin","(129.01)","01/28/2013","G:12583","29","","Berlin - 29 - 1/28/2013 . Check No. 29","","","","","","","Applies to Invoice: G:12372","124.05","0.00","0.00","4.96","0.00","129.01","0.00","0.00"
"187","PAY","B","Blandford","(134.01)","01/28/2013","G:12588","34","","Blandford - 34 - 1/28/2013 . Check No. 34","","","","","","","Applies to Invoice: G:12377","7.37","0.00","0.00","0.29","0.00","7.66","0.00","0.00","Applies to Invoice: G:12588","68.77","0.00","34.99","2.75","0.00","71.52","0.00","34.99","Applies to Invoice: G:13211","0.00","19.03","0.00","0.00","0.81","0.00","19.84","0.00"
"188","PAY","B","Boxford","(139.01)","01/28/2013","G:12593","39","","Boxford - 39 - 1/28/2013 . Check No. 39","","","","","","","Applies to Invoice: G:12593","133.66","0.00","0.00","5.35","0.00","139.01","0.00","0.00"
"189","PAY","B","Brimfield","(144.01)","01/28/2013","G:12598","44","","Brimfield - 44 - 1/28/2013 . Check No. 44","","","","","","","Applies to Invoice: G:12387","138.47","0.00","0.00","5.54","0.00","144.01","0.00","0.00"
"190","PAY","B","Burlington","(149.01)","01/28/2013","G:12603","49","","Burlington - 49 - 1/28/2013 . Check No. 49","","","","","","","Applies to Invoice: G:12392","143.28","0.00","0.00","5.73","0.00","149.01","0.00","0.00"
"191","PAY","B","Charlemont","(154.01)","01/28/2013","G:12608","54","","Charlemont - 54 - 1/28/2013 . Check No. 54","","","","","","","Applies to Invoice: G:12608","148.09","0.00","0.00","5.92","0.00","154.01","0.00","0.00"
