"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","2285.54","2285.54","917.39","0.00","917.39","0.00","0.00","0.00","0.00","0.00","3308.01","3202.93","8042.88","0","1.99","Finance charge for: Abington: Month: 4","Next Bill","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","101.04","","04/28/2013","1,737","Visa","0.000000","0:00:00","3237.74","1625.26","1.99","4864.99","(105.08)","917.39","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acton","2455.19","2455.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2561.27","2455.19","8246.92","0","2.99","Finance charge for: Acton: Month: 4","Next Bill","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","102.04","","04/28/2013","1,738","Visa","0.000000","0:00:00","3942.05","1871.73","2.99","5816.77","(106.08)","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acushnet","203.80","203.80","142.74","0.00","142.74","0.00","0.00","0.00","0.00","0.00","453.62","346.54","7345.41","0","3.99","Finance charge for: Acushnet: Month: 4","Next Bill","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","103.04","","04/28/2013","1,739","Visa","0.000000","0:00:00","6034.12","985.80","3.99","7023.91","(107.08)","142.74","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Adams","132.65","132.65","567.33","0.00","313.59","0.00","253.74","0.00","0.00","0.00","808.06","699.98","6236.28","0","4.99","Finance charge for: Adams: Month: 4","Next Bill","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","104.04","","04/28/2013","1,740","Visa","0.000000","0:00:00","4356.14","1200.21","4.99","5561.34","(108.08)","567.33","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","0.00","0.00","651.61","0.00","631.33","0.00","20.28","0.00","0.00","0.00","760.69","651.61","6793.02","0","5.99","Finance charge for: Agawam: Month: 4","Next Bill","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","105.04","","04/28/2013","1,741","Visa","0.000000","0:00:00","4885.10","1306.88","5.99","6197.97","(109.08)","651.61","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","385.31","388.99","349.83","3.68","349.83","0.00","0.00","0.00","0.00","0.00","844.86","738.82","6379.91","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","106.04","","04/28/2013","1,742","Visa","0.000000","0:00:00","5282.50","358.59","0.00","5641.09","(106.04)","349.83","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","1709.89","2013.81","1089.86","5.66","599.22","0.00","192.38","0.00","0.00","0.00","2805.41","2805.41","9133.11","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","107.03","","03/28/2013","1,161","American Express","0.000000","0:00:00","5448.21","879.49","0.00","6327.70","0.00","791.60","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","0.00","357.82","2055.24","13.97","1474.19","0.00","237.20","0.00","0.00","0.00","2069.21","2069.21","5278.47","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","108.02","","02/28/2013","669","Cash","0.000000","0:00:00","1867.46","1366.84","0.00","3234.30","0.00","1711.39","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","1614.49","3056.54","6499.84","16.09","3746.20","0.00","1327.68","0.00","0.00","0.00","8130.42","8130.42","11158.45","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","25.03","","04/27/2013","1,536","Unknown","0.000000","0:00:00","469.87","2558.16","0.00","3028.03","0.00","5073.88","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","1832.87","1832.87","976.89","0.00","976.89","0.00","0.00","0.00","0.00","0.00","2809.76","2809.76","5787.00","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","25.02","","04/27/2013","1,677","Unknown","0.000000","0:00:00","2535.64","441.60","0.00","2977.24","0.00","976.89","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
