"Client Nickname 1","% Billable Costs","% Billable Fees","% Billable Fees & Costs","% Billable Hours","% Profit. Fees & Costs","% Profitability Costs","% Profitability Fees","% Profitability Full Bill","Actual Costs","Actual Fees","Actual Fees & Costs","Adjustment Profit. Bill","Adjustment Profit. Costs","Adjustment Profit. Fees","Adjustment Profit. Total","","Billable Costs","Billable Fees","Billable Fees & Costs","Billable Hours","Credits","","Expense Slip Value","Finance Charge","Flat Arrg Costs","Flat Arrg Costs G/L","Flat Arrg Fees","Flat Arrg Fees G/L","Interest","Invoice Charges","Markdown Billable Costs","Markdown Billable Fees","Markup Billable Costs","Markup Billable Fees","Payments","Profit. Fees & Costs","Profitability Costs","Profitability Fees","Profitability Full Bill","Refunds","Slip Time Spent","Time Slip Value","Total A/R","Total Finance & Interest","Total Hours","Total Markup+Down Costs","Total Markup+Down Fees","Total Slip Costs","Total Slip Fees","Total Slip Fees & Costs","Total Tax","Total Tax Costs","Total Tax Fees","Total Write Downs","Total Write Ups","Unbillable Costs","Unbillable Fees","Unbillable Fees & Costs","Unbillable Hours","Write Down Bill","Write Down Costs","Write Down Fees","Write Offs","Write Up Bill","Write Up Costs","Write Up Fees",
"Abington","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","2232.67","1298.52","3531.19","0.00","0.00","0.00","0.00","104.72","2232.67","1298.52","3531.19","12:24:00","6.06","104.72","2126.35","5.97","0.00","0.00","0.00","0.00","8.20","3692.19","0.00","0.00","106.32","0.00","378.12","0.00","0.00","0.00","0.00","0.00","12:24:00","1298.52","3308.01","14.17","12:24:00","106.32","0.00","2232.67","1298.52","3531.19","146.83","94.89","51.94","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","2464.88","354.66","2819.54","0.00","0.00","0.00","0.00","104.31","2464.88","354.66","2819.54","3:24:00","6.06","104.31","2347.50","8.97","0.00","0.00","0.00","0.00","1.00","2948.45","0.00","0.00","117.38","0.00","381.12","0.00","0.00","0.00","0.00","0.00","3:24:00","354.66","2561.27","9.97","3:24:00","117.38","0.00","2464.88","354.66","2819.54","118.94","104.76","14.18","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acushnet","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","237.44","558.57","796.01","0.00","0.00","0.00","0.00","103.44","237.44","558.57","796.01","5:24:00","6.06","103.44","226.13","11.97","0.00","0.00","0.00","0.00","3.39","843.80","0.00","0.00","11.31","0.00","384.12","0.00","0.00","0.00","0.00","0.00","5:24:00","558.57","453.62","15.36","5:24:00","11.31","0.00","237.44","558.57","796.01","32.43","10.09","22.34","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Adams","100.00","100.00","100.00","100.00","(4.24)","(23.41)","0.00","0.00","163.97","968.38","1132.35","0.00","(50.12)","0.00","(50.12)","103.02","214.09","968.38","1182.47","9:24:00","6.06","103.02","429.25","14.97","0.00","0.00","0.00","0.00","8.22","1201.24","215.16","0.00","0.00","0.00","387.12","(50.12)","(50.12)","0.00","0.00","0.00","9:24:00","968.38","808.06","23.19","9:24:00","(215.16)","0.00","214.09","968.38","1182.47","45.70","6.97","38.73","50.12","0.00","0.00","0.00","0.00","0:00:00","0.00","50.12","0.00","0.00","0.00","0.00","0.00"
"Agawam","0.00","100.00","52.42","100.00","(47.58)","(100.00)","0.00","0.00","0.00","1057.12","1057.12","0.00","0.00","0.00","0.00","101.65","0.00","1057.12","1057.12","10:24:00","6.06","101.65","634.38","17.97","0.00","0.00","0.00","0.00","7.97","1125.35","0.00","0.00","0.00","0.00","358.60","(959.40)","(959.40)","0.00","0.00","0.00","10:24:00","1057.12","760.69","25.94","10:24:00","0.00","0.00","959.40","1057.12","2016.52","42.29","0.00","42.29","0.00","0.00","959.40","0.00","959.40","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Alford","100.00","12.08","21.15","16.80","(80.08)","(11.94)","(87.92)","0.00","369.60","441.25","810.85","0.00","(50.12)","0.00","(50.12)","105.06","419.72","441.25","860.97","4:12:00","3.03","17.65","841.52","0.00","0.00","0.00","0.00","0.00","3.68","847.89","421.80","0.00","0.00","0.00","0.00","(3260.60)","(50.12)","(3210.48)","0.00","0.00","25:00:00","2564.09","844.86","3.68","25:00:00","(421.80)","0.00","419.72","3651.73","4071.45","33.36","15.71","17.65","50.12","0.00","0.00","3210.48","3210.48","20:48:00","0.00","50.12","0.00","0.00","0.00","0.00","0.00"
"Amesbury","100.00","66.11","80.93","75.88","(23.18)","3.22","(43.70)","0.00","1640.18","1151.56","2791.74","0.00","51.23","(357.72)","(306.49)","52.41","1588.95","1352.08","2941.03","25:48:00","2.02","33.87","1050.65","0.00","0.00","0.00","0.00","0.00","6.93","2914.46","0.00","1516.72","538.30","0.00","107.03","(842.45)","51.23","(893.68)","0.00","0.00","34:00:00","3561.96","2805.41","6.93","34:00:00","538.30","(1516.72)","1588.95","2045.24","3634.19","115.79","69.71","46.08","357.72","51.23","0.00","693.16","693.16","8:12:00","0.00","0.00","357.72","0.00","0.00","51.23","0.00"
"Amherst","0.00","93.67","52.52","92.50","(52.09)","(100.00)","(14.56)","0.00","0.00","2081.02","2081.02","0.00","0.00","(354.72)","(354.72)","61.66","0.00","2281.50","2281.50","37:00:00","1.01","52.03","1261.79","0.00","0.00","0.00","0.00","0.00","13.97","2178.24","0.00","1694.68","0.00","0.00","108.02","(2262.98)","(1908.26)","(354.72)","0.00","0.00","40:00:00","4130.42","2069.21","13.97","40:00:00","0.00","(1694.68)","1908.26","2435.74","4344.00","83.25","0.00","83.25","354.72","0.00","1908.26","154.24","2062.50","3:00:00","0.00","0.00","354.72","0.00","0.00","0.00","0.00"
"Andover","100.00","92.87","94.22","93.33","(3.27)","0.00","(4.04)","0.00","1548.67","6354.66","7903.33","0.00","0.00","(267.36)","(267.36)","146.42","1548.67","6149.74","7698.41","42:00:00","0.00","141.21","1474.92","0.00","0.00","0.00","0.00","0.00","41.12","8264.46","0.00","0.00","73.75","1962.56","134.04","(267.36)","0.00","(267.36)","0.00","0.00","45:00:00","4659.46","8130.42","41.12","45:00:00","73.75","1962.56","1548.67","6622.02","8170.69","320.01","65.82","254.19","267.36","0.00","0.00","472.28","472.28","3:00:00","0.00","0.00","267.36","0.00","0.00","0.00","0.00"
"Aquinnah","100.00","13.09","30.32","18.40","(69.68)","0.00","(86.91)","0.00","1774.57","939.32","2713.89","0.00","0.00","0.00","0.00","102.10","1774.57","939.32","2713.89","9:12:00","0.00","18.79","1690.07","0.00","0.00","0.00","0.00","0.00","7.90","2834.78","0.00","0.00","84.50","0.00","25.02","(6238.24)","0.00","(6238.24)","0.00","0.00","50:00:00","5064.20","2809.76","7.90","50:00:00","84.50","0.00","1774.57","7177.56","8952.13","112.99","75.42","37.57","0.00","0.00","0.00","6238.24","6238.24","40:48:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
