"Transaction ID","Billed","Billed on Invoice Date","Billed on Invoice No.","Check Number","Classification","Description","Finalized","Posted to G/L","Record Count","Transaction Date","Transaction Type","Transaction Type (Short)","Value",
"10001","1","","","","Open","bal - new bank","0","1","1","01/27/2013","Deposit","DEP","10.01"
"10002","1","","","","Open","bal - new bank","0","1","1","01/27/2013","Deposit","DEP","20.02"
"10003","0","","","","Open","Transferred payment","0","0","1","01/28/2013","Payment To Account","PAYT","185.01"
"10004","0","","","","Open","Transferred payment","0","0","1","01/28/2013","Payment To Account","PAYT","61.53"
"10005","0","","","","Open","Transferred payment","0","0","1","01/28/2013","Payment To Account","PAYT","422.01"
"10006","0","","","","Open","Abington - 1 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10007","0","","","","Open","Acton - 2 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10008","0","","","","Open","Acushnet - 3 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10009","0","","","","Open","Adams - 4 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10010","0","","","","Open","Agawam - 5 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10011","0","","","","Open","Arlington - 11 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10012","0","","","","Open","Attleboro - 17 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10013","0","","","","Open","Becket - 23 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10014","0","","","","Open","Berlin - 29 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10015","0","","","","Open","Bolton - 35 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10016","0","","","","Open","Braintree - 41 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10017","0","","","","Open","Brookline - 47 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10018","0","","","","Open","Carver - 53 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10019","0","","","","Open","Cheshire - 59 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10020","0","","","","Open","Clinton - 65 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10021","0","","","","Open","Dalton - 71 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10022","0","","","","Open","Dighton - 77 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10023","0","","","","Open","Duxbury - 83 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10024","0","","","","Open","Easton - 89 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10025","0","","","","Open","Fairhaven - 95 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10026","0","","","","Open","Framingham - 101 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10027","0","","","","Open","Gloucester - 107 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10028","0","","","","Open","Great Barrington - 113 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
