"Default","Abington","Default","48.06"
"Default","Acton","Default","46.92"
"Default","Acushnet","Default","45.54"
"Default","Adams","Default","43.29"
"Default","Agawam","Default","43.18"
"Default","Alford","Default","0.00"
"Default","Amesbury","Default","0.00"
"Default","Amherst","Default","0.00"
"Default","Andover","Default","25.03"
"Default","Aquinnah","Default","25.02"
"Default","Arlington","Default","15.40"
"Default","Ashburnham","Default","0.00"
"Default","Ashby","Default","0.00"
"Default","Ashfield","Default","0.00"
"Default","Ashland","Default","25.03"
"Default","Athol","Default","23.31"
"Default","Attleboro","Default","0.00"
"Default","Auburn","Default","0.00"
"Default","Avon","Default","0.00"
"Default","Ayer","Default","0.00"
"Default","Barnstable","Default","25.03"
"Default","Barre","Default","24.84"
"Default","Becket","Default","0.00"
"Default","Bedford","Default","0.00"
"Default","Belchertown","Default","0.00"
"Default","Bellingham","Default","0.00"
"Default","Belmont","Default","25.03"
"Default","Berkley","Default","25.02"
"Default","Berlin","Default","18.42"
"Default","Bernardston","Default","0.00"
"Default","Beverly","Default","0.00"
"Default","Billerica","Default","0.00"
"Default","Blackstone","Default","25.03"
"Default","Blandford","Default","25.02"
"Default","Bolton","Default","0.00"
"Default","Boston","Default","0.00"
"Default","Bourne","Default","0.00"
"Default","Boxborough","Default","0.00"
"Default","Boxford","Default","25.03"
"Default","Boylston","Default","21.34"
"Default","Braintree","Default","0.00"
"Default","Brewster","Default","0.00"
"Default","Bridgewater","Default","0.00"
"Default","Brimfield","Default","0.00"
"Default","Brockton","Default","25.03"
"Default","Brookfield","Default","24.12"
"Default","Brookline","Default","0.00"
"Default","Buckland","Default","0.00"
"Default","Burlington","Default","0.00"
"Default","Cambridge","Default","0.00"
"Default","Canton","Default","25.03"
"Default","Carlisle","Default","21.48"
"Default","Carver","Default","0.00"
"Default","Charlemont","Default","0.00"
"Default","Charlton","Default","0.00"
"Default","Chatham","Default","0.00"
"Default","Chelmsford","Default","25.03"
"Default","Chelsea","Default","24.31"
"Default","Cheshire","Default","0.00"
"Default","Chester","Default","0.00"
"Default","Chesterfield","Default","0.00"
"Default","Chicopee","Default","0.00"
"Default","Chilmark","Default","25.03"
"Default","Clarksburg","Default","21.83"
"Default","Clinton","Default","0.00"
"Default","Cohasset","Default","0.00"
"Default","Colrain","Default","0.00"
"Default","Concord","Default","0.00"
"Default","Conway","Default","25.03"
"Default","Cummington","Default","22.52"
"Default","Dalton","Default","0.00"
"Default","Danvers","Default","0.00"
"Default","Dartmouth","Default","0.00"
"Default","Dedham","Default","0.00"
"Default","Deerfield","Default","25.03"
"Default","Dennis","Default","25.02"
"Default","Dighton","Default","15.11"
"Default","Douglas","Default","0.00"
"Default","Dover","Default","0.00"
"Default","Dracut","Default","0.00"
"Default","Dudley","Default","25.03"
"Default","Dunstable","Default","21.79"
"Default","Duxbury","Default","0.00"
"Default","East.Bridgewater","Default","0.00"
"Default","East.Brookfield","Default","0.00"
"Default","East.Longmeadow","Default","255.74"
"Default","Eastham","Default","25.03"
"Default","Easthampton","Default","25.02"
"Default","Easton","Default","0.00"
"Default","Edgartown","Default","0.00"
"Default","Egremont","Default","0.00"
"Default","Erving","Default","0.00"
"Default","Essex","Default","25.03"
"Default","Everett","Default","25.02"
"Default","Fairhaven","Default","4.78"
"Default","Fall River","Default","0.00"
"Default","Falmouth","Default","0.00"
"Default","Fitchburg","Default","0.00"
"Default","Florida","Default","25.03"
"Default","Foxborough","Default","25.02"
"Default","Framingham","Default","0.00"
"Default","Franklin","Default","0.00"
"Default","Freetown","Default","0.00"
"Default","Gardner","Default","0.00"
"Default","Georgetown","Default","25.03"
"Default","Gill","Default","21.95"
"Default","Gloucester","Default","0.00"
"Default","Goshen","Default","0.00"
"Default","Gosnold","Default","0.00"
"Default","Grafton","Default","0.00"
"Default","Granby","Default","25.03"
"Default","Granville","Default","24.12"
"Default","Great Barrington","Default","0.00"
"Default","Greenfield","Default","0.00"
"Default","Groton","Default","0.00"
"Default","Groveland","Default","0.00"
"Default","Hadley","Default","25.03"
"Hadley-1","Hadley","New Bank","106.13"
"Default","Halifax","Default","0.00"
"Halifax-2","Halifax","New Bank","122.14"
"Default","Hamilton","Default","0.00"
"Default","Hampden","Default","0.00"
"Default","Hancock","Default","0.00"
"Default","Hanover","Default","0.00"
"Default","Hanson","Default","25.03"
"Default","Hardwick","Default","25.02"
"Default","Harvard","Default","0.00"
"Default","Harwich","Default","0.00"
"Default","Hatfield","Default","0.00"
"Default","Haverhill","Default","0.00"
"Default","Hawley","Default","25.03"
"Default","Heath","Default","0.00"
"Default","Hingham","Default","0.00"
"Default","Hinsdale","Default","0.00"
"Default","Holbrook","Default","0.00"
"Default","Holden","Default","0.00"
"Default","Holland","Default","25.03"
"Default","Holliston","Default","0.00"
"Default","Holyoke","Default","0.00"
"Default","Hopedale","Default","0.00"
"Default","Hopkinton","Default","0.00"
"Default","Hubbardston","Default","0.00"
"Default","Hudson","Default","25.03"
"Default","Hull","Default","0.00"
"Default","Huntington","Default","23.79"
"Default","Ipswich","Default","0.00"
"Default","Kingston","Default","0.00"
"Default","Lakeville","Default","0.00"
"Default","Lancaster","Default","25.03"
"Default","Lanesborough","Default","0.00"
"Default","Lawrence","Default","25.01"
"Default","Lee","Default","0.00"
"Default","Leicester","Default","0.00"
"Default","Lenox","Default","0.00"
"Default","Leominster","Default","25.03"
"Default","Leverett","Default","24.92"
"Default","Lexington","Default","0.00"
"Default","Leyden","Default","0.00"
"Default","Lincoln","Default","0.00"
