"2809","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12345","12/27/2013","BA-AdjTot-Time","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2810","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12345","12/27/2013","BA-AdjTot-Time","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
"2811","TIME","Open","SamS","5:12:00","103.01","","","535.65","01/01/2013","","","Clean","5:12:00","T@1","Billed","G:12345","12/27/2013","BA-AdjTot-Time","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","","0:06:00","","","Slip: t3"
"2812","TIME","Open","ShawnR","10:12:00","104.01","","","1060.90","01/01/2013","","","Water Feature","10:12:00","T@1","Billed","G:12345","12/27/2013","BA-AdjTot-Time","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t4"
"2813","EXP","Open","ShawnR","","","4.125","204.004","841.52","01/01/2013","","","Pavers","","","Billed","G:12345","12/27/2013","BA-AdjTot-Time","","Billable","","Stuff used to make a patio or walkway","","","","","Slip: e5"
"2814","EXP","Open","SamS","","","5.125","205.005","1050.65","01/01/2013","","","Wood","","","Billed","G:12345","12/27/2013","BA-AdjTot-Time","","Override","","Stuff used to build structures and other things","","","","","Slip: e6"
"2815","EXP","Open","CoreyM","","","6.125","206.006","1261.79","01/01/2013","","","First aid","","","Billed","G:12345","12/27/2013","BA-AdjTot-Time","","Do Not Bill","","Stuff used to glue fingers back on or tape wounds shut","","","","","Slip: e7"
"2816","EXP","Open","TomH","","","3.125","203.003","634.38","01/01/2013","","","Cleanup Supplies","","","Billed","G:12345","12/27/2013","BA-AdjTot-Time","","No Charge","","Trash Bags, trash bags, and more trash bags","","","","","Slip: e8"
"2817","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2818","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
"2819","TIME","Open","SamS","5:12:00","103.01","","","535.65","01/01/2013","","","Clean","5:12:00","T@1","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","","0:06:00","","","Slip: t3"
"2820","TIME","Open","ShawnR","10:12:00","104.01","","","1060.90","01/01/2013","","","Water Feature","10:12:00","T@1","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t4"
"2821","EXP","Open","ShawnR","","","4.125","204.004","841.52","01/01/2013","","","Pavers","","","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","","Billable","","Stuff used to make a patio or walkway","","","","","Slip: e5"
"2822","EXP","Open","SamS","","","5.125","205.005","1050.65","01/01/2013","","","Wood","","","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","","Override","","Stuff used to build structures and other things","","","","","Slip: e6"
"2823","EXP","Open","CoreyM","","","6.125","206.006","1261.79","01/01/2013","","","First aid","","","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","","Do Not Bill","","Stuff used to glue fingers back on or tape wounds shut","","","","","Slip: e7"
"2824","EXP","Open","TomH","","","3.125","203.003","634.38","01/01/2013","","","Cleanup Supplies","","","Billed","G:12346","12/27/2013","BA-AdjTot-Exp","","No Charge","","Trash Bags, trash bags, and more trash bags","","","","","Slip: e8"
"2825","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12347","12/27/2013","BA-AdjTot-Both","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2826","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12347","12/27/2013","BA-AdjTot-Both","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
"2827","TIME","Open","SamS","5:12:00","103.01","","","535.65","01/01/2013","","","Clean","5:12:00","T@1","Billed","G:12347","12/27/2013","BA-AdjTot-Both","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","","0:06:00","","","Slip: t3"
"2828","TIME","Open","ShawnR","10:12:00","104.01","","","1060.90","01/01/2013","","","Water Feature","10:12:00","T@1","Billed","G:12347","12/27/2013","BA-AdjTot-Both","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t4"
"2829","EXP","Open","ShawnR","","","4.125","204.004","841.52","01/01/2013","","","Pavers","","","Billed","G:12347","12/27/2013","BA-AdjTot-Both","","Billable","","Stuff used to make a patio or walkway","","","","","Slip: e5"
"2830","EXP","Open","SamS","","","5.125","205.005","1050.65","01/01/2013","","","Wood","","","Billed","G:12347","12/27/2013","BA-AdjTot-Both","","Override","","Stuff used to build structures and other things","","","","","Slip: e6"
"2831","EXP","Open","CoreyM","","","6.125","206.006","1261.79","01/01/2013","","","First aid","","","Billed","G:12347","12/27/2013","BA-AdjTot-Both","","Do Not Bill","","Stuff used to glue fingers back on or tape wounds shut","","","","","Slip: e7"
"2832","EXP","Open","TomH","","","3.125","203.003","634.38","01/01/2013","","","Cleanup Supplies","","","Billed","G:12347","12/27/2013","BA-AdjTot-Both","","No Charge","","Trash Bags, trash bags, and more trash bags","","","","","Slip: e8"
"2833","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12348","12/27/2013","BA-AdjTK-Time","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2834","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12348","12/27/2013","BA-AdjTK-Time","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
"2835","TIME","Open","SamS","5:12:00","103.01","","","535.65","01/01/2013","","","Clean","5:12:00","T@1","Billed","G:12348","12/27/2013","BA-AdjTK-Time","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","","0:06:00","","","Slip: t3"
"2836","TIME","Open","ShawnR","10:12:00","104.01","","","1060.90","01/01/2013","","","Water Feature","10:12:00","T@1","Billed","G:12348","12/27/2013","BA-AdjTK-Time","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t4"
"2837","EXP","Open","ShawnR","","","4.125","204.004","841.52","01/01/2013","","","Pavers","","","Billed","G:12348","12/27/2013","BA-AdjTK-Time","","Billable","","Stuff used to make a patio or walkway","","","","","Slip: e5"
"2838","EXP","Open","SamS","","","5.125","205.005","1050.65","01/01/2013","","","Wood","","","Billed","G:12348","12/27/2013","BA-AdjTK-Time","","Override","","Stuff used to build structures and other things","","","","","Slip: e6"
"2839","EXP","Open","CoreyM","","","6.125","206.006","1261.79","01/01/2013","","","First aid","","","Billed","G:12348","12/27/2013","BA-AdjTK-Time","","Do Not Bill","","Stuff used to glue fingers back on or tape wounds shut","","","","","Slip: e7"
"2840","EXP","Open","TomH","","","3.125","203.003","634.38","01/01/2013","","","Cleanup Supplies","","","Billed","G:12348","12/27/2013","BA-AdjTK-Time","","No Charge","","Trash Bags, trash bags, and more trash bags","","","","","Slip: e8"
"2841","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2842","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
"2843","TIME","Open","SamS","5:12:00","103.01","","","535.65","01/01/2013","","","Clean","5:12:00","T@1","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","","0:06:00","","","Slip: t3"
"2844","TIME","Open","ShawnR","10:12:00","104.01","","","1060.90","01/01/2013","","","Water Feature","10:12:00","T@1","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t4"
"2845","EXP","Open","ShawnR","","","4.125","204.004","841.52","01/01/2013","","","Pavers","","","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","","Billable","","Stuff used to make a patio or walkway","","","","","Slip: e5"
"2846","EXP","Open","SamS","","","5.125","205.005","1050.65","01/01/2013","","","Wood","","","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","","Override","","Stuff used to build structures and other things","","","","","Slip: e6"
"2847","EXP","Open","CoreyM","","","6.125","206.006","1261.79","01/01/2013","","","First aid","","","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","","Do Not Bill","","Stuff used to glue fingers back on or tape wounds shut","","","","","Slip: e7"
"2848","EXP","Open","TomH","","","3.125","203.003","634.38","01/01/2013","","","Cleanup Supplies","","","Billed","G:12349","12/27/2013","BA-AdjTK-Exp","","No Charge","","Trash Bags, trash bags, and more trash bags","","","","","Slip: e8"
"2849","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12350","12/27/2013","BA-AdjTK-Both","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2850","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12350","12/27/2013","BA-AdjTK-Both","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
"2851","TIME","Open","SamS","5:12:00","103.01","","","535.65","01/01/2013","","","Clean","5:12:00","T@1","Billed","G:12350","12/27/2013","BA-AdjTK-Both","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","","0:06:00","","","Slip: t3"
"2852","TIME","Open","ShawnR","10:12:00","104.01","","","1060.90","01/01/2013","","","Water Feature","10:12:00","T@1","Billed","G:12350","12/27/2013","BA-AdjTK-Both","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t4"
"2853","EXP","Open","ShawnR","","","4.125","204.004","841.52","01/01/2013","","","Pavers","","","Billed","G:12350","12/27/2013","BA-AdjTK-Both","","Billable","","Stuff used to make a patio or walkway","","","","","Slip: e5"
"2854","EXP","Open","SamS","","","5.125","205.005","1050.65","01/01/2013","","","Wood","","","Billed","G:12350","12/27/2013","BA-AdjTK-Both","","Override","","Stuff used to build structures and other things","","","","","Slip: e6"
"2855","EXP","Open","CoreyM","","","6.125","206.006","1261.79","01/01/2013","","","First aid","","","Billed","G:12350","12/27/2013","BA-AdjTK-Both","","Do Not Bill","","Stuff used to glue fingers back on or tape wounds shut","","","","","Slip: e7"
"2856","EXP","Open","TomH","","","3.125","203.003","634.38","01/01/2013","","","Cleanup Supplies","","","Billed","G:12350","12/27/2013","BA-AdjTK-Both","","No Charge","","Trash Bags, trash bags, and more trash bags","","","","","Slip: e8"
"2857","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12351","12/27/2013","BA-AdjTask","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2858","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12351","12/27/2013","BA-AdjTask","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
"2859","TIME","Open","SamS","5:12:00","103.01","","","535.65","01/01/2013","","","Clean","5:12:00","T@1","Billed","G:12351","12/27/2013","BA-AdjTask","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","","0:06:00","","","Slip: t3"
"2860","TIME","Open","ShawnR","10:12:00","104.01","","","1060.90","01/01/2013","","","Water Feature","10:12:00","T@1","Billed","G:12351","12/27/2013","BA-AdjTask","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t4"
"2861","EXP","Open","ShawnR","","","4.125","204.004","841.52","01/01/2013","","","Pavers","","","Billed","G:12351","12/27/2013","BA-AdjTask","","Billable","","Stuff used to make a patio or walkway","","","","","Slip: e5"
"2862","EXP","Open","SamS","","","5.125","205.005","1050.65","01/01/2013","","","Wood","","","Billed","G:12351","12/27/2013","BA-AdjTask","","Override","","Stuff used to build structures and other things","","","","","Slip: e6"
"2863","EXP","Open","CoreyM","","","6.125","206.006","1261.79","01/01/2013","","","First aid","","","Billed","G:12351","12/27/2013","BA-AdjTask","","Do Not Bill","","Stuff used to glue fingers back on or tape wounds shut","","","","","Slip: e7"
"2864","EXP","Open","TomH","","","3.125","203.003","634.38","01/01/2013","","","Cleanup Supplies","","","Billed","G:12351","12/27/2013","BA-AdjTask","","No Charge","","Trash Bags, trash bags, and more trash bags","","","","","Slip: e8"
"2865","TIME","Open","TomH","1:12:00","101.01","","","121.21","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12352","12/27/2013","BA-AdjExpense","1:06:00","Billable","","Create something new","","0:06:00","","","Slip: t1"
"2866","TIME","Open","CoreyM","4:12:00","102.01","","","428.44","01/01/2013","","","Bid","0:00:00","T@1","Billed","G:12352","12/27/2013","BA-AdjExpense","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t2"
