"Abington","G:12345","01/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Abington","G:12555","02/27/2013","1122.49","0.00","0.00","0.00","0.00","1122.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1122.49","0.00","0.00","0.00","0.00","1122.49"
"Acton","G:12346","01/27/2013","35.24","0.00","0.00","0.00","0.00","35.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.24","0.00","0.00","0.00","0.00","35.24"
"Acton","G:12556","02/27/2013","105.10","0.00","0.00","0.00","0.00","105.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","105.10","0.00","0.00","0.00","0.00","105.10"
"Acushnet","G:12347","01/27/2013","135.85","0.00","0.00","0.00","0.00","135.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","135.85","0.00","0.00","0.00","0.00","135.85"
"Acushnet","G:12557","02/27/2013","215.99","0.00","0.00","0.00","0.00","215.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","215.99","0.00","0.00","0.00","0.00","215.99"
"Adams","G:12348","01/27/2013","461.81","0.00","0.00","0.00","0.00","461.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","461.81","0.00","0.00","0.00","0.00","461.81"
"Adams","G:12558","02/27/2013","316.62","0.00","0.00","0.00","0.00","316.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","316.62","0.00","0.00","0.00","0.00","316.62"
"Agawam","G:12349","01/27/2013","230.35","0.00","0.00","0.00","0.00","230.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","230.35","0.00","0.00","0.00","0.00","230.35"
"Agawam","G:12559","02/27/2013","638.40","0.00","0.00","0.00","0.00","638.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","638.40","0.00","0.00","0.00","0.00","638.40"
