"Abington","1122.49","02/27/2013","-726","03/27/2013","1.99","16.000","617-712 1712"
"Acton","140.34","02/27/2013","-356","03/27/2013","3.13","386.000","617-735 1735"
"Acushnet","351.84","02/27/2013","-356","03/27/2013","4.51","386.000","617-860 1860"
"Adams","778.43","02/27/2013","-356","03/27/2013","6.76","386.000","617-778 1778"
"Agawam","868.75","02/27/2013","-356","03/27/2013","6.87","386.000","617-855 1855"
"Alford","458.90","02/27/2013","0","","0.00","0.000","617-773 1773"
"Amesbury","898.63","03/27/2013","44","","0.00","758.000","617-668 1668"
"Amherst","1711.39","03/27/2013","44","02/28/2013","108.02","758.000","617-775 1775"
"Andover","5073.88","03/27/2013","44","01/28/2013","109.01","758.000","617-646 1646"
"Aquinnah","976.89","02/27/2013","0","","0.00","0.000","617-870 1870"
"Arlington","1189.38","01/27/2013","0","03/27/2013","4.56","0.000","617-807 1807"
"Ashburnham","1333.39","03/27/2013","44","","0.00","758.000","617-765 1765"
"Ashby","254.38","03/27/2013","44","02/28/2013","113.02","758.000","617-767 1767"
"Ashfield","465.86","03/27/2013","44","01/28/2013","114.01","758.000","617-765 1765"
"Ashland","997.45","03/27/2013","44","","0.00","758.000","617-846 1846"
"Athol","1124.17","02/27/2013","-356","03/27/2013","1.71","386.000","617-762 1762"
"Attleboro","424.62","02/27/2013","0","02/27/2013","25.01","0.000","617-694 1694"
"Auburn","660.39","03/27/2013","44","02/28/2013","118.02","758.000","617-778 1778"
"Avon","1533.45","03/27/2013","44","01/28/2013","119.01","758.000","617-888 1888"
"Ayer","1847.66","03/27/2013","44","","0.00","758.000","617-871 1871"
"Barnstable","3033.15","02/27/2013","0","","0.00","0.000","617-638 1638"
"Barre","47.02","02/27/2013","-356","03/27/2013","0.18","386.000","617-774 1774"
"Becket","497.43","02/27/2013","-710","02/28/2013","123.02","32.000","617-765 1765"
"Bedford","262.58","03/27/2013","44","01/28/2013","124.01","758.000","617-729 1729"
"Belchertown","9.53","02/27/2013","0","","0.00","0.000","617-761 1761"
"Bellingham","2319.00","03/27/2013","44","","0.00","758.000","617-719 1719"
"Belmont","3277.84","03/27/2013","44","","0.00","758.000","617-859 1859"
"Berkley","1396.77","02/27/2013","0","02/28/2013","128.02","0.000","617-735 1735"
"Berlin","815.15","01/27/2013","0","03/27/2013","3.13","0.000","617-812 1812"
"Bernardston","1368.82","03/27/2013","44","","0.00","758.000","617-762 1762"
"Beverly","2541.02","03/27/2013","44","","0.00","758.000","617-668 1668"
"Billerica","1819.06","02/27/2013","0","","0.00","0.000","617-655 1655"
"Blackstone","1389.19","03/27/2013","44","02/28/2013","133.02","758.000","617-845 1845"
"Blandford","(21.86)","","0","01/28/2013","134.01","0.000","617-741 1741"
