"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","2289.58","2289.58","1018.43","0.00","1018.43","0.00","0.00","0.00","0.00","0.00","3308.01","3308.01","8171.01","0","0.00","Finance charge for: Abington: Month: 3","None","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","48.06","","04/27/2013","1,650","Unknown","0.000000","0:00:00","3237.74","1625.26","0.00","4863.00","0.00","1018.43","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acton","2525.99","2525.99","35.28","0.00","35.28","0.00","0.00","0.00","0.00","0.00","2561.27","2561.27","8375.05","0","0.00","Finance charge for: Acton: Month: 3","None","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","46.92","","04/27/2013","1,507","Unknown","0.000000","0:00:00","3942.05","1871.73","0.00","5813.78","0.00","35.28","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acushnet","207.84","207.84","245.78","0.00","212.96","0.00","32.82","0.00","0.00","0.00","453.62","453.62","7473.54","0","0.00","Finance charge for: Acushnet: Month: 3","None","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","45.54","","04/27/2013","1,719","Unknown","0.000000","0:00:00","6034.12","985.80","0.00","7019.92","0.00","245.78","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Adams","136.69","136.69","671.37","0.00","313.59","0.00","357.78","0.00","0.00","0.00","808.06","808.06","6364.41","0","0.00","Finance charge for: Adams: Month: 3","None","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","43.29","","04/27/2013","1,365","Unknown","0.000000","0:00:00","4356.14","1200.21","0.00","5556.35","0.00","671.37","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","0.00","0.00","760.69","0.00","635.37","0.00","125.32","0.00","0.00","0.00","760.69","760.69","6921.15","0","0.00","Finance charge for: Agawam: Month: 3","None","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","11.66","","04/27/2013","1,292","Unknown","0.000000","0:00:00","4885.10","1306.88","0.00","6191.98","0.00","760.69","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","385.31","388.99","455.87","3.68","455.87","0.00","0.00","0.00","0.00","0.00","844.86","844.86","6485.95","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","0.00","","","0","","0.000000","0:00:00","5282.50","358.59","0.00","5641.09","0.00","455.87","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","1709.89","2013.81","1089.86","5.66","599.22","0.00","192.38","0.00","0.00","0.00","2805.41","2805.41","9133.11","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","107.03","","03/28/2013","1,161","American Express","0.000000","0:00:00","5448.21","879.49","0.00","6327.70","0.00","791.60","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","0.00","357.82","2055.24","13.97","1474.19","0.00","237.20","0.00","0.00","0.00","2069.21","2069.21","5303.51","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","108.02","","02/28/2013","669","Cash","0.000000","0:00:00","1867.46","1366.84","0.00","3234.30","0.00","1711.39","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","1614.49","3056.54","6499.84","16.09","3746.20","0.00","1327.68","0.00","0.00","0.00","8130.42","8130.42","11158.45","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","25.03","","04/27/2013","1,536","Unknown","0.000000","0:00:00","469.87","2558.16","0.00","3028.03","0.00","5073.88","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","1832.87","1832.87","976.89","0.00","976.89","0.00","0.00","0.00","0.00","0.00","2809.76","2809.76","5787.00","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","25.02","","04/27/2013","1,677","Unknown","0.000000","0:00:00","2535.64","441.60","0.00","2977.24","0.00","976.89","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Arlington","2077.33","2077.33","1189.38","0.00","0.00","0.00","1189.38","0.00","0.00","0.00","3266.71","3266.71","7945.03","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","15.40","","04/27/2013","1,666","Unknown","0.000000","0:00:00","3921.21","757.11","0.00","4678.32","0.00","1189.38","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashburnham","2327.56","2337.36","1220.30","10.86","1202.20","0.00","19.16","0.00","0.00","0.00","3558.72","3558.72","8454.47","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","112.03","","03/28/2013","1,162","American Express","0.000000","0:00:00","3237.74","1658.01","0.00","4895.75","0.00","1221.36","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashby","2569.64","2571.22","252.91","3.05","131.43","0.00","122.95","0.00","0.00","0.00","2825.60","2825.60","8653.03","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","113.02","","02/28/2013","670","Cash","0.000000","0:00:00","3942.05","1885.38","0.00","5827.43","0.00","254.38","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashfield","247.53","250.40","463.98","4.75","233.29","0.00","232.57","0.00","0.00","0.00","716.26","716.26","7746.79","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","114.01","14","01/28/2013","183","Check","0.000000","0:00:00","6034.12","996.41","0.00","7030.53","0.00","465.86","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashland","449.85","449.85","992.18","2.77","342.73","0.00","652.22","0.00","0.00","0.00","1444.80","1444.80","6843.14","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","25.03","","04/27/2013","1,509","Unknown","0.000000","0:00:00","4185.20","1213.14","0.00","5398.34","0.00","994.95","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Athol","0.00","0.00","1124.17","0.00","677.94","0.00","446.23","0.00","0.00","0.00","1124.17","1124.17","7309.53","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","7.37","","04/27/2013","1,413","Unknown","0.000000","0:00:00","4885.10","1316.20","0.00","6201.30","0.00","1124.17","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Attleboro","921.15","923.59","307.59","2.44","307.59","0.00","0.00","0.00","0.00","0.00","1231.18","1231.18","6493.39","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","117.03","","03/28/2013","1,163","American Express","0.000000","0:00:00","4897.20","365.01","0.00","5262.21","0.00","307.59","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Auburn","1150.07","1152.89","654.60","8.61","5.79","0.00","654.60","0.00","0.00","0.00","1813.28","1813.28","6137.72","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","118.02","","02/28/2013","671","Cash","0.000000","0:00:00","3738.32","586.12","0.00","4324.44","0.00","660.39","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Avon","0.00","9.43","1527.23","15.65","763.93","0.00","769.52","0.00","0.00","0.00","1542.88","1542.88","4422.46","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","119.01","19","01/28/2013","184","Check","0.000000","0:00:00","1867.46","1012.12","0.00","2879.58","0.00","1533.45","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ayer","1614.49","1625.70","1839.84","19.03","879.38","0.00","968.28","0.00","0.00","0.00","3473.36","3473.36","5050.91","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","0.00","","","0","","0.000000","0:00:00","469.87","1107.68","0.00","1577.55","0.00","1847.66","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Barnstable","1849.47","1849.47","3033.15","0.00","3033.15","0.00","0.00","0.00","0.00","0.00","4882.62","4882.62","8802.96","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","25.03","","04/27/2013","1,687","Unknown","0.000000","0:00:00","2535.64","1384.70","0.00","3920.34","0.00","3033.15","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Barre","1987.83","1987.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1987.83","1987.83","5939.14","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","24.84","","04/27/2013","1,297","Unknown","0.000000","0:00:00","3921.21","30.10","0.00","3951.31","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Becket","0.00","4.02","497.43","4.02","497.43","0.00","0.00","0.00","0.00","0.00","501.45","501.45","6868.04","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","123.02","","02/28/2013","672","Cash","0.000000","0:00:00","5565.30","801.29","0.00","6366.59","0.00","497.43","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bedford","2568.73","2568.73","260.47","1.11","1.11","0.00","260.47","0.00","0.00","0.00","2830.31","2830.31","10022.93","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","124.01","24","01/28/2013","185","Check","0.000000","0:00:00","3942.05","3250.57","0.00","7192.62","0.00","261.58","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Belchertown","247.53","247.61","9.53","0.08","9.53","0.00","0.00","0.00","0.00","0.00","257.14","257.14","6356.38","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","0.00","","","0","","0.000000","0:00:00","6034.12","65.12","0.00","6099.24","0.00","9.53","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bellingham","469.87","482.76","2306.71","25.18","797.90","0.00","1521.10","0.00","0.00","0.00","2801.76","2801.76","9736.58","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","0.00","","","0","","0.000000","0:00:00","4185.20","2749.62","0.00","6934.82","0.00","2319.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Belmont","0.00","0.00","3140.15","10.66","1958.40","0.00","1192.41","0.00","0.00","0.00","3150.81","3150.81","11927.24","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","20.87","","04/27/2013","1,668","Unknown","0.000000","0:00:00","4885.10","3895.49","0.00","8780.59","0.00","3150.81","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Berkley","907.42","907.42","1396.77","0.00","1396.77","0.00","0.00","0.00","0.00","0.00","2304.19","2304.19","8435.75","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","25.02","","04/27/2013","1,729","Unknown","0.000000","0:00:00","4897.20","1234.36","0.00","6131.56","0.00","1396.77","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Berlin","1135.11","1135.11","815.15","0.00","0.00","0.00","815.15","0.00","0.00","0.00","1950.26","1950.26","6396.71","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","18.42","","04/27/2013","1,461","Unknown","0.000000","0:00:00","3738.32","708.13","0.00","4446.45","0.00","815.15","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bernardston","0.00","8.27","1362.96","14.13","643.09","0.00","725.73","0.00","0.00","0.00","1377.09","1377.09","4076.49","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","0.00","","","0","","0.000000","0:00:00","1867.46","831.94","0.00","2699.40","0.00","1368.82","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Beverly","887.98","903.37","2530.21","26.20","1203.21","0.00","1337.81","0.00","0.00","0.00","3444.39","3444.39","6240.89","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","04/27/2013","0.00","","","0","","0.000000","0:00:00","469.87","2326.63","0.00","2796.50","0.00","2541.02","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
