"Walpole","06/27/2013","30","4028.89","1396.65","5425.54"
"Abington","07/27/2013","0","5929.11","1913.92","7843.03"
"Acton","07/27/2013","0","5530.08","2510.10","8040.18"
"Acushnet","07/27/2013","0","2679.33","4450.28","7110.33"
"Adams","07/27/2013","0","2397.42","4108.61","6506.03"
"Agawam","07/27/2013","0","967.25","5592.27","6544.43"
"Alford","07/27/2013","0","2115.93","5409.87","7525.80"
"Amesbury","07/27/2013","0","10138.30","5066.86","15205.16"
"Amherst","07/27/2013","0","4952.91","1406.68","6359.59"
"Andover","07/27/2013","0","12902.84","2577.73","15480.57"
"Aquinnah","07/27/2013","0","4361.97","1362.75","5724.72"
"Arlington","07/27/2013","0","5820.87","2071.22","7892.09"
"Ashburnham","07/27/2013","0","6551.74","1937.20","8488.94"
"Ashby","07/27/2013","0","6187.80","2493.99","8681.79"
"Ashfield","07/27/2013","0","3172.51","4460.89","7633.40"
"Ashland","07/27/2013","0","2814.60","3937.67","6752.27"
"Athol","07/27/2013","0","1605.25","5605.20","7210.45"
"Attleboro","07/27/2013","0","1481.31","5028.45","6509.76"
"Auburn","07/27/2013","0","3103.56","3053.25","6144.50"
"Avon","07/27/2013","0","3245.29","1064.15","4309.44"
"Ayer","07/27/2013","0","3827.60","1122.41","4950.01"
"Barnstable","07/27/2013","0","6443.11","2305.85","8748.96"
"Barre","07/27/2013","0","2037.72","3921.21","5958.93"
"Becket","07/27/2013","0","3035.46","3852.25","6887.71"
"Bedford","07/27/2013","0","6670.96","3257.25","9928.21"
"Belchertown","07/27/2013","0","2702.79","3529.60","6229.93"
"Bellingham","07/27/2013","0","5683.19","3937.67","9620.86"
"Belmont","07/27/2013","0","4036.84","7933.75","11970.59"
"Berkley","07/27/2013","0","3131.74","5332.86","8464.60"
"Berlin","07/27/2013","0","3223.56","3105.67","6329.23"
"Bernardston","07/27/2013","0","2971.58","1000.61","3972.19"
"Beverly","07/27/2013","0","3967.63","1856.90","5824.53"
"Billerica","07/27/2013","0","5226.93","1751.59","6978.52"
"Blackstone","07/27/2013","0","6307.12","2071.22","8378.34"
"Blandford","07/27/2013","0","4332.14","1196.05","5528.19"
"Bolton","07/27/2013","0","7016.72","3057.00","10073.72"
"Boston","07/27/2013","0","4176.20","5944.12","10112.42"
"Bourne","07/27/2013","0","7190.82","3937.67","11128.49"
"Boxborough","07/27/2013","0","2340.54","6339.26","8679.80"
"Boxford","07/27/2013","0","2078.24","5167.01","7245.25"
"Boylston","07/27/2013","0","3332.33","3110.49","6442.82"
