"10001","DEP","B","Hadley","10.01","01/27/2013","","P","Hadley-1","","bal - new bank"
"10002","DEP","B","Halifax","20.02","01/27/2013","","P","Halifax-2","","bal - new bank"
"10003","PAYT","","East.Brookfield","185.01","01/28/2013","","","Default","","Transferred payment"
"10004","PAYT","","North.Andover","61.53","01/28/2013","","","Default","","Transferred payment"
"10005","PAYT","","West.Bridgewater","422.01","01/28/2013","","","Default","","Transferred payment"
"10006","PAYT","","Abington","25.01","01/28/2013","","","Default","","Abington - 1 - 1/28/2013"
"10007","PAYT","","Acton","25.01","01/28/2013","","","Default","","Acton - 2 - 1/28/2013"
"10008","PAYT","","Acushnet","25.01","01/28/2013","","","Default","","Acushnet - 3 - 1/28/2013"
"10009","PAYT","","Adams","25.01","01/28/2013","","","Default","","Adams - 4 - 1/28/2013"
"10010","PAYT","","Agawam","25.01","01/28/2013","","","Default","","Agawam - 5 - 1/28/2013"
"10011","PAYT","","Arlington","25.01","01/28/2013","","","Default","","Arlington - 11 - 1/28/2013"
"10012","PAYT","","Attleboro","25.01","01/28/2013","","","Default","","Attleboro - 17 - 1/28/2013"
"10013","PAYT","","Becket","25.01","01/28/2013","","","Default","","Becket - 23 - 1/28/2013"
"10014","PAYT","","Berlin","25.01","01/28/2013","","","Default","","Berlin - 29 - 1/28/2013"
"10015","PAYT","","Bolton","25.01","01/28/2013","","","Default","","Bolton - 35 - 1/28/2013"
"10016","PAYT","","Braintree","25.01","01/28/2013","","","Default","","Braintree - 41 - 1/28/2013"
"10017","PAYT","","Brookline","25.01","01/28/2013","","","Default","","Brookline - 47 - 1/28/2013"
"10018","PAYT","","Carver","25.01","01/28/2013","","","Default","","Carver - 53 - 1/28/2013"
"10019","PAYT","","Cheshire","25.01","01/28/2013","","","Default","","Cheshire - 59 - 1/28/2013"
"10020","PAYT","","Clinton","25.01","01/28/2013","","","Default","","Clinton - 65 - 1/28/2013"
"10021","PAYT","","Dalton","25.01","01/28/2013","","","Default","","Dalton - 71 - 1/28/2013"
"10022","PAYT","","Dighton","25.01","01/28/2013","","","Default","","Dighton - 77 - 1/28/2013"
"10023","PAYT","","Duxbury","25.01","01/28/2013","","","Default","","Duxbury - 83 - 1/28/2013"
"10024","PAYT","","Easton","25.01","01/28/2013","","","Default","","Easton - 89 - 1/28/2013"
"10025","PAYT","","Fairhaven","25.01","01/28/2013","","","Default","","Fairhaven - 95 - 1/28/2013"
"10026","PAYT","","Framingham","25.01","01/28/2013","","","Default","","Framingham - 101 - 1/28/2013"
"10027","PAYT","","Gloucester","25.01","01/28/2013","","","Default","","Gloucester - 107 - 1/28/2013"
"10028","PAYT","","Great Barrington","25.01","01/28/2013","","","Default","","Great Barrington - 113 - 1/28/2013"
"10029","PAYT","","Hamilton","25.01","01/28/2013","","","Default","","Hamilton - 119 - 1/28/2013"
"10030","PAYT","","Harvard","25.01","01/28/2013","","","Default","","Harvard - 125 - 1/28/2013"
"10031","PAYT","","Hingham","25.01","01/28/2013","","","Default","","Hingham - 131 - 1/28/2013"
"10032","PAYT","","Holyoke","25.01","01/28/2013","","","Default","","Holyoke - 137 - 1/28/2013"
"10033","PAYT","","Huntington","25.01","01/28/2013","","","Default","","Huntington - 143 - 1/28/2013"
"10034","PAYT","","Lawrence","25.01","01/28/2013","","","Default","","Lawrence - 149 - 1/28/2013"
