"Abington","7304.80","11/27/2013","-141","11/28/2013","101.11","332.000","617-712 1712"
"Acton","7509.35","09/27/2013","-268","11/28/2013","102.11","266.000","617-735 1735"
"Acushnet","6533.02","11/27/2013","-264","11/28/2013","103.11","209.000","617-860 1860"
"Adams","6429.78","11/27/2013","-61","11/28/2013","104.11","412.000","617-778 1778"
"Agawam","5942.49","11/27/2013","-195","11/28/2013","105.11","278.000","617-855 1855"
"Alford","8643.51","11/27/2013","141","09/28/2013","106.09","614.000","617-773 1773"
"Amesbury","21341.32","11/27/2013","168","08/28/2013","107.08","641.000","617-668 1668"
"Amherst","7354.14","11/27/2013","168","11/27/2013","25.10","641.000","617-775 1775"
"Andover","19910.75","11/27/2013","168","11/28/2013","109.11","641.000","617-646 1646"
"Aquinnah","5667.94","11/27/2013","141","10/28/2013","110.10","614.000","617-870 1870"
"Arlington","7855.82","11/27/2013","-35","09/28/2013","111.09","438.000","617-807 1807"
"Ashburnham","8496.50","11/27/2013","112","08/28/2013","112.08","585.000","617-765 1765"
"Ashby","8696.37","11/27/2013","168","07/28/2013","113.07","641.000","617-767 1767"
"Ashfield","7576.08","11/27/2013","168","11/28/2013","114.11","641.000","617-765 1765"
"Ashland","6676.70","11/27/2013","46","11/27/2013","4.85","519.000","617-846 1846"
"Athol","7118.76","11/27/2013","27","09/28/2013","116.09","500.000","617-762 1762"
"Attleboro","6403.96","11/27/2013","141","08/28/2013","117.08","614.000","617-694 1694"
"Auburn","3503.15","11/27/2013","108","08/27/2013","12.31","581.000","617-778 1778"
"Avon","3771.70","11/27/2013","168","11/28/2013","119.11","641.000","617-888 1888"
"Ayer","4209.46","11/27/2013","102","11/27/2013","25.10","575.000","617-871 1871"
"Barnstable","8736.15","11/27/2013","141","10/27/2013","25.09","614.000","617-638 1638"
"Barre","4004.20","11/27/2013","-47","09/27/2013","25.08","426.000","617-774 1774"
"Becket","4465.82","11/27/2013","0","08/27/2013","25.07","473.000","617-765 1765"
"Bedford","9739.16","11/27/2013","96","11/28/2013","124.11","569.000","617-729 1729"
"Belchertown","6164.28","11/27/2013","-93","10/28/2013","125.10","380.000","617-761 1761"
"Bellingham","9599.43","11/27/2013","168","11/27/2013","25.10","641.000","617-719 1719"
"Belmont","11968.23","11/27/2013","99","10/27/2013","25.09","572.000","617-859 1859"
"Berkley","8410.38","11/27/2013","141","09/27/2013","25.08","614.000","617-735 1735"
"Berlin","6227.94","11/27/2013","22","11/28/2013","129.11","495.000","617-812 1812"
"Bernardston","3899.45","11/27/2013","168","10/28/2013","130.10","641.000","617-762 1762"
"Beverly","5074.15","11/27/2013","105","09/28/2013","131.09","578.000","617-668 1668"
"Billerica","6926.53","11/27/2013","141","11/27/2013","25.10","614.000","617-655 1655"
"Blackstone","8323.85","11/27/2013","168","10/27/2013","25.09","641.000","617-845 1845"
"Blandford","5431.75","11/27/2013","-69","11/28/2013","134.11","404.000","617-741 1741"
"Bolton","10053.27","11/27/2013","168","10/28/2013","135.10","641.000","617-738 1738"
"Boston","10083.61","11/27/2013","108","09/28/2013","136.09","581.000","617-630 1630"
"Bourne","11120.90","11/27/2013","105","08/28/2013","137.08","578.000","617-884 1884"
"Boxborough","8590.61","11/27/2013","168","11/27/2013","25.10","641.000","617-835 1835"
"Boxford","7141.14","11/27/2013","78","11/28/2013","139.11","551.000","617-685 1685"
"Boylston","6339.13","11/27/2013","96","10/28/2013","140.10","569.000","617-785 1785"
