"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","5508.35","1151.99","1906.75","1.92","0.00","0.00","741.55","5523.48","0.00","0.00","7417.02","7417.02","7417.02","0","0.00","Finance charge for: Abington: Month: 10","None","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","26.67","","11/27/2013","5,724","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","6265.03","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acton","5762.96","9.73","1849.88","9.73","0.00","1609.67","882.08","5121.09","0.00","0.00","7622.57","7622.57","7622.57","0","0.00","Finance charge for: Acton: Month: 10","None","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","25.10","","11/27/2013","5,580","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","7612.84","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acushnet","5698.97","1604.74","948.27","0.00","0.00","1834.31","948.27","2259.92","0.00","0.00","6647.24","6647.24","6647.24","0","0.00","Finance charge for: Acushnet: Month: 10","None","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","25.10","","11/27/2013","5,784","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","5042.50","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Adams","5344.79","2020.04","1200.21","0.00","159.11","2239.35","152.49","1974.01","0.00","0.00","6545.00","6545.00","6715.94","0","0.00","Finance charge for: Adams: Month: 10","None","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","25.10","","11/27/2013","5,438","Unknown","0.000000","0:00:00","170.94","0.00","0.00","170.94","0.00","4524.96","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","4797.39","2083.16","1261.32","0.00","0.00","2297.30","1138.41","539.84","0.00","0.00","6058.71","6058.71","6058.71","0","0.00","Finance charge for: Agawam: Month: 10","None","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","27.39","","11/27/2013","5,367","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","3975.55","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","7961.81","2737.95","602.33","79.37","407.90","2966.15","521.67","2009.84","0.00","0.00","8643.51","8643.51","9028.82","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","106.09","","09/28/2013","4,658","Electronic Transfer","0.000000","0:00:00","385.31","0.00","0.00","385.31","0.00","5905.56","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","17416.80","4649.87","3658.72","276.91","2069.44","2309.16","2292.74","10031.22","0.00","0.00","21352.43","21352.43","23361.73","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","107.08","","08/28/2013","4,079","Debit Card","0.000000","0:00:00","1709.89","299.41","0.00","2009.30","0.00","16702.56","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","1850.93","597.35","5391.39","111.82","362.41","839.69","709.85","4844.84","0.00","0.00","7354.14","7354.14","7700.37","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","25.10","","11/27/2013","5,372","Unknown","0.000000","0:00:00","0.00","346.23","0.00","346.23","0.00","6756.79","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","2084.36","1983.15","17569.08","366.42","1479.64","1491.58","2162.65","12902.84","0.00","0.00","20019.86","20019.86","21456.55","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","25.09","","10/27/2013","5,038","Unknown","0.000000","0:00:00","0.00","1436.69","0.00","1436.69","0.00","18036.71","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","4363.87","23.97","1198.34","105.73","23.55","916.51","452.04","4251.87","0.00","0.00","5667.94","5667.94","5667.94","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","11/27/2013","110.10","","10/28/2013","5,237","Other 1","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","5643.97","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
