"Abington","5929.11","07/27/2013","-138","07/27/2013","25.06","457.000","617-712 1712"
"Acton","5530.08","07/27/2013","-247","07/27/2013","25.06","348.000","617-735 1735"
"Acushnet","2679.33","05/27/2013","-506","07/27/2013","15.00","150.000","617-860 1860"
"Adams","2397.42","07/27/2013","-14","07/27/2013","25.06","581.000","617-778 1778"
"Agawam","967.25","06/27/2013","-371","07/27/2013","9.97","254.000","617-855 1855"
"Alford","2115.93","07/27/2013","83","07/27/2013","25.06","678.000","617-773 1773"
"Amesbury","10138.30","07/27/2013","106","06/27/2013","25.05","701.000","617-668 1668"
"Amherst","4952.91","07/27/2013","106","05/27/2013","25.04","701.000","617-775 1775"
"Andover","12902.84","07/27/2013","106","06/28/2013","109.06","701.000","617-646 1646"
"Aquinnah","4361.97","07/27/2013","83","05/28/2013","110.05","678.000","617-870 1870"
"Arlington","5820.87","07/27/2013","-138","04/28/2013","111.04","457.000","617-807 1807"
"Ashburnham","6551.74","07/27/2013","106","07/27/2013","25.06","701.000","617-765 1765"
"Ashby","6187.80","07/27/2013","106","06/27/2013","25.05","701.000","617-767 1767"
"Ashfield","3172.51","07/27/2013","106","06/28/2013","114.06","701.000","617-765 1765"
"Ashland","2814.60","07/27/2013","-13","05/28/2013","115.05","582.000","617-846 1846"
"Athol","1605.25","07/27/2013","-128","05/27/2013","15.94","467.000","617-762 1762"
"Attleboro","1481.31","07/27/2013","83","03/28/2013","117.03","678.000","617-694 1694"
"Auburn","3103.56","06/27/2013","-28","07/27/2013","12.75","597.000","617-778 1778"
"Avon","3245.29","07/27/2013","106","06/28/2013","119.06","701.000","617-888 1888"
"Ayer","3827.60","07/27/2013","-3","06/27/2013","10.77","592.000","617-871 1871"
"Barnstable","6443.11","07/27/2013","83","04/28/2013","121.04","678.000","617-638 1638"
"Barre","2037.72","07/27/2013","-252","04/27/2013","24.84","343.000","617-774 1774"
"Becket","3035.46","07/27/2013","-183","02/28/2013","123.02","412.000","617-765 1765"
"Bedford","6670.96","07/27/2013","-13","07/27/2013","25.06","582.000","617-729 1729"
"Belchertown","2702.79","05/27/2013","-462","07/27/2013","11.11","194.000","617-761 1761"
"Bellingham","5683.19","07/27/2013","106","05/27/2013","25.04","701.000","617-719 1719"
"Belmont","4036.84","07/27/2013","-9","05/27/2013","4.16","586.000","617-859 1859"
"Berkley","3131.74","07/27/2013","83","04/27/2013","25.02","678.000","617-735 1735"
"Berlin","3223.56","07/27/2013","-138","06/28/2013","129.06","457.000","617-812 1812"
"Bernardston","2971.58","07/27/2013","106","07/27/2013","25.06","701.000","617-762 1762"
"Beverly","3967.63","07/27/2013","2","07/27/2013","10.81","597.000","617-668 1668"
"Billerica","5226.93","07/27/2013","83","05/27/2013","25.04","678.000","617-655 1655"
"Blackstone","6307.12","07/27/2013","106","04/27/2013","25.03","701.000","617-845 1845"
"Blandford","4332.14","07/27/2013","-201","06/28/2013","134.06","394.000","617-741 1741"
"Bolton","7016.72","07/27/2013","106","05/28/2013","135.05","701.000","617-738 1738"
"Boston","4176.20","06/27/2013","-28","07/27/2013","17.16","597.000","617-630 1630"
"Bourne","7190.82","07/27/2013","2","07/27/2013","9.68","597.000","617-884 1884"
"Boxborough","2340.54","07/27/2013","106","05/27/2013","25.04","701.000","617-835 1835"
"Boxford","2078.24","07/27/2013","83","06/28/2013","139.06","678.000","617-685 1685"
"Boylston","3332.33","07/27/2013","-14","05/28/2013","140.05","581.000","617-785 1785"
"Braintree","3432.88","07/27/2013","106","04/28/2013","141.04","701.000","617-640 1640"
"Brewster","3925.99","07/27/2013","106","07/27/2013","25.06","701.000","617-803 1803"
"Bridgewater","4392.79","07/27/2013","-73","07/27/2013","6.44","522.000","617-656 1656"
"Brimfield","5788.06","07/27/2013","106","06/28/2013","144.06","701.000","617-731 1731"
"Brockton","6661.26","07/27/2013","-3","05/28/2013","145.05","592.000","617-821 1821"
"Brookfield","5143.74","07/27/2013","-14","04/28/2013","146.04","581.000","617-718 1718"
"Brookline","665.56","07/27/2013","106","03/28/2013","147.03","701.000","617-705 1705"
"Buckland","2412.53","07/27/2013","2","07/27/2013","25.06","597.000","617-779 1779"
"Burlington","733.44","07/27/2013","2","07/27/2013","21.76","597.000","617-799 1799"
"Cambridge","1449.90","07/27/2013","-237","07/27/2013","14.19","358.000","617-636 1636"
"Canton","3077.26","07/27/2013","106","04/28/2013","151.04","701.000","617-797 1797"
"Carlisle","3425.88","07/27/2013","-128","05/27/2013","11.71","467.000","617-780 1780"
"Carver","3899.86","07/27/2013","106","02/28/2013","153.02","701.000","617-790 1790"
"Charlemont","4237.72","06/27/2013","-103","07/27/2013","17.42","522.000","617-765 1765"
"Charlton","5927.27","07/27/2013","2","07/27/2013","3.36","597.000","617-775 1775"
"Chatham","6652.01","07/27/2013","-8","05/27/2013","25.04","587.000","617-712 1712"
"Chelmsford","6170.77","07/27/2013","106","04/27/2013","25.03","701.000","617-655 1655"
"Chelsea","3240.69","07/27/2013","-14","04/27/2013","24.31","581.000","617-739 1739"
"Cheshire","2720.57","07/27/2013","106","06/28/2013","159.06","701.000","617-793 1793"
"Chester","1576.09","07/27/2013","-13","07/27/2013","25.06","582.000","617-765 1765"
"Chesterfield","1441.78","07/27/2013","-73","07/27/2013","19.85","522.000","617-762 1762"
"Chicopee","3047.91","07/27/2013","106","05/27/2013","25.04","701.000","617-848 1848"
"Chilmark","3341.02","07/27/2013","-9","05/27/2013","15.65","586.000","617-714 1714"
"Clarksburg","3691.47","07/27/2013","-14","06/28/2013","164.06","581.000","617-798 1798"
"Clinton","4372.07","07/27/2013","83","05/28/2013","165.05","678.000","617-850 1850"
"Cohasset","5822.90","07/27/2013","106","07/27/2013","25.06","701.000","617-775 1775"
"Colrain","6560.58","07/27/2013","-118","07/27/2013","0.98","477.000","617-761 1761"
"Concord","6197.92","07/27/2013","106","05/27/2013","25.04","701.000","617-635 1635"
