"Abington","6376.23","08/27/2013","-259","10/27/2013","23.52","306.000","617-712 1712"
"Acton","7724.55","10/27/2013","-150","10/27/2013","25.09","354.000","617-735 1735"
"Acushnet","5145.65","10/27/2013","-272","10/27/2013","25.09","232.000","617-860 1860"
"Adams","4639.16","10/27/2013","6","10/27/2013","25.09","510.000","617-778 1778"
"Agawam","4090.75","09/27/2013","-232","10/27/2013","22.80","302.000","617-855 1855"
"Alford","5905.56","10/27/2013","126","09/28/2013","106.09","630.000","617-773 1773"
"Amesbury","16702.56","10/27/2013","152","08/28/2013","107.08","656.000","617-668 1668"
"Amherst","6766.89","10/27/2013","152","07/28/2013","108.07","656.000","617-775 1775"
"Andover","18036.71","10/27/2013","152","10/27/2013","25.09","656.000","617-646 1646"
"Aquinnah","5754.07","10/27/2013","126","09/27/2013","25.08","630.000","617-870 1870"
"Arlington","6905.35","10/27/2013","-73","09/28/2013","111.09","431.000","617-807 1807"
"Ashburnham","7315.36","10/27/2013","90","08/28/2013","112.08","594.000","617-765 1765"
"Ashby","8659.60","10/27/2013","152","07/28/2013","113.07","656.000","617-767 1767"
"Ashfield","6075.00","10/27/2013","152","06/28/2013","114.06","656.000","617-765 1765"
"Ashland","4926.23","09/27/2013","-17","10/27/2013","20.24","517.000","617-846 1846"
"Athol","5020.87","10/27/2013","-4","09/28/2013","116.09","500.000","617-762 1762"
"Attleboro","4069.26","10/27/2013","126","08/28/2013","117.08","630.000","617-694 1694"
"Auburn","3488.34","10/27/2013","86","08/27/2013","12.31","590.000","617-778 1778"
"Avon","3627.87","10/27/2013","152","06/28/2013","119.06","656.000","617-888 1888"
"Ayer","3868.87","10/27/2013","79","06/27/2013","10.77","583.000","617-871 1871"
"Barnstable","8699.21","10/27/2013","126","10/27/2013","25.09","630.000","617-638 1638"
"Barre","3070.01","10/27/2013","-87","09/27/2013","25.08","417.000","617-774 1774"
"Becket","3301.73","10/27/2013","-34","08/27/2013","25.07","470.000","617-765 1765"
"Bedford","9821.56","10/27/2013","73","07/27/2013","25.06","577.000","617-729 1729"
"Belchertown","4640.83","10/27/2013","-142","08/27/2013","2.46","362.000","617-761 1761"
"Bellingham","7751.76","10/27/2013","152","09/28/2013","126.09","656.000","617-719 1719"
"Belmont","9838.77","10/27/2013","76","10/27/2013","25.09","580.000","617-859 1859"
"Berkley","6057.10","10/27/2013","126","09/27/2013","25.08","630.000","617-735 1735"
"Berlin","3771.39","10/27/2013","-10","08/27/2013","25.07","494.000","617-812 1812"
"Bernardston","3766.58","10/27/2013","152","07/27/2013","25.06","656.000","617-762 1762"
"Beverly","4795.35","10/27/2013","83","09/28/2013","131.09","587.000","617-668 1668"
"Billerica","6922.23","10/27/2013","126","08/28/2013","132.08","630.000","617-655 1655"
"Blackstone","7375.60","10/27/2013","152","10/27/2013","25.09","656.000","617-845 1845"
"Blandford","4408.18","10/27/2013","-112","10/27/2013","6.41","392.000","617-741 1741"
"Bolton","10155.96","10/27/2013","152","08/27/2013","25.07","656.000","617-738 1738"
"Boston","8433.31","10/27/2013","86","09/28/2013","136.09","590.000","617-630 1630"
"Bourne","9231.71","10/27/2013","83","08/28/2013","137.08","587.000","617-884 1884"
"Boxborough","6500.43","10/27/2013","152","07/28/2013","138.07","656.000","617-835 1835"
"Boxford","4936.53","09/27/2013","20","10/27/2013","20.29","554.000","617-685 1685"
"Boylston","3893.65","10/27/2013","72","09/27/2013","25.08","576.000","617-785 1785"
"Braintree","4126.87","10/27/2013","152","09/28/2013","141.09","656.000","617-640 1640"
"Brewster","4521.74","10/27/2013","152","08/28/2013","142.08","656.000","617-803 1803"
"Bridgewater","5686.65","10/27/2013","37","07/28/2013","143.07","541.000","617-656 1656"
"Brimfield","5861.31","10/27/2013","152","06/28/2013","144.06","656.000","617-731 1731"
"Brockton","6711.35","10/27/2013","79","10/27/2013","25.09","583.000","617-821 1821"
"Brookfield","7579.19","10/27/2013","13","09/28/2013","146.09","517.000","617-718 1718"
"Brookline","3403.16","10/27/2013","86","08/28/2013","147.08","590.000","617-705 1705"
"Buckland","4389.38","10/27/2013","83","07/28/2013","148.07","587.000","617-779 1779"
"Burlington","4384.66","10/27/2013","83","07/27/2013","21.76","587.000","617-799 1799"
"Cambridge","4175.68","10/27/2013","-57","07/27/2013","14.19","447.000","617-636 1636"
"Canton","3434.52","09/27/2013","63","10/27/2013","14.11","597.000","617-797 1797"
"Carlisle","4108.56","10/27/2013","-4","09/27/2013","25.08","500.000","617-780 1780"
"Carver","4449.67","10/27/2013","152","08/27/2013","25.07","656.000","617-790 1790"
"Charlemont","5658.16","10/27/2013","41","08/27/2013","7.64","545.000","617-765 1765"
"Charlton","7144.20","10/27/2013","83","07/27/2013","3.36","587.000","617-775 1775"
"Chatham","7381.44","10/27/2013","76","09/28/2013","156.09","580.000","617-712 1712"
"Chelmsford","8610.06","10/27/2013","90","10/27/2013","25.09","594.000","617-655 1655"
"Chelsea","5999.86","10/27/2013","13","10/27/2013","7.50","517.000","617-739 1739"
"Cheshire","4817.46","10/27/2013","30","10/27/2013","1.97","534.000","617-793 1793"
"Chester","5229.70","10/27/2013","73","07/27/2013","25.06","577.000","617-765 1765"
"Chesterfield","4058.28","10/27/2013","37","09/28/2013","161.09","541.000","617-762 1762"
"Chicopee","3476.11","10/27/2013","152","08/28/2013","162.08","656.000","617-848 1848"
"Chilmark","4064.11","10/27/2013","76","10/27/2013","25.09","580.000","617-714 1714"
"Clarksburg","4381.36","10/27/2013","13","10/27/2013","6.52","517.000","617-798 1798"
"Clinton","5761.20","10/27/2013","126","08/27/2013","25.07","630.000","617-850 1850"
"Cohasset","6879.89","10/27/2013","152","09/28/2013","166.09","656.000","617-775 1775"
"Colrain","7268.48","10/27/2013","3","08/28/2013","167.08","507.000","617-761 1761"
"Concord","8607.09","10/27/2013","86","07/28/2013","168.07","590.000","617-635 1635"
"Conway","4159.81","09/27/2013","-17","10/27/2013","17.10","517.000","617-775 1775"
"Cummington","4851.50","10/27/2013","13","10/27/2013","13.33","517.000","617-779 1779"
"Dalton","4770.85","10/27/2013","152","09/28/2013","171.09","656.000","617-784 1784"
"Danvers","4155.49","10/27/2013","50","07/27/2013","25.06","554.000","617-775 1775"
"Dartmouth","2388.95","10/27/2013","83","07/27/2013","18.55","587.000","617-664 1664"
"Dedham","3395.15","10/27/2013","152","05/27/2013","25.04","656.000","617-636 1636"
"Deerfield","3646.86","09/27/2013","20","10/27/2013","14.99","554.000","617-677 1677"
"Dennis","5743.37","10/27/2013","50","10/27/2013","3.92","554.000","617-793 1793"
"Dighton","7011.99","10/27/2013","-10","08/28/2013","177.08","494.000","617-712 1712"
"Douglas","7404.86","10/27/2013","70","07/28/2013","178.07","574.000","617-775 1775"
"Dover","8709.94","10/27/2013","83","07/27/2013","2.56","587.000","617-836 1836"
"Dracut","6084.93","10/27/2013","152","05/28/2013","180.05","656.000","617-701 1701"
"Dudley","5815.92","10/27/2013","152","10/27/2013","25.09","656.000","617-732 1732"
"Dunstable","7050.03","10/27/2013","-63","10/27/2013","5.09","441.000","617-673 1673"
"Duxbury","5330.62","10/27/2013","126","08/27/2013","25.07","630.000","617-637 1637"
"East.Bridgewater","4509.02","08/27/2013","-263","09/28/2013","184.09","302.000","617-823 1823"
"East.Brookfield","4813.89","10/27/2013","-73","09/28/2013","11.09","431.000","617-920 1920"
"East.Longmeadow","1117.67","04/27/2013","-677","10/27/2013","4.59","10.000","617-894 1894"
"Eastham","8619.80","10/27/2013","126","10/27/2013","25.09","630.000","617-646 1646"
"Easthampton","4980.12","10/27/2013","-108","10/27/2013","8.84","396.000","617-809 1809"
"Easton","12346.44","10/27/2013","83","08/27/2013","25.07","587.000","617-725 1725"
"Edgartown","13183.23","10/27/2013","152","07/27/2013","25.06","656.000","617-671 1671"
"Egremont","5468.17","10/27/2013","23","09/28/2013","191.09","527.000","617-775 1775"
"Erving","4440.04","10/27/2013","152","08/28/2013","192.08","656.000","617-838 1838"
"Essex","7636.02","10/27/2013","76","10/27/2013","25.09","580.000","617-819 1819"
"Everett","2622.74","08/27/2013","-92","10/27/2013","10.78","473.000","617-870 1870"
"Fairhaven","5836.38","10/27/2013","-73","09/27/2013","1.53","431.000","617-812 1812"
"Fall River","8000.55","10/27/2013","152","09/28/2013","196.09","656.000","617-803 1803"
"Falmouth","10745.77","10/27/2013","152","06/27/2013","25.05","656.000","617-686 1686"
"Fitchburg","4003.87","10/27/2013","126","05/27/2013","25.04","630.000","617-764 1764"
"Florida","6375.40","10/27/2013","152","10/27/2013","25.09","656.000","617-805 1805"
"Foxborough","11389.57","10/27/2013","126","09/27/2013","25.08","630.000","617-778 1778"
"Framingham","8847.01","10/27/2013","152","09/28/2013","201.09","656.000","617-700 1700"
"Franklin","6266.61","10/27/2013","86","08/28/2013","202.08","590.000","617-778 1778"
"Freetown","5086.54","10/27/2013","83","07/28/2013","203.07","587.000","617-683 1683"
"Gardner","5308.75","10/27/2013","152","06/28/2013","204.06","656.000","617-785 1785"
"Georgetown","4084.22","10/27/2013","126","10/27/2013","25.09","630.000","617-838 1838"
"Gill","3311.17","10/27/2013","13","10/27/2013","11.20","517.000","617-793 1793"
"Gloucester","3993.90","10/27/2013","152","08/28/2013","207.08","656.000","617-642 1642"
"Goshen","4381.35","10/27/2013","152","07/28/2013","208.07","656.000","617-781 1781"
"Gosnold","5541.76","10/27/2013","37","07/27/2013","6.72","541.000","617-864 1864"
"Grafton","7087.92","10/27/2013","152","05/28/2013","210.05","656.000","617-735 1735"
"Granby","7244.14","10/27/2013","76","10/27/2013","25.09","580.000","617-768 1768"
"Granville","8497.81","10/27/2013","-53","09/27/2013","25.08","451.000","617-775 1775"
"Great Barrington","5887.22","10/27/2013","86","08/27/2013","25.07","590.000","617-761 1761"
"Greenfield","4728.71","10/27/2013","152","07/27/2013","25.06","656.000","617-775 1775"
"Groton","5170.66","10/27/2013","0","07/27/2013","19.08","504.000","617-655 1655"
"Groveland","3881.66","10/27/2013","-61","09/28/2013","216.09","443.000","617-850 1850"
"Hadley","2693.89","10/27/2013","152","10/27/2013","25.09","656.000","617-661 1661"
"Halifax","3337.89","10/27/2013","93","10/27/2013","170.70","597.000","617-734 1734"
"Hamilton","4332.91","10/27/2013","69","08/27/2013","25.07","573.000","617-793 1793"
"Hampden","5286.25","10/27/2013","37","08/27/2013","7.32","541.000","617-878 1878"
"Hancock","5933.87","10/27/2013","83","09/28/2013","221.09","587.000","617-776 1776"
"Hanover","4949.94","10/27/2013","-80","08/28/2013","222.08","424.000","617-727 1727"
"Hanson","5763.10","10/27/2013","-122","10/27/2013","25.09","382.000","617-820 1820"
"Hardwick","5566.63","10/27/2013","-139","10/27/2013","9.32","365.000","617-739 1739"
"Harvard","4218.07","10/27/2013","-35","10/27/2013","6.99","469.000","617-732 1732"
"Harwich","5001.41","10/27/2013","79","09/28/2013","226.09","583.000","617-694 1694"
"Hatfield","4053.60","10/27/2013","-44","08/28/2013","227.08","460.000","617-670 1670"
"Haverhill","3461.54","10/27/2013","-1","07/28/2013","228.07","503.000","617-641 1641"
"Hawley","4040.28","10/27/2013","-80","10/27/2013","25.09","424.000","617-792 1792"
"Heath","4382.87","10/27/2013","93","10/27/2013","6.52","597.000","617-785 1785"
"Hingham","5552.82","10/27/2013","122","09/28/2013","231.09","626.000","617-635 1635"
"Hinsdale","6849.17","10/27/2013","152","08/28/2013","232.08","656.000","617-804 1804"
"Holbrook","7209.53","10/27/2013","-13","07/28/2013","233.07","491.000","617-872 1872"
"Holden","8517.33","10/27/2013","-129","06/28/2013","234.06","375.000","617-741 1741"
"Holland","6121.01","10/27/2013","152","10/27/2013","25.09","656.000","617-835 1835"
"Holliston","4660.27","10/27/2013","93","10/27/2013","13.14","597.000","617-724 1724"
"Holyoke","4931.72","10/27/2013","7","08/28/2013","237.08","511.000","617-850 1850"
"Hopedale","3981.66","10/27/2013","33","07/28/2013","238.07","537.000","617-886 1886"
