"Abington","0.00","0.00","0.00","0.00","1122.49","1122.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1122.49","1122.49","0.00","03/27/2013","3/27/2013 ($1.99)",""
"Acton","0.00","0.00","0.00","35.24","105.10","140.34","35.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","35.24","105.10","140.34","35.24","03/27/2013","3/27/2013 ($3.13)",""
"Acushnet","0.00","0.00","0.00","135.85","215.99","351.84","135.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","135.85","215.99","351.84","135.85","03/27/2013","3/27/2013 ($4.51)",""
"Adams","0.00","0.00","0.00","461.81","316.62","778.43","461.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","461.81","316.62","778.43","461.81","03/27/2013","3/27/2013 ($6.76)",""
"Agawam","0.00","0.00","0.00","230.35","638.40","868.75","230.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","230.35","638.40","868.75","230.35","03/27/2013","3/27/2013 ($6.87)",""
"Alford","0.00","0.00","0.00","0.00","458.90","458.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","458.90","458.90","0.00","02/27/2013","",""
"Amesbury","0.00","0.00","0.00","299.41","598.07","897.48","299.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.15","1.15","0.00","","0.00","0.00","0.00","299.41","599.22","898.63","299.41","03/27/2013","",""
"Amherst","0.00","0.00","0.00","237.20","1471.81","1709.01","237.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.38","2.38","0.00","","0.00","0.00","0.00","237.20","1474.19","1711.39","237.20","03/27/2013","2/28/2013 ($108.02)",""
"Andover","0.00","0.00","0.00","1327.68","3735.47","5063.15","1327.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.73","10.73","0.00","","0.00","0.00","0.00","1327.68","3746.20","5073.88","1327.68","03/27/2013","1/28/2013 ($109.01)",""
"Aquinnah","0.00","0.00","0.00","0.00","976.89","976.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","976.89","976.89","0.00","02/27/2013","",""
"Arlington","0.00","0.00","0.00","1189.38","0.00","1189.38","1189.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","1189.38","0.00","1189.38","1189.38","03/27/2013","3/27/2013 ($4.56)",""
