"Default","","Not Billed","0.00","0.00","0.00"
"Walpole","06/27/2013","92","3613.73","1737.15","5350.88"
"Abington","09/27/2013","0","6481.74","1150.07","7631.81"
"Acton","09/27/2013","0","7826.12","0.00","7826.12"
"Acushnet","09/27/2013","0","5257.78","1614.49","6872.27"
"Adams","09/27/2013","0","4583.13","2020.93","6604.06"
"Agawam","09/27/2013","0","4204.93","2087.68","6292.61"
"Alford","09/27/2013","0","5603.75","2712.87","8316.62"
"Amesbury","09/27/2013","0","14633.12","4578.94","19212.06"
"Amherst","09/27/2013","0","6394.38","593.76","6988.14"
"Andover","09/27/2013","0","16566.16","1906.56","18472.72"
"Aquinnah","09/27/2013","0","5730.52","0.00","5730.52"
"Arlington","09/27/2013","0","6988.18","921.15","7909.33"
"Ashburnham","09/27/2013","0","7285.42","1150.07","8435.49"
"Ashby","09/27/2013","0","8624.16","0.00","8624.16"
"Ashfield","09/27/2013","0","6050.14","1614.49","7664.63"
"Ashland","09/27/2013","0","4926.23","1849.99","6776.22"
"Athol","09/27/2013","0","5116.41","2087.68","7204.09"
"Attleboro","09/27/2013","0","4052.61","2327.56","6380.17"
"Auburn","09/27/2013","0","3483.15","2569.64","6052.79"
"Avon","09/27/2013","0","3613.02","717.40","4330.42"
"Ayer","09/27/2013","0","3853.04","1122.41","4975.45"
"Barnstable","09/27/2013","0","8809.68","0.00","8809.68"
"Barre","09/27/2013","0","3057.45","2771.14","5828.59"
"Becket","09/27/2013","0","3288.22","3477.62","6765.84"
"Bedford","09/27/2013","0","9781.36","209.72","9991.08"
"Belchertown","09/27/2013","0","4621.84","1631.30","6253.14"
"Bellingham","09/27/2013","0","7819.24","1849.99","9669.23"
"Belmont","09/27/2013","0","9832.58","2087.68","11920.26"
"Berkley","09/27/2013","0","6032.31","2327.56","8359.87"
"Berlin","09/27/2013","0","3755.95","2569.64","6325.59"
"Bernardston","09/27/2013","0","3751.16","247.53","3998.69"
"Beverly","09/27/2013","0","4906.81","469.87","5376.68"
"Billerica","09/27/2013","0","6893.90","0.00","6893.90"
"Blackstone","09/27/2013","0","7372.49","921.15","8293.64"
"Blandford","09/27/2013","0","4396.52","1150.07","5540.18"
"Bolton","09/27/2013","0","10114.39","0.00","10114.39"
"Boston","09/27/2013","0","8543.97","1614.49","10158.46"
"Bourne","09/27/2013","0","9193.93","1849.99","11043.92"
"Boxborough","09/27/2013","0","6473.83","2087.68","8561.51"
"Boxford","09/27/2013","0","4936.53","2327.56","7264.09"
"Boylston","09/27/2013","0","3877.71","2569.64","6447.35"
"Braintree","09/27/2013","0","4251.07","247.53","4498.60"
"Brewster","09/27/2013","0","4503.23","469.87","4973.10"
"Bridgewater","09/27/2013","0","5663.38","0.00","5663.38"
"Brimfield","09/27/2013","0","5837.32","2071.22","7908.54"
"Brockton","09/27/2013","0","6717.96","1951.66","8669.62"
"Brookfield","09/27/2013","0","7694.26","1043.48","8737.74"
"Brookline","09/27/2013","0","3389.23","4184.13","7573.36"
"Buckland","09/27/2013","0","4371.42","2319.85","6691.27"
"Burlington","09/27/2013","0","4366.71","2771.75","7138.46"
"Cambridge","09/27/2013","0","4158.59","2327.56","6486.15"
"Canton","09/27/2013","0","3585.61","2569.64","6155.25"
"Carlisle","09/27/2013","0","4091.74","247.53","4339.27"
"Carver","09/27/2013","0","4434.55","469.87","4904.42"
"Charlemont","09/27/2013","0","5644.09","0.00","5644.09"
"Charlton","09/27/2013","0","5969.60","2071.22","8040.82"
"Chatham","09/27/2013","0","7507.32","1150.07","8657.39"
"Chelmsford","09/27/2013","0","6991.93","1614.49","8606.42"
"Chelsea","09/27/2013","0","4140.35","3464.48","7597.33"
"Cheshire","09/27/2013","0","2720.57","3937.67","6656.27"
"Chester","09/27/2013","0","2890.26","4415.24","7305.50"
"Chesterfield","09/27/2013","0","1581.90","4897.20","6479.10"
"Chicopee","09/27/2013","0","3215.37","2817.17","6032.54"
"Chilmark","09/27/2013","0","3613.61","717.40","4331.01"
"Clarksburg","09/27/2013","0","4369.92","469.87","4833.27"
"Clinton","09/27/2013","0","4820.24","921.15","5741.39"
"Cohasset","09/27/2013","0","5872.46","2071.22","7943.68"
"Colrain","09/27/2013","0","7238.73","1150.07","8388.80"
"Concord","09/27/2013","0","6963.98","1614.49","8578.47"
"Conway","09/27/2013","0","4159.81","3464.48","7624.29"
"Cummington","09/27/2013","0","2765.78","3937.67","6690.12"
"Dalton","09/27/2013","0","2604.38","4541.42","7145.80"
"Danvers","09/27/2013","0","1396.45","4897.20","6293.65"
"Dartmouth","09/27/2013","0","2132.66","3967.23","6099.89"
"Dedham","09/27/2013","0","2913.31","1474.74","4388.05"
"Deerfield","09/27/2013","0","3646.86","1437.67","5084.53"
"Dennis","09/27/2013","0","4982.48","921.15","5899.71"
"Dighton","09/27/2013","0","5837.93","2071.22","7909.15"
"Douglas","09/27/2013","0","7374.55","1150.07","8524.62"
"Dover","09/27/2013","0","7066.41","1614.49","8680.90"
"Dracut","09/27/2013","0","4217.61","3464.48","7682.09"
"Dudley","09/27/2013","0","3928.15","3937.67","7865.82"
"Dunstable","09/27/2013","0","4708.21","4415.24","9118.36"
"Duxbury","09/27/2013","0","2749.68","4897.20","7646.88"
"East.Bridgewater","09/27/2013","0","4415.71","2817.17","7232.88"
"East.Brookfield","09/27/2013","0","4337.29","717.40","5054.69"
"East.Longmeadow","09/27/2013","0","1303.76","469.87","1303.76"
"Eastham","09/27/2013","0","7692.13","921.15","8613.28"
"Easthampton","09/27/2013","0","3823.18","2071.22","5885.56"
"Easton","09/27/2013","0","12295.91","1150.07","13445.98"
"Edgartown","09/27/2013","0","11530.48","1614.49","13144.97"
"Egremont","09/27/2013","0","3794.46","3464.48","7258.94"
"Erving","09/27/2013","0","2342.73","3937.67","6280.40"
"Essex","09/27/2013","0","5311.72","4415.24","9726.96"
"Everett","09/27/2013","0","2622.74","4897.20","7506.00"
"Fairhaven","09/27/2013","0","5565.98","3581.71","9147.69"
"Fall River","09/27/2013","0","7599.36","2878.51","10477.87"
"Falmouth","09/27/2013","0","10484.80","469.87","10954.67"
"Fitchburg","09/27/2013","0","3070.10","2771.14","5841.24"
"Florida","09/27/2013","0","5238.02","2071.22","7309.24"
"Foxborough","09/27/2013","0","11342.96","1451.09","12794.05"
"Framingham","09/27/2013","0","7404.01","1614.49","9018.50"
"Franklin","09/27/2013","0","4398.54","3464.48","7863.02"
"Freetown","09/27/2013","0","2986.59","3937.67","6924.26"
"Gardner","09/27/2013","0","2968.99","4415.24","7384.23"
"Georgetown","09/27/2013","0","1533.37","4897.20","6430.57"
"Gill","09/27/2013","0","3268.35","2817.17","6074.32"
"Gloucester","09/27/2013","0","3509.61","717.40","4227.01"
"Goshen","09/27/2013","0","4372.51","469.87","4842.38"
"Gosnold","09/27/2013","0","4601.70","921.15","5522.85"
"Grafton","09/27/2013","0","5913.55","2071.22","7984.77"
"Granby","09/27/2013","0","7450.57","1150.07","8600.64"
"Granville","09/27/2013","0","6855.15","1614.49","8469.64"
"Great Barrington","09/27/2013","0","4020.71","3464.48","7485.19"
"Greenfield","09/27/2013","0","2630.22","3937.67","6567.89"
"Groton","09/27/2013","0","2831.46","4415.24","7246.70"
"Groveland","09/27/2013","0","1522.74","4897.20","6419.94"
"Hadley","09/27/2013","0","2661.56","2817.17","5350.21"
"Halifax","09/27/2013","0","3070.36","717.40","3639.20"
"Hamilton","09/27/2013","0","4315.18","469.87","4785.05"
"Hampden","09/27/2013","0","4347.23","1376.30","5723.53"
"Hancock","09/27/2013","0","4985.31","2827.58","7812.89"
"Hanover","09/27/2013","0","4929.68","3237.74","8167.42"
"Hanson","09/27/2013","0","4156.62","4184.13","8340.75"
"Hardwick","09/27/2013","0","3710.71","3695.66","7397.05"
"Harvard","09/27/2013","0","2128.63","4589.24","6710.88"
"Harwich","09/27/2013","0","2798.48","4415.24","7213.72"
"Hatfield","09/27/2013","0","1477.39","4897.20","6374.59"
"Haverhill","09/27/2013","0","3200.86","2817.17","6018.03"
"Hawley","09/27/2013","0","3580.78","717.40","4298.18"
"Heath","09/27/2013","0","4371.43","469.87","4834.78"
"Hingham","09/27/2013","0","4712.35","921.15","5633.50"
"Hinsdale","09/27/2013","0","5675.77","2071.22","7746.99"
"Holbrook","09/27/2013","0","7180.02","1150.07","8330.09"
"Holden","09/27/2013","0","6874.59","1614.49","8489.08"
"Holland","09/27/2013","0","4287.62","3464.48","7752.10"
"Holliston","09/27/2013","0","2811.24","3937.67","6735.77"
"Holyoke","09/27/2013","0","2593.50","4415.24","7008.74"
"Hopedale","09/27/2013","0","1406.24","4897.20","6303.44"
