"Abington","1266.30","0.00","751.65","0.00","0.00","2017.95","2017.95","4358.28","0.00","0.00","0.00","0.00","4358.28","4358.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","5624.58","0.00","751.65","0.00","0.00","6376.23","6376.23","10/27/2013","10/27/2013 ($23.52)",""
"Acton","967.80","0.00","882.08","0.00","0.00","1849.88","1849.88","4255.39","0.00","0.00","1609.67","0.00","5865.06","5865.06","0.00","0.00","0.00","0.00","9.61","9.61","0.00","","5223.19","0.00","882.08","1609.67","9.61","7724.55","7714.94","10/27/2013","10/27/2013 ($25.09)",""
"Acushnet","0.00","0.00","948.27","0.00","0.00","948.27","948.27","2363.02","0.00","0.00","1834.31","0.00","4197.33","4197.33","0.00","0.00","0.00","0.00","0.05","0.05","0.00","","2363.02","0.00","948.27","1834.31","0.05","5145.65","5145.60","10/27/2013","10/27/2013 ($25.09)",""
"Adams","1247.19","0.00","0.00","0.00","0.00","1247.19","1247.19","677.93","152.99","152.49","2239.35","169.21","3391.97","3222.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","1925.12","152.99","152.49","2239.35","169.21","4639.16","4469.95","10/27/2013","10/27/2013 ($25.09)",""
"Agawam","228.01","0.00","1138.41","0.00","0.00","1366.42","1366.42","416.93","0.00","0.00","2307.40","0.00","2724.33","2724.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","644.94","0.00","1138.41","2307.40","0.00","4090.75","4090.75","10/27/2013","10/27/2013 ($22.80)",""
"Alford","474.96","0.00","127.37","0.00","0.00","602.33","602.33","1155.93","367.44","385.31","2954.95","385.31","5248.94","4863.63","11.51","0.00","8.99","11.20","22.59","54.29","31.70","","1642.40","367.44","521.67","2966.15","407.90","5905.56","5497.66","10/27/2013","9/28/2013 ($106.09)",""
"Amesbury","1921.28","299.41","539.80","299.41","299.41","3359.31","3059.90","6050.18","1709.89","1709.89","1957.42","1709.89","13137.27","11427.38","17.19","33.27","43.05","52.33","60.14","205.98","145.84","","7988.65","2042.57","2292.74","2309.16","2069.44","16702.56","14633.12","10/27/2013","8/28/2013 ($107.08)",""
"Amherst","3317.19","346.23","689.28","346.23","346.23","5045.16","4698.93","1133.53","0.00","0.00","469.87","0.00","1603.40","1603.40","29.04","18.85","20.57","23.59","26.28","118.33","92.05","","4479.76","365.08","709.85","839.69","372.51","6766.89","6394.38","10/27/2013","7/28/2013 ($108.07)",""
"Andover","9714.46","1436.69","2107.86","1436.69","1436.69","16132.39","14695.70","1614.49","0.00","0.00","0.00","0.00","1614.49","1614.49","90.27","46.93","54.79","54.89","42.95","289.83","246.88","","11419.22","1483.62","2162.65","1491.58","1479.64","18036.71","16557.07","10/27/2013","10/27/2013 ($25.09)",""
"Aquinnah","866.84","0.00","441.60","0.00","0.00","1308.44","1308.44","3447.36","0.00","0.00","916.51","0.00","4363.87","4363.87","29.92","17.85","10.44","0.00","23.55","81.76","58.21","","4344.12","17.85","452.04","916.51","23.55","5754.07","5730.52","10/27/2013","9/27/2013 ($25.08)",""
