"BA-Absolute-Both","G:12355","12/27/2013","571.03","0.00","0.00","0.00","0.00","571.03","2066.81","0.00","0.00","0.00","0.00","2066.81","0.00","0.00","0.00","0.00","0.00","0.00","2637.84","0.00","0.00","0.00","0.00","2637.84"
"BA-Absolute-Exp","G:12354","12/27/2013","571.64","0.00","0.00","0.00","0.00","571.64","2192.57","0.00","0.00","0.00","0.00","2192.57","0.00","0.00","0.00","0.00","0.00","0.00","2764.21","0.00","0.00","0.00","0.00","2764.21"
"BA-Absolute-NoSlips","G:12358","12/27/2013","1040.00","0.00","0.00","0.00","0.00","1040.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1040.00","0.00","0.00","0.00","0.00","1040.00"
"BA-Absolute-NoSlips","G:12356","12/27/2013","1040.00","0.00","0.00","0.00","0.00","1040.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1040.00","0.00","0.00","0.00","0.00","1040.00"
"BA-Absolute-NoSlips","G:12357","12/27/2013","1040.00","0.00","0.00","0.00","0.00","1040.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1040.00","0.00","0.00","0.00","0.00","1040.00"
"BA-Absolute-Time","G:12353","12/27/2013","1485.58","0.00","0.00","0.00","0.00","1485.58","2071.22","0.00","0.00","0.00","0.00","2071.22","0.00","0.00","0.00","0.00","0.00","0.00","3556.80","0.00","0.00","0.00","0.00","3556.80"
"BA-AdjExpense","G:12352","12/27/2013","571.64","0.00","0.00","0.00","0.00","571.64","2301.51","0.00","0.00","0.00","0.00","2301.51","0.00","0.00","0.00","0.00","0.00","0.00","2873.15","0.00","0.00","0.00","0.00","2873.15"
"BA-AdjTask","G:12351","12/27/2013","603.15","0.00","0.00","0.00","0.00","603.15","2071.22","0.00","0.00","0.00","0.00","2071.22","0.00","0.00","0.00","0.00","0.00","0.00","2674.37","0.00","0.00","0.00","0.00","2674.37"
"BA-AdjTK-Both","G:12350","12/27/2013","603.15","0.00","0.00","0.00","0.00","603.15","2071.22","0.00","0.00","0.00","0.00","2071.22","0.00","0.00","0.00","0.00","0.00","0.00","2674.37","0.00","0.00","0.00","0.00","2674.37"
"BA-AdjTK-Exp","G:12349","12/27/2013","571.64","0.00","0.00","0.00","0.00","571.64","2301.51","0.00","0.00","0.00","0.00","2301.51","0.00","0.00","0.00","0.00","0.00","0.00","2873.15","0.00","0.00","0.00","0.00","2873.15"
"BA-AdjTK-Time","G:12348","12/27/2013","603.15","0.00","0.00","0.00","0.00","603.15","2071.22","0.00","0.00","0.00","0.00","2071.22","0.00","0.00","0.00","0.00","0.00","0.00","2674.37","0.00","0.00","0.00","0.00","2674.37"
"BA-AdjTot-Both","G:12347","12/27/2013","603.15","0.00","0.00","0.00","0.00","603.15","2301.51","0.00","0.00","0.00","0.00","2301.51","0.00","0.00","0.00","0.00","0.00","0.00","2904.66","0.00","0.00","0.00","0.00","2904.66"
"BA-AdjTot-Exp","G:12346","12/27/2013","571.64","0.00","0.00","0.00","0.00","571.64","2301.51","0.00","0.00","0.00","0.00","2301.51","0.00","0.00","0.00","0.00","0.00","0.00","2873.15","0.00","0.00","0.00","0.00","2873.15"
"BA-AdjTot-Time","G:12345","12/27/2013","603.15","0.00","0.00","0.00","0.00","603.15","2071.22","0.00","0.00","0.00","0.00","2071.22","0.00","0.00","0.00","0.00","0.00","0.00","2674.37","0.00","0.00","0.00","0.00","2674.37"
"BA-Cont-Both","G:12373","12/27/2013","508.30","0.00","0.00","0.00","0.00","508.30","1608.44","0.00","0.00","0.00","0.00","1608.44","0.00","0.00","0.00","0.00","0.00","0.00","2116.74","0.00","0.00","0.00","0.00","2116.74"
"BA-Cont-Both","G:12372","12/27/2013","445.58","0.00","0.00","0.00","0.00","445.58","1150.07","0.00","0.00","0.00","0.00","1150.07","0.00","0.00","0.00","0.00","0.00","0.00","1595.65","0.00","0.00","0.00","0.00","1595.65"
"BA-Cont-Exp","G:12371","12/27/2013","571.64","0.00","0.00","0.00","0.00","571.64","1671.32","0.00","0.00","0.00","0.00","1671.32","0.00","0.00","0.00","0.00","0.00","0.00","2242.96","0.00","0.00","0.00","0.00","2242.96"
