"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","4358.28","0.00","1906.75","0.00","0.00","741.55","0.00","5523.48","0.00","0.00","6376.23","6265.03","7390.42","0","1.99","Finance charge for: Abington: Month: 10","Next Bill","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","101.10","","10/28/2013","5,232","Other 1","0.000000","0:00:00","1150.07","0.00","1.99","1152.06","(111.20)","6265.03","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acton","5762.96","(0.49)","1849.88","0.00","1609.67","882.08","0.00","5121.09","0.00","0.00","7724.55","7612.35","7612.84","0","2.99","Finance charge for: Acton: Month: 10","Next Bill","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","102.10","","10/28/2013","5,233","Other 1","0.000000","0:00:00","0.00","0.00","2.99","2.99","(112.20)","7612.84","Invoice","Oldest","Interest, Costs, Fees","0","(0.49)","0","1"
"Acushnet","4094.23","(10.05)","948.27","0.00","1834.31","948.27","0.00","2259.92","0.00","0.00","5145.65","5032.45","6625.83","0","3.99","Finance charge for: Acushnet: Month: 10","Next Bill","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","103.10","","10/28/2013","5,234","Other 1","0.000000","0:00:00","1614.49","0.00","3.99","1618.48","(113.20)","5042.50","Invoice","Oldest","Interest, Costs, Fees","0","(10.05)","0","1"
"Adams","3324.75","159.11","1200.21","0.00","2239.35","152.49","152.99","1821.02","0.00","0.00","4639.16","4524.96","6525.78","0","4.99","Finance charge for: Adams: Month: 10","Next Bill","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","104.10","","10/28/2013","5,235","Other 1","0.000000","0:00:00","2020.93","0.00","4.99","2025.92","(114.20)","4365.85","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","2714.23","0.00","1261.32","0.00","2297.30","1138.41","0.00","539.84","0.00","0.00","4090.75","3975.55","6041.83","0","5.99","Finance charge for: Agawam: Month: 10","Next Bill","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","105.10","","10/28/2013","5,236","Other 1","0.000000","0:00:00","2087.68","0.00","5.99","2093.67","(115.20)","3975.55","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","5248.94","407.90","602.33","54.29","2966.15","521.67","367.44","1642.40","0.00","0.00","5905.56","5905.56","8618.43","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","106.09","","09/28/2013","4,658","Electronic Transfer","0.000000","0:00:00","2712.87","0.00","0.00","2712.87","0.00","5497.66","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","13137.27","2069.44","3359.31","205.98","2309.16","2292.74","2042.57","7988.65","0.00","0.00","16702.56","16702.56","21281.50","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","107.08","","08/28/2013","4,079","Debit Card","0.000000","0:00:00","4279.53","299.41","0.00","4578.94","0.00","14633.12","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","1603.40","362.41","5045.16","108.23","839.69","709.85","365.08","4479.76","0.00","0.00","6766.89","6756.79","7325.45","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","108.07","","07/28/2013","3,499","Japan Credit Bureau (JCB)","0.000000","0:00:00","247.53","346.23","0.00","593.76","(10.10)","6394.38","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","1614.49","1479.64","16132.39","289.83","1491.58","2162.65","1483.62","11419.22","0.00","0.00","18036.71","18036.71","19943.27","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","25.09","","10/27/2013","5,038","Unknown","0.000000","0:00:00","469.87","1436.69","0.00","1906.56","0.00","16557.07","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","4363.87","23.55","1198.34","81.76","916.51","452.04","17.85","4234.02","0.00","0.00","5754.07","5643.97","5643.97","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","10/27/2013","110.10","","10/28/2013","5,237","Other 1","0.000000","0:00:00","0.00","0.00","0.00","0.00","(110.10)","5620.42","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
