"Abington","614.21","0.00","854.26","0.00","759.73","2228.20","1468.47","2285.54","2072.74","0.00","0.00","0.00","4358.28","4358.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","2899.75","2072.74","854.26","0.00","759.73","6586.48","5826.75","08/27/2013","8/27/2013 ($25.07)",""
"Acton","0.00","0.00","967.80","0.00","890.16","1857.96","967.80","2149.01","2310.55","0.00","0.00","0.00","4459.56","4459.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","2149.01","2310.55","967.80","0.00","890.16","6317.52","5427.36","08/27/2013","8/27/2013 ($25.07)",""
"Acushnet","0.00","0.00","0.00","0.00","956.35","956.35","0.00","37.36","2531.83","0.00","0.00","0.00","2569.19","2569.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","37.36","2531.83","0.00","0.00","956.35","3525.54","2569.19","08/27/2013","8/27/2013 ($44.35)",""
"Adams","255.15","0.00","1200.21","0.00","0.00","1455.36","1455.36","132.65","396.25","149.03","152.99","160.57","991.49","830.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","387.80","396.25","1349.24","152.99","160.57","2446.85","2286.28","08/27/2013","8/27/2013 ($25.07)",""
"Agawam","336.43","0.00","101.75","0.00","1146.49","1584.67","438.18","0.00","416.93","0.00","0.00","0.00","416.93","416.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","336.43","416.93","101.75","0.00","1146.49","2001.60","855.11","08/27/2013","8/27/2013 ($40.16)",""
"Alford","349.83","0.00","231.22","0.00","127.37","708.42","581.05","385.31","385.31","385.31","367.44","385.31","1908.68","1523.37","3.68","3.04","4.79","0.00","8.99","20.50","11.51","","738.82","388.35","621.32","367.44","521.67","2637.60","2115.93","08/27/2013","7/27/2013 ($25.06)",""
"Amesbury","1089.86","299.41","639.09","299.41","539.80","2867.57","2327.77","1709.89","2631.04","1709.25","1709.89","1709.89","9469.96","7760.07","5.66","11.53","0.00","33.27","43.05","93.51","50.46","","2805.41","2941.98","2348.34","2042.57","2292.74","12431.04","10138.30","08/27/2013","6/27/2013 ($25.05)",""
"Amherst","1947.17","346.23","1023.79","346.23","689.28","4352.70","3663.42","0.00","1133.53","0.00","0.00","0.00","1133.53","1133.53","13.97","0.00","15.07","18.85","20.57","68.46","47.89","","1961.14","1479.76","1038.86","365.08","709.85","5554.69","4844.84","08/27/2013","7/28/2013 ($108.07)",""
"Andover","6390.78","1436.69","1886.99","1436.69","2107.86","13259.01","11151.15","1614.49","0.00","0.00","0.00","0.00","1614.49","1614.49","16.09","33.41","40.77","46.93","54.79","191.99","137.20","","8021.36","1470.10","1927.76","1483.62","2162.65","15065.49","12902.84","08/27/2013","6/28/2013 ($109.06)",""
"Aquinnah","866.84","0.00","0.00","0.00","441.60","1308.44","866.84","1832.87","1614.49","0.00","0.00","0.00","3447.36","3447.36","0.00","11.55","18.37","17.85","18.52","66.29","47.77","","2699.71","1626.04","18.37","17.85","460.12","4822.09","4361.97","08/27/2013","5/28/2013 ($110.05)",""
