"Abington","614.21","2285.54","2072.74","854.26","(5.78)","5820.97","5826.75"
"Acton","0.00","2149.01","2310.55","967.80","(6.42)","5420.94","5427.36"
"Acushnet","0.00","37.36","2531.83","0.00","0.00","2569.19","2569.19"
"Adams","255.15","132.65","396.25","1349.24","152.99","2286.28","2133.29"
"Agawam","336.43","0.00","416.93","101.75","0.00","855.11","855.11"
"Alford","349.83","388.99","388.35","621.32","367.44","2115.93","1748.49"
"Amesbury","791.60","2013.81","2941.98","2348.34","2042.57","10138.30","8095.73"
"Amherst","1603.32","357.82","1479.76","1038.86","365.08","4844.84","4479.76"
"Andover","4964.82","3056.54","1470.10","1927.76","1483.62","12902.84","11419.22"
"Aquinnah","866.84","1832.87","1626.04","18.37","17.85","4361.97","4344.12"
"Arlington","1078.34","2077.33","1862.96","778.42","16.75","5813.80","5797.05"
"Ashburnham","1221.36","2337.36","2102.30","888.86","1.86","6551.74","6549.88"
"Ashby","141.31","2571.22","2334.12","1002.75","25.33","6074.73","6049.40"
"Ashfield","351.80","246.36","2547.53","13.84","12.98","3172.51","3159.53"
"Ashland","879.90","449.85","253.47","1219.86","11.52","2814.60","2803.08"
"Athol","1008.13","0.00","458.07","132.48","6.57","1605.25","1598.68"
"Attleboro","307.59","923.59","5.06","239.01","6.06","1481.31","1475.25"
"Auburn","542.32","1152.89","928.60","361.68","0.00","2985.49","2985.49"
"Avon","1414.39","9.43","1156.41","651.78","13.28","3245.29","3232.01"
"Ayer","1727.61","1625.70","0.00","458.62","8.60","3820.53","3811.93"
"Barnstable","2912.11","1849.47","1634.06","21.10","26.37","6443.11","6416.74"
"Barre","0.00","1987.83","3.12","8.45","38.32","2037.72","1999.40"
"Becket","374.36","0.00","2089.70","10.99","437.34","2912.39","2475.05"
"Bedford","137.52","2568.73","2339.19","21.95","1603.57","6670.96","5067.39"
"Belchertown","0.00","132.09","2570.70","0.00","0.00","2702.79","2702.79"
"Bellingham","2192.96","482.76","233.49","12.35","2761.63","5683.19","2921.56"
"Belmont","3150.81","0.00","478.66","15.41","391.96","4036.84","3644.88"
"Berkley","1268.70","907.42","9.47","9.83","808.25","3003.67","2195.42"
"Berlin","686.09","1135.11","929.16","12.23","453.90","3216.49","2762.59"
"Bernardston","1238.77","8.27","1155.73","35.13","533.68","2971.58","2437.90"
"Beverly","2409.98","903.37","40.56","0.00","613.72","3967.63","3353.91"
"Billerica","1687.03","1892.34","1604.16","22.01","21.39","5226.93","5205.54"
"Blackstone","1251.06","2066.50","1862.12","20.50","971.80","6171.98","5200.18"
"Blandford","0.00","2146.62","2097.05","18.59","69.88","4332.14","4262.26"
"Bolton","440.17","2572.80","2340.50","22.73","1640.52","7016.72","5376.20"
"Boston","1326.37","256.03","2576.14","17.66","0.00","4176.20","4176.20"
"Bourne","2872.03","486.01","261.33","0.00","3571.45","7190.82","3619.37"
"Boxborough","1515.80","11.12","451.67","8.99","207.82","2195.40","1987.58"
"Boxford","666.25","902.63","7.02","1.22","501.12","2078.24","1577.12"
"Boylston","823.99","1132.84","924.72","12.24","438.54","3332.33","2893.79"
"Braintree","1563.79","6.19","1156.52","11.58","694.80","3432.88","2738.08"
"Brewster","1827.66","1625.80","14.19","14.73","443.61","3925.99","3482.38"
"Bridgewater","755.09","1857.25","1625.81","0.00","11.57","4249.72","4238.15"
"Brimfield","1013.60","2092.61","1838.31","21.61","821.93","5788.06","4966.13"
"Brockton","1275.59","2313.53","2103.03","24.17","944.94","6661.26","5716.32"
"Brookfield","214.58","2547.54","2338.91","21.66","21.05","5143.74","5122.69"
"Brookline","407.28","250.06","2.70","2.80","(4.35)","658.49","662.84"
"Buckland","735.93","5.08","251.18","0.00","1272.27","2264.46","992.19"
"Burlington","159.07","1.31","466.09","0.00","106.97","733.44","626.47"
"Cambridge","304.66","920.79","0.00","0.00","224.45","1449.90","1225.45"
"Canton","654.46","1128.47","928.48","11.51","354.34","3077.26","2722.92"
"Carlisle","1574.02","0.00","1144.83","11.55","695.48","3425.88","2730.40"
"Carver","1632.95","1622.48","10.96","11.46","465.87","3743.72","3277.85"
"Charlemont","736.18","1857.19","1625.78","18.57","0.00","4237.72","4237.72"
"Charlton","1150.10","2093.24","1863.96","0.00","819.97","5927.27","5107.30"
"Chatham","1266.02","2338.57","2077.45","24.13","938.77","6644.94","5706.17"
"Chelmsford","204.88","2545.97","2338.86","15.55","1065.51","6170.77","5105.26"
"Chelsea","262.55","225.91","2567.25","13.65","13.26","3082.62","3069.36"
"Cheshire","689.31","470.66","252.95","6.68","1300.97","2720.57","1419.60"
"Chester","981.81","6.20","474.59","6.21","107.28","1576.09","1468.81"
"Chesterfield","295.62","924.84","5.02","0.00","216.30","1441.78","1225.48"
"Chicopee","629.70","1152.76","903.44","11.41","350.60","3047.91","2697.31"
"Chilmark","1338.00","0.00","1140.59","11.22","688.14","3177.95","2489.81"
"Clarksburg","1532.59","1603.18","13.56","14.07","528.07","3691.47","3163.40"
"Clinton","786.35","1857.68","1626.03","84.12","10.82","4365.00","4354.18"
"Cohasset","1032.36","2092.79","1929.82","15.41","752.52","5822.90","5070.38"
"Colrain","1165.71","2404.81","2097.30","0.00","892.76","6560.58","5667.82"
"Concord","99.91","2567.24","2314.17","21.87","1026.66","6029.85","5003.19"
"Conway","310.38","223.34","2572.53","13.91","12.82","3132.98","3120.16"
"Cummington","822.38","452.87","253.47","6.49","1218.87","2754.08","1535.21"
"Dalton","930.30","7.19","473.72","5.99","5.82","1423.02","1417.20"
"Danvers","278.39","923.36","4.94","5.12","213.57","1425.38","1211.81"
