"Default","Abington","Default","25.05"
"Default","Acton","Default","25.05"
"Default","Acushnet","Default","25.05"
"Default","Adams","Default","25.05"
"Default","Agawam","Default","25.05"
"Default","Alford","Default","0.00"
"Default","Amesbury","Default","25.05"
"Default","Amherst","Default","0.00"
"Default","Andover","Default","0.00"
"Default","Aquinnah","Default","0.00"
"Default","Arlington","Default","0.00"
"Default","Ashburnham","Default","0.00"
"Default","Ashby","Default","25.05"
"Default","Ashfield","Default","0.00"
"Default","Ashland","Default","0.00"
"Default","Athol","Default","0.00"
"Default","Attleboro","Default","0.00"
"Default","Auburn","Default","0.00"
"Default","Avon","Default","25.05"
"Default","Ayer","Default","10.77"
"Default","Barnstable","Default","0.00"
"Default","Barre","Default","0.00"
"Default","Becket","Default","0.00"
"Default","Bedford","Default","0.00"
"Default","Belchertown","Default","25.05"
"Default","Bellingham","Default","0.00"
"Default","Belmont","Default","0.00"
"Default","Berkley","Default","0.00"
"Default","Berlin","Default","0.00"
"Default","Bernardston","Default","0.00"
"Default","Beverly","Default","25.05"
"Default","Billerica","Default","0.00"
"Default","Blackstone","Default","0.00"
"Default","Blandford","Default","0.00"
"Default","Bolton","Default","0.00"
"Default","Boston","Default","0.00"
"Default","Bourne","Default","25.05"
"Default","Boxborough","Default","0.00"
"Default","Boxford","Default","0.00"
"Default","Boylston","Default","0.00"
"Default","Braintree","Default","0.00"
"Default","Brewster","Default","0.00"
"Default","Bridgewater","Default","25.05"
"Default","Brimfield","Default","0.00"
"Default","Brockton","Default","0.00"
"Default","Brookfield","Default","0.00"
"Default","Brookline","Default","0.00"
"Default","Buckland","Default","0.00"
"Default","Burlington","Default","25.05"
"Default","Cambridge","Default","19.39"
"Default","Canton","Default","0.00"
"Default","Carlisle","Default","0.00"
"Default","Carver","Default","0.00"
"Default","Charlemont","Default","0.00"
"Default","Charlton","Default","25.05"
"Default","Chatham","Default","0.00"
"Default","Chelmsford","Default","0.00"
"Default","Chelsea","Default","0.00"
"Default","Cheshire","Default","0.00"
"Default","Chester","Default","0.00"
"Default","Chesterfield","Default","25.05"
"Default","Chicopee","Default","0.00"
"Default","Chilmark","Default","0.00"
"Default","Clarksburg","Default","0.00"
"Default","Clinton","Default","0.00"
"Default","Cohasset","Default","0.00"
"Default","Colrain","Default","25.05"
"Default","Concord","Default","0.00"
"Default","Conway","Default","0.00"
"Default","Cummington","Default","0.00"
"Default","Dalton","Default","0.00"
"Default","Danvers","Default","0.00"
"Default","Dartmouth","Default","25.05"
