"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","5499.16","(5.22)","1704.52","0.00","1140.88","0.00","0.00","6062.80","0.00","0.00","7311.70","7198.46","7200.45","0","1.99","Finance charge for: Abington: Month: 12","Next Bill","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","101.12","","12/28/2013","6,370","Other 3","0.000000","0:00:00","0.00","0.00","1.99","1.99","(113.24)","7203.68","Invoice","Oldest","Interest, Costs, Fees","0","(5.22)","0","1"
"Acton","5558.73","(4.75)","1849.88","0.00","0.00","0.00","1609.67","5798.94","0.00","0.00","7518.10","7403.86","7406.85","0","2.99","Finance charge for: Acton: Month: 12","Next Bill","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","102.12","","12/28/2013","6,371","Other 3","0.000000","0:00:00","0.00","0.00","2.99","2.99","(114.24)","7408.61","Invoice","Oldest","Interest, Costs, Fees","0","(4.75)","0","1"
"Acushnet","5481.63","(6.39)","948.27","0.00","1593.63","0.00","1834.31","3001.96","0.00","0.00","6538.75","6423.51","6427.50","0","3.99","Finance charge for: Acushnet: Month: 12","Next Bill","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","103.12","","12/28/2013","6,372","Other 3","0.000000","0:00:00","0.00","0.00","3.99","3.99","(115.24)","6429.90","Invoice","Oldest","Interest, Costs, Fees","0","(6.39)","0","1"
"Adams","5290.57","165.12","1200.21","0.00","2008.93","159.11","2239.35","1918.27","0.00","0.00","6607.02","6490.78","6641.59","0","4.99","Finance charge for: Adams: Month: 12","Next Bill","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","104.12","","12/28/2013","6,373","Other 3","0.000000","0:00:00","170.94","0.00","4.99","175.93","(116.24)","6325.66","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","4597.21","(6.82)","1240.16","0.00","2072.05","0.00","2297.30","1468.02","0.00","0.00","5947.79","5830.55","5836.54","0","5.99","Finance charge for: Agawam: Month: 12","Next Bill","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","105.12","","12/28/2013","6,374","Other 3","0.000000","0:00:00","0.00","0.00","5.99","5.99","(117.24)","5837.37","Invoice","Oldest","Interest, Costs, Fees","0","(6.82)","0","1"
"Alford","8347.12","408.71","602.33","102.77","2737.95","407.90","2966.15","2531.51","0.00","0.00","9064.34","9052.22","9412.41","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","106.09","","09/28/2013","4,658","Electronic Transfer","0.000000","0:00:00","385.31","0.00","0.00","385.31","(12.12)","8643.51","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","19126.69","2071.89","3958.13","328.39","4638.76","2069.44","2309.16","12323.96","0.00","0.00","23413.21","23413.21","25422.51","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,207","Unknown","0.000000","0:00:00","1709.89","299.41","0.00","2009.30","0.00","21341.32","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","1850.93","376.45","5629.50","142.04","597.35","362.41","839.69","5446.57","0.00","0.00","7730.59","7622.47","7968.70","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","108.12","","12/28/2013","6,375","Other 3","0.000000","0:00:00","0.00","346.23","0.00","346.23","(108.12)","7246.02","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","2084.36","1518.52","18896.66","448.25","1983.15","1479.64","1491.58","14956.38","0.00","0.00","21429.27","21429.27","22865.96","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","109.11","","11/28/2013","5,806","Other 2","0.000000","0:00:00","0.00","1436.69","0.00","1436.69","0.00","19910.75","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","4363.87","23.29","1198.34","129.02","23.97","23.55","916.51","4703.91","0.00","0.00","5691.23","5691.23","5691.23","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","110.10","","10/28/2013","5,237","Other 1","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","5667.94","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
