"Abington","0.00","0.00","0.00","0.00","127.31","127.31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","127.31","127.31","0.00","01/27/2013","",""
"Acton","0.00","0.00","0.00","0.00","240.28","240.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","240.28","240.28","0.00","01/27/2013","",""
"Acushnet","0.00","0.00","0.00","0.00","342.89","342.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","342.89","342.89","0.00","01/27/2013","",""
"Adams","0.00","0.00","0.00","0.00","670.85","670.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","670.85","670.85","0.00","01/27/2013","",""
"Agawam","0.00","0.00","0.00","0.00","441.39","441.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","441.39","441.39","0.00","01/27/2013","",""
"Amesbury","0.00","0.00","0.00","0.00","299.41","299.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","299.41","299.41","0.00","01/27/2013","",""
"Amherst","0.00","0.00","0.00","0.00","346.23","346.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","346.23","346.23","0.00","01/27/2013","",""
"Andover","0.00","0.00","0.00","0.00","1436.69","1436.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1436.69","1436.69","0.00","01/27/2013","",""
"Arlington","0.00","0.00","0.00","0.00","1189.38","1189.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1189.38","1189.38","0.00","01/27/2013","",""
"Ashburnham","0.00","0.00","0.00","0.00","131.19","131.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","131.19","131.19","0.00","01/27/2013","",""
"Ashby","0.00","0.00","0.00","0.00","235.97","235.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","235.97","235.97","0.00","01/27/2013","",""
"Ashfield","0.00","0.00","0.00","0.00","346.58","346.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","346.58","346.58","0.00","01/27/2013","",""
"Ashland","0.00","0.00","0.00","0.00","652.22","652.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","652.22","652.22","0.00","01/27/2013","",""
"Athol","0.00","0.00","0.00","0.00","446.23","446.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","446.23","446.23","0.00","01/27/2013","",""
"Auburn","0.00","0.00","0.00","0.00","772.62","772.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","772.62","772.62","0.00","01/27/2013","",""
"Avon","0.00","0.00","0.00","0.00","888.53","888.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","888.53","888.53","0.00","01/27/2013","",""
"Ayer","0.00","0.00","0.00","0.00","968.28","968.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","968.28","968.28","0.00","01/27/2013","",""
"Barre","0.00","0.00","0.00","0.00","46.82","46.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","46.82","46.82","0.00","01/27/2013","",""
"Becket","0.00","0.00","0.00","0.00","62.44","62.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","62.44","62.44","0.00","01/27/2013","",""
"Bedford","0.00","0.00","0.00","0.00","384.48","384.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","384.48","384.48","0.00","01/27/2013","",""
"Bellingham","0.00","0.00","0.00","0.00","1522.11","1522.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1522.11","1522.11","0.00","01/27/2013","",""
"Belmont","0.00","0.00","0.00","0.00","1319.44","1319.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1319.44","1319.44","0.00","01/27/2013","",""
"Berlin","0.00","0.00","0.00","0.00","944.16","944.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","944.16","944.16","0.00","01/27/2013","",""
"Bernardston","0.00","0.00","0.00","0.00","725.73","725.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","725.73","725.73","0.00","01/27/2013","",""
"Beverly","0.00","0.00","0.00","0.00","1337.81","1337.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1337.81","1337.81","0.00","01/27/2013","",""
"Blackstone","0.00","0.00","0.00","0.00","1480.81","1480.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1480.81","1480.81","0.00","01/27/2013","",""
"Blandford","0.00","0.00","0.00","0.00","7.66","7.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","7.66","7.66","0.00","01/27/2013","",""
"Bolton","0.00","0.00","0.00","0.00","387.02","387.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","387.02","387.02","0.00","01/27/2013","",""
"Boston","0.00","0.00","0.00","0.00","862.48","862.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","862.48","862.48","0.00","01/27/2013","",""
"Bourne","0.00","0.00","0.00","0.00","1974.18","1974.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1974.18","1974.18","0.00","01/27/2013","",""
"Boxborough","0.00","0.00","0.00","0.00","721.51","721.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","721.51","721.51","0.00","01/27/2013","",""
"Boylston","0.00","0.00","0.00","0.00","959.96","959.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","959.96","959.96","0.00","01/27/2013","",""
"Braintree","0.00","0.00","0.00","0.00","921.11","921.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","921.11","921.11","0.00","01/27/2013","",""
"Brewster","0.00","0.00","0.00","0.00","1043.10","1043.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1043.10","1043.10","0.00","01/27/2013","",""
"Brimfield","0.00","0.00","0.00","0.00","1293.40","1293.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1293.40","1293.40","0.00","01/27/2013","",""
"Brockton","0.00","0.00","0.00","0.00","126.11","126.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","126.11","126.11","0.00","01/27/2013","",""
"Brookfield","0.00","0.00","0.00","0.00","233.51","233.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","233.51","233.51","0.00","01/27/2013","",""
"Brookline","0.00","0.00","0.00","0.00","343.01","343.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","343.01","343.01","0.00","01/27/2013","",""
"Buckland","0.00","0.00","0.00","0.00","684.01","684.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","684.01","684.01","0.00","01/27/2013","",""
"Burlington","0.00","0.00","0.00","0.00","454.67","454.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","454.67","454.67","0.00","01/27/2013","",""
"Canton","0.00","0.00","0.00","0.00","802.04","802.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","802.04","802.04","0.00","01/27/2013","",""
