"Client Nickname 1","% Billable Costs","% Billable Fees","% Billable Fees & Costs","% Billable Hours","% Profit. Fees & Costs","% Profitability Costs","% Profitability Fees","% Profitability Full Bill","Actual Costs","Actual Fees","Actual Fees & Costs","Adjustment Profit. Bill","Adjustment Profit. Costs","Adjustment Profit. Fees","Adjustment Profit. Total","","Billable Costs","Billable Fees","Billable Fees & Costs","Billable Hours","Credits","","Expense Slip Value","Finance Charge","Flat Arrg Costs","Flat Arrg Costs G/L","Flat Arrg Fees","Flat Arrg Fees G/L","Interest","Invoice Charges","Markdown Billable Costs","Markdown Billable Fees","Markup Billable Costs","Markup Billable Fees","Payments","Profit. Fees & Costs","Profitability Costs","Profitability Fees","Profitability Full Bill","Refunds","Slip Time Spent","Time Slip Value","Total A/R","Total Finance & Interest","Total Hours","Total Markup+Down Costs","Total Markup+Down Fees","Total Slip Costs","Total Slip Fees","Total Slip Fees & Costs","Total Tax","Total Tax Costs","Total Tax Fees","Total Write Downs","Total Write Ups","Unbillable Costs","Unbillable Fees","Unbillable Fees & Costs","Unbillable Hours","Write Down Bill","Write Down Costs","Write Down Fees","Write Offs","Write Up Bill","Write Up Costs","Write Up Fees",
"Abington","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","4235.24","2861.27","7096.51","0.00","0.00","0.00","0.00","102.92","4235.24","2861.27","7096.51","27:48:00","28.28","102.92","4033.56","13.93","0.00","0.00","0.00","0.00","92.43","7497.32","0.00","0.00","201.68","0.00","882.56","0.00","0.00","0.00","0.00","0.00","27:48:00","2861.27","6586.48","106.36","27:48:00","201.68","0.00","4235.24","2861.27","7096.51","294.45","180.00","114.45","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","4697.55","2154.40","6851.95","0.00","0.00","0.00","0.00","103.58","4697.55","2154.40","6851.95","20:48:00","28.28","103.58","4473.85","20.93","0.00","0.00","0.00","0.00","76.66","7235.36","0.00","0.00","223.70","0.00","889.56","0.00","0.00","0.00","0.00","0.00","20:48:00","2154.40","6317.52","97.59","20:48:00","223.70","0.00","4697.55","2154.40","6851.95","285.82","199.65","86.17","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acushnet","100.00","58.44","79.71","58.87","(20.29)","0.00","(41.56)","0.00","2702.32","1506.45","4208.77","0.00","0.00","0.00","0.00","103.18","2702.32","1506.45","4208.77","14:36:00","28.28","60.74","2573.63","27.93","0.00","0.00","0.00","0.00","38.57","4450.38","0.00","0.00","128.69","0.00","896.56","(1071.31)","0.00","(1071.31)","0.00","0.00","24:48:00","2577.76","3525.54","66.50","24:48:00","128.69","0.00","2702.32","2577.76","5280.08","175.11","114.85","60.26","0.00","0.00","0.00","1071.31","1071.31","10:12:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Adams","100.00","66.67","76.37","66.88","(29.21)","(19.16)","(33.33)","0.00","1057.29","2122.43","3179.72","0.00","(250.60)","0.00","(250.60)","103.03","1307.89","2122.43","3430.32","20:36:00","28.28","68.91","2372.38","34.93","0.00","0.00","0.00","0.00","34.21","3378.69","1075.80","0.00","11.31","0.00","903.56","(1311.81)","(250.60)","(1061.21)","0.00","0.00","30:48:00","3183.64","2446.85","69.14","30:48:00","(1064.49)","0.00","1307.89","3183.64","4491.53","129.83","44.94","84.89","250.60","0.00","0.00","1061.21","1061.21","10:12:00","0.00","250.60","0.00","0.00","0.00","0.00","0.00"
"Agawam","8.59","100.00","36.56","100.00","(63.44)","(91.41)","0.00","0.00","450.71","2313.74","2764.45","0.00","0.00","0.00","0.00","101.48","450.71","2313.74","2764.45","22:48:00","28.28","101.48","3601.15","41.93","0.00","0.00","0.00","0.00","22.35","2940.44","0.00","0.00","21.46","0.00","910.56","(4797.00)","(4797.00)","0.00","0.00","0.00","22:48:00","2313.74","2001.60","64.28","22:48:00","21.46","0.00","5247.71","2313.74","7561.45","111.71","19.16","92.55","0.00","0.00","4797.00","0.00","4797.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Alford","75.91","10.91","28.93","15.45","(73.58)","(33.16)","(89.09)","0.00","1848.00","786.05","2634.05","0.00","(250.60)","0.00","(250.60)","103.43","2098.60","786.05","2884.65","7:36:00","3.03","15.98","4841.98","0.00","0.00","0.00","0.00","0.00","27.69","2771.73","2109.00","0.00","0.00","0.00","131.10","(7337.66)","(916.70)","(6420.96)","0.00","0.00","49:12:00","5031.73","2637.60","27.69","49:12:00","(2109.00)","0.00","2764.70","7207.01","9971.71","109.99","78.55","31.44","250.60","0.00","666.10","6420.96","7087.06","41:36:00","0.00","250.60","0.00","0.00","0.00","0.00","0.00"
"Amesbury","100.00","79.32","93.43","83.58","(7.69)","2.90","(30.43)","0.00","9084.50","2860.89","11945.39","0.00","256.15","(715.44)","(459.29)","57.23","8828.35","3261.93","12090.28","57:00:00","2.02","41.95","6094.77","0.00","0.00","0.00","0.00","0.00","119.19","12565.14","0.00","3033.44","2733.58","0.00","132.08","(995.25)","256.15","(1251.40)","0.00","0.00","68:12:00","7145.73","12431.04","119.19","68:12:00","2733.58","(3033.44)","8828.35","4112.29","12940.64","500.56","386.10","114.46","715.44","256.15","0.00","850.36","850.36","11:12:00","0.00","0.00","715.44","0.00","0.00","256.15","0.00"
"Amherst","10.36","93.96","37.45","92.70","(65.09)","(89.64)","(13.90)","0.00","1103.18","4394.02","5497.20","0.00","0.00","(709.44)","(709.44)","62.93","1103.18","4794.98","5898.16","76:12:00","1.01","53.46","7359.60","0.00","0.00","0.00","0.00","0.00","76.96","5796.83","0.00","3389.36","52.53","0.00","241.13","(10250.74)","(9541.30)","(709.44)","0.00","0.00","82:12:00","8492.82","5554.69","76.96","82:12:00","52.53","(3389.36)","10644.48","5103.46","15747.94","222.67","46.89","175.78","709.44","0.00","9541.30","308.48","9849.78","6:00:00","0.00","0.00","709.44","0.00","0.00","0.00","0.00"
"Andover","53.89","93.00","86.13","93.49","(11.36)","(46.11)","(3.96)","0.00","1548.67","12958.72","14507.39","0.00","0.00","(534.72)","(534.72)","145.58","1548.67","12548.88","14097.55","86:12:00","0.00","140.55","2736.71","0.00","0.00","0.00","0.00","0.00","217.02","15308.59","0.00","0.00","73.75","3925.12","243.10","(1859.60)","(1324.88)","(534.72)","0.00","0.00","92:12:00","9568.32","15065.49","217.02","92:12:00","73.75","3925.12","2873.55","13493.44","16366.99","584.18","65.82","518.36","534.72","0.00","1324.88","944.56","2269.44","6:00:00","0.00","0.00","534.72","0.00","0.00","0.00","0.00"
"Aquinnah","100.00","9.48","26.47","13.37","(73.53)","0.00","(90.52)","0.00","3323.24","1363.94","4687.18","0.00","0.00","0.00","0.00","101.79","3323.24","1363.94","4687.18","13:24:00","0.00","13.61","3164.99","0.00","0.00","0.00","0.00","0.00","74.19","4957.16","0.00","0.00","158.25","0.00","135.07","(13017.80)","0.00","(13017.80)","0.00","0.00","100:12:00","10155.02","4822.09","74.19","100:12:00","158.25","0.00","3323.24","14381.74","17704.98","195.79","141.24","54.55","0.00","0.00","0.00","13017.80","13017.80","86:48:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Arlington","100.00","53.86","77.89","54.44","(22.11)","0.00","(46.14)","0.00","3777.14","1871.62","5648.76","0.00","0.00","0.00","0.00","101.72","3777.14","1871.62","5648.76","18:24:00","7.07","55.37","3597.28","0.00","0.00","0.00","0.00","0.00","97.45","5981.61","0.00","0.00","179.86","0.00","160.74","(1603.09)","0.00","(1603.09)","0.00","0.00","33:48:00","3474.71","5813.80","97.45","33:48:00","179.86","0.00","3777.14","3474.71","7251.85","235.40","160.53","74.87","0.00","0.00","0.00","1603.09","1603.09","15:24:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashburnham","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","4235.24","2875.32","7110.56","0.00","0.00","0.00","0.00","103.43","4235.24","2875.32","7110.56","27:48:00","6.06","103.43","4033.56","0.00","0.00","0.00","0.00","0.00","104.26","7509.84","0.00","0.00","201.68","0.00","137.09","0.00","0.00","0.00","0.00","0.00","27:48:00","2875.32","7366.69","104.26","27:48:00","201.68","0.00","4235.24","2875.32","7110.56","295.02","180.00","115.02","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashby","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","4697.55","2164.72","6862.27","0.00","0.00","0.00","0.00","104.07","4697.55","2164.72","6862.27","20:48:00","5.05","104.07","4473.85","0.00","0.00","0.00","0.00","0.00","87.70","7236.22","0.00","0.00","223.70","0.00","251.14","0.00","0.00","0.00","0.00","0.00","20:48:00","2164.72","6980.03","87.70","20:48:00","223.70","0.00","4697.55","2164.72","6862.27","286.25","199.65","86.60","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashfield","100.00","59.00","80.03","58.87","(19.97)","0.00","(41.00)","0.00","2702.32","1513.85","4216.17","0.00","0.00","0.00","0.00","103.69","2702.32","1513.85","4216.17","14:36:00","4.04","61.04","2573.63","0.00","0.00","0.00","0.00","0.00","47.97","4439.54","0.00","0.00","128.69","0.00","253.11","(1052.03)","0.00","(1052.03)","0.00","0.00","24:48:00","2565.88","4182.39","47.97","24:48:00","128.69","0.00","2702.32","2565.88","5268.20","175.40","114.85","60.55","0.00","0.00","0.00","1052.03","1052.03","10:12:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
