"1","TIME","Open","CoreyM","1:12:00","102.01","","","122.41","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12345","01/27/2013","Abington","1:06:00","Billable","","Create something new","AAA-Project","0:06:00","","","Slip: t1"
"2","TIME","Open","JamesR","2:12:00","105.02","","","231.04","01/01/2013","","","DemoS","0:00:00","T@2","Billed","G:12346","01/27/2013","Acton","2:06:00","Billable","","Rip down something old","ACTON-Project01","0:06:00","","","Slip: t2"
"3","TIME","Open","SamS","3:12:00","103.03","","","329.70","01/01/2013","","","Fix","0:00:00","T@3","Billed","G:12347","01/27/2013","Acushnet","3:06:00","Billable","","Take something old and make it better","ACUSH-Project02","0:06:00","","","Slip: t3"
"4","TIME","Open","ShawnR","6:12:00","104.04","","","645.05","01/01/2013","","","DesignS","0:00:00","T@4","Billed","G:12348","01/27/2013","Adams","6:06:00","Billable","","Noodle about a new structure","EEE-Project","0:06:00","","","Slip: t4"
"5","TIME","Open","TomH","4:12:00","101.05","","","424.41","01/01/2013","","","Bid","0:00:00","T@5","Billed","G:12349","01/27/2013","Agawam","4:06:00","Override","","Promise you can do something great","III-Project","0:06:00","","","Slip: t5"
"6","TIME","Open","CoreyM","5:12:00","102.06","","","530.71","12/27/2013","","","Clean","5:12:00","T@6","WIP","","","Alford","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","OOO-Project","0:06:00","Recurring","","Slip: t6"
"7","TIME","Open","JamesR","7:12:00","105.07","","","756.50","12/27/2013","","","DesignL","0:45:00","T@7","WIP","","","Amesbury","7:06:00","Override","","Noodle about landscape","UUU-Project","0:06:00","Recurring","","Slip: t7"
"8","TIME","Open","SamS","8:12:00","103.08","","","845.26","12/27/2013","","","Planting","0:45:00","T@8","WIP","","","Amherst","8:06:00","Override","","Plant all kinds of stuff","","0:06:00","Recurring","","Slip: t8"
"9","TIME","Open","ShawnR","9:12:00","104.09","","","957.63","12/27/2013","","","Lot Maintenance","0:45:00","T@9","WIP","","","Andover","9:06:00","Override","","Mow, trim, dig up, and spread","AAA-Project","0:06:00","Recurring","","Slip: t9"
"10","TIME","Open","TomH","10:12:00","101.10","","","1031.22","12/27/2013","","","Water Feature","10:12:00","T@10","WIP","","","Aquinnah","10:06:00","No Charge","","Make something splash and flow","AQUIN-Project01","0:06:00","Recurring","","Slip: t10"
"11","TIME","Open","CoreyM","11:12:00","102.11","","","1143.63","01/02/2013","","","Pave","0:00:00","T@11","Billed","G:12355","01/27/2013","Arlington","11:06:00","Billable","","Create pretty pattern with stones","ARLIN-Project02","0:06:00","","","Slip: t11"
"12","TIME","Open","JamesR","1:12:00","105.12","","","126.14","01/02/2013","","","Build Structure","0:00:00","T@12","Billed","G:12356","01/27/2013","Ashburnham","1:06:00","Billable","","Create something new","EEE-Project","0:06:00","","","Slip: t12"
"13","TIME","Open","SamS","2:12:00","103.13","","","226.89","01/02/2013","","","DemoS","0:00:00","T@13","Billed","G:12357","01/27/2013","Ashby","2:06:00","Billable","","Rip down something old","III-Project","0:06:00","","","Slip: t13"
"14","TIME","Open","ShawnR","3:12:00","104.14","","","333.25","01/02/2013","","","Fix","0:00:00","T@14","Billed","G:12358","01/27/2013","Ashfield","3:06:00","Billable","","Take something old and make it better","OOO-Project","0:06:00","","","Slip: t14"
"15","TIME","Open","TomH","6:12:00","101.15","","","627.13","01/02/2013","","","DesignS","0:00:00","T@15","Billed","G:12359","01/27/2013","Ashland","6:06:00","Billable","","Noodle about a new structure","UUU-Project","0:06:00","","","Slip: t15"
"16","TIME","Open","CoreyM","4:12:00","102.16","","","429.07","01/02/2013","","","Bid","0:00:00","T@16","Billed","G:12360","01/27/2013","Athol","4:06:00","Override","","Promise you can do something great","","0:06:00","","","Slip: t16"
"17","TIME","Open","JamesR","5:12:00","105.17","","","546.88","01/03/2013","","","Clean","5:12:00","T@17","Billed","G:12361","01/27/2013","Attleboro","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","AAA-Project","0:06:00","","","Slip: t17"
"18","TIME","Open","SamS","7:12:00","103.18","","","742.90","01/03/2013","","","DesignL","0:00:00","T@18","Billed","G:12362","01/27/2013","Auburn","7:06:00","Billable","","Noodle about landscape","AUBUR-Project01","0:06:00","","","Slip: t18"
"19","TIME","Open","ShawnR","8:12:00","104.19","","","854.36","01/03/2013","","","Planting","0:00:00","T@19","Billed","G:12363","01/27/2013","Avon","8:06:00","Billable","","Plant all kinds of stuff","AVON-Project02","0:06:00","","","Slip: t19"
"20","TIME","Open","TomH","9:12:00","101.20","","","931.04","01/03/2013","","","Lot Maintenance","0:00:00","T@20","Billed","G:12364","01/27/2013","Ayer","9:06:00","Override","","Mow, trim, dig up, and spread","EEE-Project","0:06:00","","","Slip: t20"
"21","TIME","Open","CoreyM","10:12:00","317.01","","","3233.50","01/03/2013","","","Water Feature","10:12:00","C@1","Billed","G:12365","01/27/2013","Barnstable","10:06:00","No Charge","","Make something splash and flow","III-Project","0:06:00","","","Slip: t21"
"22","TIME","Open","JamesR","11:12:00","4.02","","","45.02","01/03/2013","","","Pave","0:00:00","C@2","Billed","G:12366","01/27/2013","Barre","11:06:00","Billable","","Create pretty pattern with stones","OOO-Project","0:06:00","","","Slip: t22"
"23","TIME","Open","SamS","1:12:00","50.03","","","60.04","01/03/2013","","","Build Structure","0:00:00","C@3","Billed","G:12367","01/27/2013","Becket","1:06:00","Billable","","Create something new","UUU-Project","0:06:00","","","Slip: t23"
"24","TIME","Open","ShawnR","2:12:00","168.04","","","369.69","01/03/2013","","","DemoS","0:00:00","C@4","Billed","G:12368","01/27/2013","Bedford","2:06:00","Billable","","Rip down something old","","0:06:00","","","Slip: t24"
"25","TIME","Open","TomH","3:12:00","5.05","","","16.16","01/04/2013","","","Fix","0:00:00","C@5","WIP","","","Belchertown","3:06:00","Billable","Hold","Take something old and make it better","AAA-Project","0:06:00","","","Slip: t25"
"26","TIME","Open","CoreyM","6:12:00","236.06","","","1463.57","01/04/2013","","","DesignS","0:00:00","C@6","Billed","G:12369","01/27/2013","Bellingham","6:06:00","Billable","","Noodle about a new structure","BELLI-Project01","0:06:00","","","Slip: t26"
"27","TIME","Open","JamesR","4:12:00","302.07","","","1268.69","01/04/2013","","","Bid","0:00:00","C@7","Billed","G:12370","01/27/2013","Belmont","4:06:00","Override","","Promise you can do something great","BELMO-Project02","0:06:00","","","Slip: t27"
"28","TIME","Open","SamS","5:12:00","349.08","","","1815.22","01/04/2013","","","Clean","5:12:00","C@8","Billed","G:12371","01/27/2013","Berkley","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","EEE-Project","0:06:00","","","Slip: t28"
"29","TIME","Open","ShawnR","7:12:00","126.09","","","907.85","01/04/2013","","","DesignL","0:00:00","C@9","Billed","G:12372","01/27/2013","Berlin","7:06:00","Billable","","Noodle about landscape","III-Project","0:06:00","","","Slip: t29"
"30","TIME","Open","TomH","8:12:00","85.10","","","697.82","01/04/2013","","","Planting","0:00:00","C@10","Billed","G:12373","01/27/2013","Bernardston","8:06:00","Billable","","Plant all kinds of stuff","OOO-Project","0:06:00","","","Slip: t30"
"31","TIME","Open","CoreyM","5:58:48","215.11","","","1286.36","01/04/2013","","","Lot Maintenance","0:00:00","C@11","Billed","G:12374","01/27/2013","Beverly","9:06:00","Override","","Mow, trim, dig up, and spread","UUU-Project","-3:07:12","","","Slip: t31"
"32","TIME","Open","JamesR","10:12:00","190.12","","","1939.22","01/04/2013","","","Water Feature","10:12:00","C@12","Billed","G:12375","01/27/2013","Billerica","10:06:00","No Charge","","Make something splash and flow","","0:06:00","","","Slip: t32"
"33","TIME","Open","SamS","11:12:00","127.13","","","1423.86","01/05/2013","","","Pave","0:00:00","C@13","Billed","G:12376","01/27/2013","Blackstone","11:06:00","Billable","","Create pretty pattern with stones","AAA-Project","0:06:00","","","Slip: t33"
"34","TIME","Open","ShawnR","1:12:00","6.14","","","7.37","01/05/2013","","","Build Structure","0:00:00","C@14","Billed","G:12377","01/27/2013","Blandford","1:06:00","Billable","","Create something new","BLAND-Project01","0:06:00","","","Slip: t34"
"35","TIME","Open","TomH","2:12:00","169.15","","","372.13","01/05/2013","","","DemoS","0:00:00","C@15","Billed","G:12378","01/27/2013","Bolton","2:06:00","Billable","","Rip down something old","BOLTO-Project02","0:06:00","","","Slip: t35"
"36","TIME","Open","CoreyM","3:12:00","259.16","","","829.31","01/05/2013","","","Fix","0:00:00","C@16","Billed","G:12379","01/27/2013","Boston","3:06:00","Billable","","Take something old and make it better","EEE-Project","0:06:00","","","Slip: t36"
"37","TIME","Open","JamesR","6:12:00","306.17","","","1898.25","01/05/2013","","","DesignS","0:00:00","C@17","Billed","G:12380","01/27/2013","Bourne","6:06:00","Billable","","Noodle about a new structure","III-Project","0:06:00","","","Slip: t37"
