"Client Nickname 1","% Billable Costs","% Billable Fees","% Billable Fees & Costs","% Billable Hours","% Profit. Fees & Costs","% Profitability Costs","% Profitability Fees","% Profitability Full Bill","Actual Costs","Actual Fees","Actual Fees & Costs","Adjustment Profit. Bill","Adjustment Profit. Costs","Adjustment Profit. Fees","Adjustment Profit. Total","","Billable Costs","Billable Fees","Billable Fees & Costs","Billable Hours","Credits","","Expense Slip Value","Finance Charge","Flat Arrg Costs","Flat Arrg Costs G/L","Flat Arrg Fees","Flat Arrg Fees G/L","Interest","Invoice Charges","Markdown Billable Costs","Markdown Billable Fees","Markup Billable Costs","Markup Billable Fees","Payments","Profit. Fees & Costs","Profitability Costs","Profitability Fees","Profitability Full Bill","Refunds","Slip Time Spent","Time Slip Value","Total A/R","Total Finance & Interest","Total Hours","Total Markup+Down Costs","Total Markup+Down Fees","Total Slip Costs","Total Slip Fees","Total Slip Fees & Costs","Total Tax","Total Tax Costs","Total Tax Fees","Total Write Downs","Total Write Ups","Unbillable Costs","Unbillable Fees","Unbillable Fees & Costs","Unbillable Hours","Write Down Bill","Write Down Costs","Write Down Fees","Write Offs","Write Up Bill","Write Up Costs","Write Up Fees",
"Abington","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","4235.24","2126.80","6362.04","0.00","0.00","0.00","0.00","103.24","4235.24","2126.80","6362.04","20:36:00","21.21","103.24","4033.56","11.94","0.00","0.00","0.00","0.00","67.69","6706.74","0.00","0.00","201.68","0.00","756.42","0.00","0.00","0.00","0.00","0.00","20:36:00","2126.80","5929.11","79.63","20:36:00","201.68","0.00","4235.24","2126.80","6362.04","265.07","180.00","85.07","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","4697.55","1293.24","5990.79","0.00","0.00","0.00","0.00","102.64","4697.55","1293.24","5990.79","12:36:00","21.21","102.64","4473.85","17.94","0.00","0.00","0.00","0.00","53.61","6313.71","0.00","0.00","223.70","0.00","762.42","0.00","0.00","0.00","0.00","0.00","12:36:00","1293.24","5530.08","71.55","12:36:00","223.70","0.00","4697.55","1293.24","5990.79","251.37","199.65","51.72","0.00","0.00","0.00","0.00","0.00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acushnet","100.00","34.27","75.27","34.62","(24.73)","0.00","(65.73)","0.00","2702.32","558.57","3260.89","0.00","0.00","0.00","0.00","103.44","2702.32","558.57","3260.89","5:24:00","21.21","35.81","2573.63","23.94","0.00","0.00","0.00","0.00","27.66","3449.68","0.00","0.00","128.69","0.00","749.14","(1071.31)","0.00","(1071.31)","0.00","0.00","15:36:00","1629.88","2679.33","51.60","15:36:00","128.69","0.00","2702.32","1629.88","4332.20","137.19","114.85","22.34","0.00","0.00","0.00","1071.31","1071.31","10:12:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Adams","100.00","100.00","100.00","100.00","(6.23)","(18.33)","0.00","0.00","893.32","2122.43","3015.75","0.00","(200.48)","0.00","(200.48)","103.03","1093.80","2122.43","3216.23","20:36:00","21.21","103.03","1943.13","29.94","0.00","0.00","0.00","0.00","24.50","3193.05","860.64","0.00","11.31","0.00","774.42","(200.48)","(200.48)","0.00","0.00","0.00","20:36:00","2122.43","2397.42","54.44","20:36:00","(849.33)","0.00","1093.80","2122.43","3216.23","122.86","37.97","84.89","200.48","0.00","0.00","0.00","0.00","0:00:00","0.00","200.48","0.00","0.00","0.00","0.00","0.00"
"Agawam","10.51","100.00","29.85","100.00","(70.15)","(89.49)","0.00","0.00","450.71","1181.98","1632.69","0.00","0.00","0.00","0.00","101.89","450.71","1181.98","1632.69","11:36:00","21.21","101.89","2966.77","35.94","0.00","0.00","0.00","0.00","18.72","1753.79","0.00","0.00","21.46","0.00","765.33","(3837.60)","(3837.60)","0.00","0.00","0.00","11:36:00","1181.98","967.25","54.66","11:36:00","21.46","0.00","4288.31","1181.98","5470.29","66.44","19.16","47.28","0.00","0.00","3837.60","0.00","3837.60","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Alford","71.59","10.56","27.15","14.95","(75.17)","(36.95)","(89.44)","0.00","1478.40","663.58","2141.98","0.00","(200.48)","0.00","(200.48)","103.68","1678.88","663.58","2342.46","6:24:00","3.03","15.50","4000.46","0.00","0.00","0.00","0.00","0.00","18.70","2250.06","1687.20","0.00","0.00","0.00","131.10","(6484.92)","(866.58)","(5618.34)","0.00","0.00","42:48:00","4378.55","2115.93","18.70","42:48:00","(1687.20)","0.00","2344.98","6281.92","8626.90","89.38","62.84","26.54","200.48","0.00","666.10","5618.34","6284.44","36:24:00","0.00","200.48","0.00","0.00","0.00","0.00","0.00"
"Amesbury","100.00","76.85","92.45","82.23","(8.91)","2.83","(33.16)","0.00","7444.32","2341.85","9786.17","0.00","204.92","(626.01)","(421.09)","55.69","7239.40","2692.76","9932.16","48:21:00","2.02","39.83","5044.12","0.00","0.00","0.00","0.00","0.00","76.14","10272.40","0.00","2654.26","2195.28","0.00","132.08","(957.05)","204.92","(1161.97)","0.00","0.00","58:48:00","6158.08","10138.30","76.14","58:48:00","2195.28","(2654.26)","7239.40","3503.82","10743.22","410.09","316.39","93.70","626.01","204.92","0.00","811.06","811.06","10:27:00","0.00","0.00","626.01","0.00","0.00","204.92","0.00"
"Amherst","12.63","93.80","39.62","92.58","(63.06)","(87.37)","(14.26)","0.00","1103.18","3731.25","4834.43","0.00","0.00","(620.76)","(620.76)","62.27","1103.18","4082.09","5185.27","65:33:00","1.01","52.70","6097.81","0.00","0.00","0.00","0.00","0.00","56.39","5086.98","0.00","2965.69","52.53","0.00","133.06","(8253.80)","(7633.04)","(620.76)","0.00","0.00","70:48:00","7317.70","4952.91","56.39","70:48:00","52.53","(2965.69)","8736.22","4352.01","13088.23","196.16","46.89","149.27","620.76","0.00","7633.04","269.92","7902.96","5:15:00","0.00","0.00","620.76","0.00","0.00","0.00","0.00"
"Andover","53.89","92.75","84.93","93.16","(12.56)","(46.11)","(4.10)","0.00","1548.67","10931.93","12480.60","0.00","0.00","(467.88)","(467.88)","147.78","1548.67","10573.32","12121.99","71:33:00","0.00","142.34","2736.71","0.00","0.00","0.00","0.00","0.00","162.23","13145.94","0.00","0.00","73.75","3434.48","243.10","(1792.76)","(1324.88)","(467.88)","0.00","0.00","76:48:00","7965.33","12902.84","162.23","76:48:00","73.75","3434.48","2873.55","11399.81","14273.36","503.11","65.82","437.29","467.88","0.00","1324.88","826.49","2151.37","5:15:00","0.00","0.00","467.88","0.00","0.00","0.00","0.00"
"Aquinnah","100.00","7.58","27.11","10.72","(72.89)","0.00","(92.42)","0.00","3323.24","939.32","4262.56","0.00","0.00","0.00","0.00","102.10","3323.24","939.32","4262.56","9:12:00","0.00","10.95","3164.99","0.00","0.00","0.00","0.00","0.00","55.67","4497.04","0.00","0.00","158.25","0.00","135.07","(11458.24)","0.00","(11458.24)","0.00","0.00","85:48:00","8699.18","4361.97","55.67","85:48:00","158.25","0.00","3323.24","12397.56","15720.80","178.81","141.24","37.57","0.00","0.00","0.00","11458.24","11458.24","76:36:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
