"Abington","03/27/2013","0.00","0.00","0.00","0.00","(103.02)","1122.49","","0.00","0.00","1.99","0.00","(3.03)","1.99","0:00:00","0:00:00","0.00","0.00","0.00","(106.05)","0.00","0.00","0.00","1018.43"
"Acton","03/27/2013","0.00","0.00","0.00","0.00","(105.02)","140.34","","0.00","0.00","2.99","0.00","(3.03)","2.99","0:00:00","0:00:00","0.00","0.00","0.00","(108.05)","0.00","0.00","0.00","35.28"
"Acushnet","03/27/2013","0.00","0.00","0.00","0.00","(107.02)","351.84","","0.00","0.00","3.99","0.00","(3.03)","3.99","0:00:00","0:00:00","0.00","0.00","0.00","(110.05)","0.00","0.00","0.00","245.78"
"Adams","03/27/2013","0.00","0.00","0.00","0.00","(147.32)","778.43","03/27/2013","214.09","0.00","4.99","0.00","(3.03)","175.93","0:00:00","0:00:00","0.00","0.00","0.00","(150.35)","6.97","(50.12)","0.00","804.01"
"Agawam","03/27/2013","0.00","0.00","0.00","0.00","(111.02)","868.75","03/27/2013","0.00","959.40","5.99","0.00","(3.03)","5.99","0:00:00","0:00:00","0.00","0.00","0.00","(114.05)","0.00","0.00","0.00","760.69"
"Alford","03/27/2013","0.00","802.62","0.00","0.00","0.00","458.90","03/27/2013","419.72","0.00","0.00","0.00","(3.03)","385.31","0:00:00","5:12:00","0.00","0.00","0.00","(3.03)","15.71","(50.12)","0.00","841.18"
"Amesbury","03/27/2013","338.02","39.30","0.00","0.00","(107.03)","898.63","03/27/2013","1588.95","0.00","0.00","51.23","0.00","2009.30","6:27:00","0:45:00","11.52","(89.43)","0.00","(107.03)","69.71","0.00","0.00","2800.90"
"Amherst","03/27/2013","383.03","38.56","0.00","0.00","0.00","1711.39","03/27/2013","0.00","1908.26","0.00","0.00","0.00","346.23","7:27:00","0:45:00","13.32","(88.68)","0.00","0.00","0.00","0.00","0.00","2057.62"
"Andover","03/27/2013","1330.20","118.07","0.00","0.00","(25.03)","5073.88","03/27/2013","0.00","0.00","0.00","0.00","0.00","1436.69","8:27:00","0:45:00","55.26","(66.84)","0.00","(25.03)","0.00","0.00","0.00","6485.54"
"Aquinnah","03/27/2013","0.00","1559.56","0.00","0.00","0.00","976.89","03/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","10:12:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","976.89"
"Ashburnham","03/27/2013","0.00","0.00","0.00","0.00","(112.03)","1333.39","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(112.03)","0.00","0.00","0.00","1221.36"
"Ashland","03/27/2013","0.00","0.00","0.00","0.00","0.00","997.45","","0.00","0.00","0.00","0.00","(3.03)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(3.03)","0.00","0.00","0.00","994.42"
"Attleboro","03/27/2013","0.00","0.00","0.00","0.00","(117.03)","424.62","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(117.03)","0.00","0.00","0.00","307.59"
