"Abington","G:12345","01/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Abington","G:12555","02/27/2013","513.13","0.00","0.00","0.00","0.00","513.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","513.13","0.00","0.00","0.00","0.00","513.13"
"Abington","G:12873","03/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Abington","G:13178","04/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","2285.54","0.00","0.00","0.00","0.00","2285.54","0.00","0.00","0.00","0.00","0.00","0.00","2285.54","0.00","0.00","0.00","0.00","2285.54"
"Abington","G:13520","05/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","2072.74","0.00","0.00","0.00","0.00","2072.74","0.00","0.00","0.00","0.00","0.00","0.00","2072.74","0.00","0.00","0.00","0.00","2072.74"
"Abington","G:13870","06/27/2013","854.26","0.00","0.00","0.00","0.00","854.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","854.26","0.00","0.00","0.00","0.00","854.26"
"Abington","G:14221","07/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Abington","G:14571","08/27/2013","751.65","0.00","0.00","0.00","0.00","751.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","751.65","0.00","0.00","0.00","0.00","751.65"
"Abington","G:14920","09/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.42","0.00","0.00","0.00","0.00","4.42","4.42","0.00","0.00","0.00","0.00","4.42"
"Acton","G:12346","01/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","G:12556","02/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Acton","G:12874","03/27/2013","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
