"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","5499.16","6.90","1805.64","6.90","1140.88","0.00","0.00","6163.92","0.00","0.00","7311.70","7311.70","7311.70","0","0.00","Finance charge for: Abington: Month: 11","None","1.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,291","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","7304.80","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acton","5660.85","7.37","1849.88","7.37","0.00","0.00","1609.67","5901.06","0.00","0.00","7518.10","7518.10","7518.10","0","0.00","Finance charge for: Acton: Month: 11","None","2.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,151","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","7510.73","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acushnet","5584.75","5.73","948.27","5.73","1593.63","0.00","1834.31","3105.08","0.00","0.00","6538.75","6538.75","6538.75","0","0.00","Finance charge for: Acushnet: Month: 11","None","3.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,352","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","6533.02","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Adams","5400.51","177.24","1200.21","6.30","2008.93","159.11","2239.35","2022.39","0.00","0.00","6607.02","6607.02","6777.96","0","0.00","Finance charge for: Adams: Month: 11","None","4.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,010","Unknown","0.000000","0:00:00","170.94","0.00","0.00","170.94","0.00","6429.78","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","4702.33","5.30","1240.16","5.30","2072.05","0.00","2297.30","1573.14","0.00","0.00","5947.79","5947.79","5947.79","0","0.00","Finance charge for: Agawam: Month: 11","None","5.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","5,936","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","5942.49","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","8347.12","420.83","602.33","114.89","2737.95","407.90","2966.15","2531.51","0.00","0.00","9064.34","9064.34","9449.65","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","106.09","","09/28/2013","4,658","Electronic Transfer","0.000000","0:00:00","385.31","0.00","0.00","385.31","0.00","8643.51","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","19126.69","2071.89","3958.13","328.39","4638.76","2069.44","2309.16","12323.96","0.00","0.00","23413.21","23413.21","25422.51","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,207","Unknown","0.000000","0:00:00","1709.89","299.41","0.00","2009.30","0.00","21341.32","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","1850.93","376.45","5737.62","142.04","597.35","362.41","839.69","5554.69","0.00","0.00","7730.59","7730.59","8076.82","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.10","","11/27/2013","5,372","Unknown","0.000000","0:00:00","0.00","346.23","0.00","346.23","0.00","7354.14","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","2084.36","1518.52","18896.66","448.25","1983.15","1479.64","1491.58","14956.38","0.00","0.00","21429.27","21429.27","22865.96","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","109.11","","11/28/2013","5,806","Other 2","0.000000","0:00:00","0.00","1436.69","0.00","1436.69","0.00","19910.75","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","4363.87","23.29","1198.34","129.02","23.97","23.55","916.51","4703.91","0.00","0.00","5691.23","5691.23","5691.23","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","110.10","","10/28/2013","5,237","Other 1","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","5667.94","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Arlington","5998.54","32.28","1724.36","165.20","950.47","28.26","1174.38","5702.71","0.00","0.00","7888.10","7888.10","7888.10","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","111.09","","09/28/2013","4,659","Electronic Transfer","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","7855.82","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashburnham","5565.31","34.92","2766.79","199.32","1181.14","29.94","30.81","7254.61","0.00","0.00","8531.42","8531.42","8531.42","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","112.08","","08/28/2013","4,080","Debit Card","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","8496.50","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashby","6511.69","10.63","2022.09","173.22","36.77","35.44","1644.13","6980.03","0.00","0.00","8707.00","8707.00","8707.00","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,091","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","8696.37","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashfield","6258.37","31.13","1232.22","116.62","1615.19","24.86","1867.75","4068.28","0.00","0.00","7607.21","7607.21","7607.21","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","114.11","","11/28/2013","5,807","Other 2","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","7576.08","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashland","4635.05","27.44","1975.17","93.92","1865.57","0.00","2099.68","2711.45","0.00","0.00","6704.14","6704.14","6704.14","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","4.85","","11/27/2013","5,582","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","6676.70","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Athol","4860.13","29.26","2208.25","79.64","2097.89","20.55","2314.38","2685.94","0.00","0.00","7148.02","7148.02","7148.02","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","116.09","","09/28/2013","4,660","Electronic Transfer","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","7118.76","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Attleboro","5818.35","26.32","536.74","75.19","2344.80","6.55","2575.91","1476.70","0.00","0.00","6430.28","6430.28","6430.28","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","117.08","","08/28/2013","4,081","Debit Card","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","6403.96","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Auburn","2318.75","14.40","1122.65","76.15","14.81","14.28","252.12","3221.94","0.00","0.00","3517.55","3517.55","6087.19","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","12.31","","08/27/2013","3,803","Unknown","0.000000","0:00:00","2569.64","0.00","0.00","2569.64","0.00","3503.15","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Avon","1397.60","0.00","2287.59","86.51","262.94","14.85","15.28","3478.63","0.00","0.00","3771.70","3771.70","4231.96","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","15.50","","12/27/2013","6,277","Unknown","0.000000","0:00:00","469.87","0.00","0.00","469.87","0.00","3771.70","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ayer","2075.18","17.30","2054.84","96.74","460.69","15.83","16.29","3716.65","0.00","0.00","4226.76","4226.76","4879.30","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.10","","11/27/2013","5,516","Unknown","0.000000","0:00:00","0.00","652.54","0.00","652.54","0.00","4209.46","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Barnstable","4385.11","35.90","4175.72","211.22","36.94","10.62","954.51","7734.08","0.00","0.00","8772.05","8772.05","8772.05","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.09","","10/27/2013","5,187","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","8736.15","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Barre","3920.06","16.46","30.10","70.50","934.19","12.56","1133.16","1924.29","0.00","0.00","4020.66","4020.66","5870.65","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.08","","09/27/2013","4,214","Unknown","0.000000","0:00:00","1849.99","0.00","0.00","1849.99","0.00","4004.20","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Becket","3237.75","18.35","1162.95","83.47","1164.09","13.51","13.90","3274.32","0.00","0.00","4484.17","4484.17","6811.73","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.07","","08/27/2013","3,709","Unknown","0.000000","0:00:00","2327.56","0.00","0.00","2327.56","0.00","4465.82","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bedford","6510.78","65.01","3048.92","244.47","41.71","40.20","1649.02","8008.23","0.00","0.00","9804.17","9804.17","10013.89","0","0.00","Finance charge for: Bedford: Month: 11","None","24.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","124.11","","11/28/2013","5,809","Other 2","0.000000","0:00:00","0.00","209.72","0.00","209.72","0.00","9739.16","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Belchertown","6041.11","0.22","48.32","75.07","1648.55","18.99","1861.71","2635.03","0.00","0.00","6164.50","6164.50","6181.31","0","0.00","Finance charge for: Belchertown: Month: 10","None","25.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","5,944","Unknown","0.000000","0:00:00","0.00","16.81","0.00","16.81","0.00","6164.28","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bellingham","4641.03","39.45","4804.20","193.65","1857.77","48.51","2111.92","5581.23","0.00","0.00","9638.88","9638.88","9638.88","0","0.00","Finance charge for: Bellingham: Month: 9","None","26.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.10","","11/27/2013","5,661","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","9599.43","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Belmont","4885.11","49.18","6908.56","223.74","2129.46","15.28","2378.08","7445.41","0.00","0.00","12017.41","12017.41","12017.41","0","0.00","Finance charge for: Belmont: Month: 8","None","27.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.09","","10/27/2013","5,169","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","11968.23","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Berkley","5794.29","34.56","2503.06","147.59","2353.28","24.79","2559.31","3473.00","0.00","0.00","8444.94","8444.94","8444.94","0","0.00","Finance charge for: Berkley: Month: 7","None","28.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.08","","09/27/2013","4,644","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","8410.38","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Berlin","4873.43","25.59","1253.70","126.40","2585.66","15.44","262.37","3364.47","0.00","0.00","6253.53","6253.53","6253.53","0","0.00","Finance charge for: Berlin: Month: 6","None","29.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","129.11","","11/28/2013","5,810","Other 2","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","6227.94","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bernardston","1867.47","16.03","1919.70","128.31","262.97","15.42","483.75","3137.31","0.00","0.00","3915.48","3915.48","3915.48","0","0.00","Finance charge for: Bernardston: Month: 5","None","30.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","130.10","","10/28/2013","5,241","Other 1","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","3899.45","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Beverly","1146.42","0.00","3780.41","147.32","278.80","19.63","20.75","4754.97","0.00","0.00","5074.15","5074.15","5074.15","0","0.00","Finance charge for: Beverly: Month: 4","None","31.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","20.85","","12/27/2013","5,938","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","5074.15","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Billerica","4375.30","28.47","2385.39","194.31","4.30","28.33","946.41","5947.49","0.00","0.00","6955.00","6955.00","6955.00","0","0.00","Finance charge for: Billerica: Month: 3","None","32.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.10","","11/27/2013","5,609","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","6926.53","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Blackstone","5987.71","34.21","2164.66","205.69","950.35","3.10","1174.29","6196.11","0.00","0.00","8358.06","8358.06","8358.06","0","0.00","Finance charge for: Blackstone: Month: 2","None","33.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.09","","10/27/2013","4,967","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","8323.85","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Blandford","5250.26","22.32","98.34","105.47","1157.68","11.66","0.00","4262.41","0.00","0.00","5454.07","5454.07","5454.07","0","0.00","Finance charge for: Blandford: Month: 1","None","34.99","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","134.11","","11/28/2013","5,811","Other 2","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","5431.75","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bolton","6511.69","41.31","3364.53","218.36","42.51","31.47","1650.43","8328.86","0.00","0.00","10094.58","10094.58","10094.58","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","135.10","","10/28/2013","5,242","Other 1","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","10053.27","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Boston","6281.65","41.44","3662.95","180.45","1650.30","34.52","1869.21","6529.58","0.00","0.00","10125.05","10125.05","10125.05","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","136.09","","09/28/2013","4,664","Electronic Transfer","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","10083.61","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bourne","4655.07","20.59","6285.26","201.16","1889.19","37.78","2117.73","7076.20","0.00","0.00","11141.49","11141.49","11141.49","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.11","","12/27/2013","6,312","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","11120.90","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Boxborough","4866.91","35.30","3640.67","118.33","2090.18","26.60","2345.09","4128.74","0.00","0.00","8625.91","8625.91","8625.91","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","25.10","","11/27/2013","5,578","Unknown","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","8590.61","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Boxford","5799.83","29.35","1291.59","79.07","2343.72","0.00","2579.65","2217.77","0.00","0.00","7170.49","7170.49","7170.49","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","139.11","","11/28/2013","5,812","Other 2","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","7141.14","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Boylston","4861.54","26.05","1399.78","103.86","2585.58","15.94","237.91","3499.70","0.00","0.00","6365.18","6365.18","6365.18","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","12/27/2013","140.10","","10/28/2013","5,243","Other 1","0.000000","0:00:00","0.00","0.00","0.00","0.00","0.00","6339.13","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
