"Abington","0.00","0.00","816.34","0.00","0.00","816.34","1.000000","0.00","0.00","0.00","2285.54","2072.74","4358.28","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","816.34","2285.54","2072.74","5174.62","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","816.34","0.00","0.00","816.34","1.000000","0.00","0.00","0.00","0.00","0.00","2285.54","2072.74","4358.28","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","0.00","0.00","816.34","2285.54","2072.74","5174.62","1.000000","0.00","0.00"
"Acton","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","2353.14","2310.55","4663.69","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","2353.14","2310.55","4663.69","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","0.00","0.00","0.00","0.00","0.00","2353.14","2310.55","4663.69","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","0.00","0.00","0.00","2353.14","2310.55","4663.69","1.000000","0.00","0.00"
"Acushnet","0.00","0.00","39.69","0.00","0.00","39.69","1.000000","0.00","0.00","0.00","203.80","2544.96","2748.76","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","39.69","203.80","2544.96","2788.45","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","39.69","0.00","0.00","39.69","1.000000","0.00","0.00","0.00","0.00","0.00","203.80","2544.96","2748.76","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","0.00","0.00","39.69","203.80","2544.96","2788.45","1.000000","0.00","0.00"
"Adams","149.69","0.00","313.59","0.00","0.00","463.28","1.000000","0.00","0.00","0.00","132.65","396.25","528.90","0.552001","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","149.69","0.00","313.59","132.65","396.25","992.18","0.698015","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","429.25","429.25","0.447999","0.00","(50.12)","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","429.25","429.25","0.301985","0.00","(50.12)","149.69","0.00","313.59","0.00","0.00","463.28","1.000000","0.00","0.00","0.00","0.00","0.00","132.65","825.50","958.15","1.000000","0.00","(50.12)","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","149.69","0.00","313.59","132.65","825.50","1421.43","1.000000","0.00","(50.12)"
"Agawam","0.00","0.00","546.56","0.00","0.00","546.56","1.000000","0.00","0.00","0.00","0.00","416.93","416.93","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","546.56","0.00","416.93","963.49","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","546.56","0.00","0.00","546.56","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","416.93","416.93","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","0.00","0.00","546.56","0.00","416.93","963.49","1.000000","0.00","0.00"
"Alford","0.00","0.00","349.83","0.00","0.00","349.83","1.000000","0.00","0.00","0.00","385.31","385.31","770.62","0.478011","0.00","0.00","0.00","3.68","3.04","6.72","1.000000","0.00","0.00","349.83","388.99","388.35","1127.17","0.572548","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","841.52","841.52","0.521989","0.00","(50.12)","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","841.52","841.52","0.427452","0.00","(50.12)","0.00","0.00","349.83","0.00","0.00","349.83","1.000000","0.00","0.00","0.00","0.00","0.00","385.31","1226.83","1612.14","1.000000","0.00","(50.12)","0.00","0.00","0.00","3.68","3.04","6.72","1.000000","0.00","0.00","349.83","388.99","1229.87","1968.69","1.000000","0.00","(50.12)"
"Amesbury","192.38","0.00","598.07","299.41","299.41","1389.27","0.672129","0.00","0.00","0.00","1709.89","2631.04","4340.93","0.805131","0.00","0.00","1.15","4.51","11.53","17.19","1.000000","192.38","0.00","599.22","2013.81","2941.98","5747.39","0.768805","0.00","0.00","0.00","0.00","677.70","677.70","0.327871","0.00","(89.43)","0.00","0.00","0.00","0.00","1050.65","1050.65","0.194869","51.23","0.00","0.00","0.00","0.00","0.00","0.0645","0.0645","0.00","0.00","0.00","0.00","1728.35","1728.35","0.231195","51.23","(89.43)","192.38","0.00","598.07","299.41","977.11","2066.97","1.000000","0.00","(89.43)","0.00","0.00","0.00","1709.89","3681.69","5391.58","1.000000","51.23","0.00","0.00","0.00","1.15","4.51","11.53","17.19","1.000000","192.38","0.00","599.22","2013.81","4670.33","7475.74","1.000000","51.23","(89.43)"
"Amherst","237.20","0.00","1471.81","346.23","346.23","2401.47","0.757700","0.00","0.00","0.00","0.00","1133.53","1133.53","1.000000","0.00","0.00","2.38","11.59","0.00","13.97","1.000000","237.20","0.00","1474.19","357.82","1479.76","3548.97","0.822107","0.00","0.00","0.00","0.00","767.95","767.95","0.242300","0.00","(88.68)","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.0745","0.0745","0.00","0.00","0.00","0.00","767.95","767.95","0.177893","0.00","(88.68)","237.20","0.00","1471.81","346.23","1114.18","3169.42","1.000000","0.00","(88.68)","0.00","0.00","0.00","0.00","1133.53","1133.53","1.000000","0.00","0.00","0.00","0.00","2.38","11.59","0.00","13.97","1.000000","237.20","0.00","1474.19","357.82","2247.71","4316.92","1.000000","0.00","(88.68)"
"Andover","1327.68","0.00","3735.47","1436.69","1436.69","7936.53","0.900232","0.00","0.00","0.00","1614.49","0.00","1614.49","1.000000","0.00","0.00","10.73","5.36","33.41","49.50","1.000000","1327.68","0.00","3746.20","3056.54","1470.10","9600.52","0.916073","0.00","0.00","0.00","0.00","879.56","879.56","0.099768","0.00","(66.84)","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.0845","0.0845","0.00","0.00","0.00","0.00","879.56","879.56","0.083927","0.00","(66.84)","1327.68","0.00","3735.47","1436.69","2316.25","8816.09","1.000000","0.00","(66.84)","0.00","0.00","0.00","1614.49","0.00","1614.49","1.000000","0.00","0.00","0.00","0.00","10.73","5.36","33.41","49.50","1.000000","1327.68","0.00","3746.20","3056.54","2349.66","10480.08","1.000000","0.00","(66.84)"
"Aquinnah","0.00","0.00","866.84","0.00","0.00","866.84","1.000000","0.00","0.00","0.00","1832.87","1614.49","3447.36","1.000000","0.00","0.00","0.00","0.00","11.55","11.55","1.000000","0.00","0.00","866.84","1832.87","1626.04","4325.75","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","866.84","0.00","0.00","866.84","1.000000","0.00","0.00","0.00","0.00","0.00","1832.87","1614.49","3447.36","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","11.55","11.55","1.000000","0.00","0.00","866.84","1832.87","1626.04","4325.75","1.000000","0.00","0.00"
"Arlington","1078.34","0.00","0.00","0.00","0.00","1078.34","1.000000","0.00","0.00","0.00","2077.33","1849.99","3927.32","1.000000","0.00","0.00","0.00","0.00","12.97","12.97","1.000000","1078.34","0.00","0.00","2077.33","1862.96","5018.63","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","1078.34","0.00","0.00","0.00","0.00","1078.34","1.000000","0.00","0.00","0.00","0.00","0.00","2077.33","1849.99","3927.32","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","12.97","12.97","1.000000","1078.34","0.00","0.00","2077.33","1862.96","5018.63","1.000000","0.00","0.00"
"Ashburnham","19.16","0.00","1201.14","0.00","0.00","1220.30","1.000000","0.00","0.00","0.00","2327.56","2087.68","4415.24","1.000000","0.00","0.00","1.06","9.80","14.62","25.48","1.000000","19.16","0.00","1202.20","2337.36","2102.30","5661.02","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","19.16","0.00","1201.14","0.00","0.00","1220.30","1.000000","0.00","0.00","0.00","0.00","0.00","2327.56","2087.68","4415.24","1.000000","0.00","0.00","0.00","0.00","1.06","9.80","14.62","25.48","1.000000","19.16","0.00","1202.20","2337.36","2102.30","5661.02","1.000000","0.00","0.00"
"Ashby","122.95","0.00","129.96","0.00","0.00","252.91","1.000000","0.00","0.00","0.00","2569.64","2327.56","4897.20","1.000000","0.00","0.00","1.47","1.58","6.56","9.61","1.000000","122.95","0.00","131.43","2571.22","2334.12","5159.72","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","122.95","0.00","129.96","0.00","0.00","252.91","1.000000","0.00","0.00","0.00","0.00","0.00","2569.64","2327.56","4897.20","1.000000","0.00","0.00","0.00","0.00","1.47","1.58","6.56","9.61","1.000000","122.95","0.00","131.43","2571.22","2334.12","5159.72","1.000000","0.00","0.00"
"Ashfield","232.57","0.00","231.41","0.00","0.00","463.98","1.000000","0.00","0.00","0.00","246.36","2547.53","2793.89","1.000000","0.00","0.00","1.88","0.00","0.00","1.88","1.000000","232.57","0.00","233.29","246.36","2547.53","3259.75","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","232.57","0.00","231.41","0.00","0.00","463.98","1.000000","0.00","0.00","0.00","0.00","0.00","246.36","2547.53","2793.89","1.000000","0.00","0.00","0.00","0.00","1.88","0.00","0.00","1.88","1.000000","232.57","0.00","233.29","246.36","2547.53","3259.75","1.000000","0.00","0.00"
"Ashland","537.17","0.00","339.96","0.00","0.00","877.13","1.000000","0.00","0.00","0.00","449.85","247.53","697.38","1.000000","0.00","0.00","2.77","0.00","5.94","8.71","1.000000","537.17","0.00","342.73","449.85","253.47","1583.22","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","537.17","0.00","339.96","0.00","0.00","877.13","1.000000","0.00","0.00","0.00","0.00","0.00","449.85","247.53","697.38","1.000000","0.00","0.00","0.00","0.00","2.77","0.00","5.94","8.71","1.000000","537.17","0.00","342.73","449.85","253.47","1583.22","1.000000","0.00","0.00"
"Athol","330.19","0.00","677.94","0.00","0.00","1008.13","1.000000","0.00","0.00","0.00","0.00","458.07","458.07","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","330.19","0.00","677.94","0.00","458.07","1466.20","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","330.19","0.00","677.94","0.00","0.00","1008.13","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","458.07","458.07","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","330.19","0.00","677.94","0.00","458.07","1466.20","1.000000","0.00","0.00"
"Attleboro","0.00","0.00","307.59","0.00","0.00","307.59","1.000000","0.00","0.00","0.00","921.15","0.00","921.15","1.000000","0.00","0.00","0.00","2.44","5.06","7.50","1.000000","0.00","0.00","307.59","923.59","5.06","1236.24","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","307.59","0.00","0.00","307.59","1.000000","0.00","0.00","0.00","0.00","0.00","921.15","0.00","921.15","1.000000","0.00","0.00","0.00","0.00","0.00","2.44","5.06","7.50","1.000000","0.00","0.00","307.59","923.59","5.06","1236.24","1.000000","0.00","0.00"
"Auburn","654.60","0.00","0.00","0.00","0.00","654.60","1.000000","0.00","0.00","0.00","1150.07","921.15","2071.22","1.000000","0.00","0.00","5.79","2.82","7.45","16.06","1.000000","654.60","0.00","5.79","1152.89","928.60","2741.88","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","654.60","0.00","0.00","0.00","0.00","654.60","1.000000","0.00","0.00","0.00","0.00","0.00","1150.07","921.15","2071.22","1.000000","0.00","0.00","0.00","0.00","5.79","2.82","7.45","16.06","1.000000","654.60","0.00","5.79","1152.89","928.60","2741.88","1.000000","0.00","0.00"
"Avon","769.52","0.00","757.71","0.00","0.00","1527.23","1.000000","0.00","0.00","0.00","0.00","1150.07","1150.07","1.000000","0.00","0.00","6.22","9.43","6.34","21.99","1.000000","769.52","0.00","763.93","9.43","1156.41","2699.29","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","769.52","0.00","757.71","0.00","0.00","1527.23","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","1150.07","1150.07","1.000000","0.00","0.00","0.00","0.00","6.22","9.43","6.34","21.99","1.000000","769.52","0.00","763.93","9.43","1156.41","2699.29","1.000000","0.00","0.00"
"Ayer","848.23","0.00","871.56","0.00","0.00","1719.79","1.000000","0.00","0.00","0.00","1614.49","0.00","1614.49","1.000000","0.00","0.00","7.82","11.21","0.00","19.03","1.000000","848.23","0.00","879.38","1625.70","0.00","3353.31","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","848.23","0.00","871.56","0.00","0.00","1719.79","1.000000","0.00","0.00","0.00","0.00","0.00","1614.49","0.00","1614.49","1.000000","0.00","0.00","0.00","0.00","7.82","11.21","0.00","19.03","1.000000","848.23","0.00","879.38","1625.70","0.00","3353.31","1.000000","0.00","0.00"
"Barnstable","0.00","0.00","2912.11","0.00","0.00","2912.11","1.000000","0.00","0.00","0.00","1849.47","1614.49","3463.96","1.000000","0.00","0.00","0.00","0.00","19.57","19.57","1.000000","0.00","0.00","2912.11","1849.47","1634.06","6395.64","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","2912.11","0.00","0.00","2912.11","1.000000","0.00","0.00","0.00","0.00","0.00","1849.47","1614.49","3463.96","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","19.57","19.57","1.000000","0.00","0.00","2912.11","1849.47","1634.06","6395.64","1.000000","0.00","0.00"
"Barre","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","1987.83","0.00","1987.83","0.540480","0.00","0.00","0.00","0.00","3.12","3.12","1.000000","0.00","0.00","0.00","1987.83","3.12","1990.95","0.540869","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","1690.07","1690.07","0.459520","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1690.07","1690.07","0.459131","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","0.00","0.00","0.00","0.00","0.00","1987.83","1690.07","3677.90","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","3.12","3.12","1.000000","0.00","0.00","0.00","1987.83","1693.19","3681.02","1.000000","0.00","0.00"
"Becket","0.00","0.00","497.43","0.00","0.00","497.43","1.000000","0.00","0.00","0.00","0.00","2087.68","2087.68","0.495412","0.00","0.00","0.00","0.00","2.02","2.02","1.000000","0.00","0.00","497.43","0.00","2089.70","2587.13","0.548879","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","2126.35","0.00","2126.35","0.504588","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2126.35","0.00","2126.35","0.451121","0.00","0.00","0.00","0.00","497.43","0.00","0.00","497.43","1.000000","0.00","0.00","0.00","0.00","0.00","2126.35","2087.68","4214.03","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","2.02","2.02","1.000000","0.00","0.00","497.43","2126.35","2089.70","4713.48","1.000000","0.00","0.00"
