"Abington","2861.27","0.002559","27:48:00","0.003182","2861.27","0.003286","27:48:00","0.004112","0.00","0.000000","0:00:00","0.000000","2861.27","1390.80","27:24:00","0:24:00","6346.00","0.003555","5084.21","0.003296","1261.79","0.005199","5338.42","9207.27","0.003171","27:48:00","0.003182","7945.48","0.003292","27:48:00","0.004112","1261.79","0.002574","0:00:00","0.000000","8199.69","1390.80","27:24:00","0:24:00"
"Acton","2154.40","0.001926","20:48:00","0.002381","2154.40","0.002474","20:48:00","0.003077","0.00","0.000000","0:00:00","0.000000","2154.40","1040.74","20:24:00","0:24:00","7210.56","0.004039","5948.77","0.003857","1261.79","0.005199","6246.22","9364.96","0.003225","20:48:00","0.002381","8103.17","0.003358","20:48:00","0.003077","1261.79","0.002574","0:00:00","0.000000","8400.62","1040.74","20:24:00","0:24:00"
"Acushnet","2577.76","0.002305","24:48:00","0.002839","1506.45","0.001730","14:36:00","0.002160","1071.31","0.004330","10:12:00","0.005163","1506.45","1240.98","24:24:00","0:24:00","5738.62","0.003215","5738.62","0.003720","0.00","0.000000","6025.56","8316.38","0.002864","24:48:00","0.002839","7245.07","0.003002","14:36:00","0.002160","1071.31","0.002186","10:12:00","0.005163","7532.01","1240.98","24:24:00","0:24:00"
"Adams","3183.64","0.002847","30:48:00","0.003526","2122.43","0.002437","20:36:00","0.003047","1061.21","0.004289","10:12:00","0.005163","2122.43","1541.03","30:24:00","0:24:00","4252.66","0.002382","4252.66","0.002757","0.00","0.000000","4178.55","7436.30","0.002561","30:48:00","0.003526","6375.09","0.002642","20:36:00","0.003047","1061.21","0.002165","10:12:00","0.005163","6300.98","1541.03","30:24:00","0:24:00"
"Agawam","2313.74","0.002069","22:48:00","0.002610","2313.74","0.002657","22:48:00","0.003373","0.00","0.000000","0:00:00","0.000000","2313.74","1140.32","22:24:00","0:24:00","5097.19","0.002855","4462.81","0.002893","634.38","0.002614","4685.95","7410.93","0.002552","22:48:00","0.002610","6776.55","0.002808","22:48:00","0.003373","634.38","0.001294","0:00:00","0.000000","6999.69","1140.32","22:24:00","0:24:00"
"Alford","1847.47","0.001652","18:00:00","0.002060","786.05","0.000903","7:36:00","0.001124","1061.42","0.004290","10:24:00","0.005264","786.05","900.45","17:30:00","0:30:00","5949.75","0.003333","5315.37","0.003446","634.38","0.002614","5067.15","7797.22","0.002685","18:00:00","0.002060","6101.42","0.002528","7:36:00","0.001124","1695.80","0.003460","10:24:00","0.005264","5853.20","900.45","17:30:00","0:30:00"
"Amesbury","2606.73","0.002331","25:00:00","0.002862","1913.17","0.002197","18:18:00","0.002707","693.56","0.002803","6:42:00","0.003391","1133.55","1251.05","24:30:00","0:30:00","4465.80","0.002502","4465.80","0.002895","0.00","0.000000","5226.10","7072.53","0.002436","25:00:00","0.002862","6378.97","0.002643","18:18:00","0.002707","693.56","0.001415","6:42:00","0.003391","6359.65","1251.05","24:30:00","0:30:00"
"Amherst","3421.26","0.003059","33:00:00","0.003778","3266.64","0.003751","31:30:00","0.004660","154.62","0.000625","1:30:00","0.000759","2396.56","1651.20","32:30:00","0:30:00","2967.82","0.001662","1706.03","0.001106","1261.79","0.005199","1791.33","6389.08","0.002200","33:00:00","0.003778","4972.67","0.002060","31:30:00","0.004660","1416.41","0.002890","1:30:00","0.000759","4187.89","1651.20","32:30:00","0:30:00"
"Andover","3822.54","0.003418","37:00:00","0.004235","3666.40","0.004210","35:30:00","0.005251","156.14","0.000631","1:30:00","0.000759","4670.14","1851.20","36:30:00","0:30:00","3800.34","0.002129","1904.17","0.001234","1896.17","0.007812","1999.38","7622.88","0.002625","37:00:00","0.004235","5570.57","0.002308","35:30:00","0.005251","2052.31","0.004187","1:30:00","0.000759","6669.52","1851.20","36:30:00","0:30:00"
"Aquinnah","3967.70","0.003548","39:00:00","0.004464","1363.94","0.001566","13:24:00","0.001982","2603.76","0.010523","25:36:00","0.012957","1363.94","1950.63","38:30:00","0:30:00","4640.89","0.002600","4006.51","0.002597","634.38","0.002614","4206.84","8608.59","0.002965","39:00:00","0.004464","5370.45","0.002225","13:24:00","0.001982","3238.14","0.006606","25:36:00","0.012957","5570.78","1950.63","38:30:00","0:30:00"
"Arlington","3474.71","0.003107","33:48:00","0.003869","1871.62","0.002149","18:24:00","0.002722","1603.09","0.006479","15:24:00","0.007795","1871.62","1690.90","33:24:00","0:24:00","5489.45","0.003075","5489.45","0.003559","0.00","0.000000","5763.92","8964.16","0.003087","33:48:00","0.003869","7361.07","0.003050","18:24:00","0.002722","1603.09","0.003271","15:24:00","0.007795","7635.54","1690.90","33:24:00","0:24:00"
"Ashburnham","2875.32","0.002571","27:48:00","0.003182","2875.32","0.003302","27:48:00","0.004112","0.00","0.000000","0:00:00","0.000000","2875.32","1390.92","27:24:00","0:24:00","6346.00","0.003555","5084.21","0.003296","1261.79","0.005199","5338.42","9221.32","0.003176","27:48:00","0.003182","7959.53","0.003298","27:48:00","0.004112","1261.79","0.002574","0:00:00","0.000000","8213.74","1390.92","27:24:00","0:24:00"
