"Abington","1165.20","741.55","0.00","0.00","0.00","1906.75","1.000000","4358.28","0.00","0.00","0.00","1150.07","5508.35","1.000000","0.00","0.00","0.00","0.00","1.92","1.92","1.000000","5523.48","741.55","0.00","0.00","1151.99","7417.02","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","1165.20","741.55","0.00","0.00","0.00","1906.75","1.000000","0.00","0.00","4358.28","0.00","0.00","0.00","1150.07","5508.35","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","1.92","1.92","1.000000","5523.48","741.55","0.00","0.00","1151.99","7417.02","1.000000","0.00","0.00"
"Acton","967.80","882.08","0.00","0.00","0.00","1849.88","1.000000","4153.29","0.00","1609.67","0.00","0.00","5762.96","1.000000","0.00","0.00","0.00","0.00","9.73","9.73","1.000000","5121.09","882.08","1609.67","0.00","9.73","7622.57","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","967.80","882.08","0.00","0.00","0.00","1849.88","1.000000","0.00","0.00","4153.29","0.00","1609.67","0.00","0.00","5762.96","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","9.73","9.73","1.000000","5121.09","882.08","1609.67","0.00","9.73","7622.57","1.000000","0.00","0.00"
"Acushnet","0.00","948.27","0.00","0.00","0.00","948.27","1.000000","2259.92","0.00","1834.31","0.00","1604.74","5698.97","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","2259.92","948.27","1834.31","0.00","1604.74","6647.24","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","948.27","0.00","0.00","0.00","948.27","1.000000","0.00","0.00","2259.92","0.00","1834.31","0.00","1604.74","5698.97","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","2259.92","948.27","1834.31","0.00","1604.74","6647.24","1.000000","0.00","0.00"
"Adams","1200.21","0.00","0.00","0.00","0.00","1200.21","1.000000","773.80","152.49","2239.35","159.11","2020.04","5344.79","0.925659","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","1974.01","152.49","2239.35","159.11","2020.04","6545.00","0.938452","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","429.25","429.25","0.074341","0.00","(50.12)","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","429.25","429.25","0.061548","0.00","(50.12)","1200.21","0.00","0.00","0.00","0.00","1200.21","1.000000","0.00","0.00","773.80","152.49","2239.35","159.11","2449.29","5774.04","1.000000","0.00","(50.12)","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","1974.01","152.49","2239.35","159.11","2449.29","6974.25","1.000000","0.00","(50.12)"
"Agawam","122.91","1138.41","0.00","0.00","0.00","1261.32","1.000000","416.93","0.00","2297.30","0.00","2083.16","4797.39","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","539.84","1138.41","2297.30","0.00","2083.16","6058.71","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","122.91","1138.41","0.00","0.00","0.00","1261.32","1.000000","0.00","0.00","416.93","0.00","2297.30","0.00","2083.16","4797.39","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.000000","539.84","1138.41","2297.30","0.00","2083.16","6058.71","1.000000","0.00","0.00"
"Alford","474.96","127.37","0.00","0.00","0.00","602.33","1.000000","1523.37","385.31","2954.95","385.31","2712.87","7961.81","0.904409","11.51","8.99","11.20","22.59","25.08","79.37","1.000000","2009.84","521.67","2966.15","407.90","2737.95","8643.51","0.911279","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","841.52","841.52","0.095591","0.00","(50.12)","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","841.52","841.52","0.088721","0.00","(50.12)","474.96","127.37","0.00","0.00","0.00","602.33","1.000000","0.00","0.00","1523.37","385.31","2954.95","385.31","3554.39","8803.33","1.000000","0.00","(50.12)","11.51","8.99","11.20","22.59","25.08","79.37","1.000000","2009.84","521.67","2966.15","407.90","3579.47","9485.03","1.000000","0.00","(50.12)"
"Amesbury","2220.69","539.80","299.41","299.41","299.41","3658.72","0.843719","7760.07","1709.89","1957.42","1709.89","4279.53","17416.80","0.943108","50.46","43.05","52.33","60.14","70.93","276.91","1.000000","10031.22","2292.74","2309.16","2069.44","4649.87","21352.43","0.925117","0.00","0.00","0.00","0.00","677.70","677.70","0.156281","0.00","(89.43)","0.00","0.00","0.00","0.00","1050.65","1050.65","0.056892","51.23","0.00","0.00","0.00","0.00","0.00","0.0645","0.0645","0.00","0.00","0.00","0.00","1728.35","1728.35","0.074883","51.23","(89.43)","2220.69","539.80","299.41","299.41","977.11","4336.42","1.000000","0.00","(89.43)","7760.07","1709.89","1957.42","1709.89","5330.18","18467.45","1.000000","51.23","0.00","50.46","43.05","52.33","60.14","70.93","276.91","1.000000","10031.22","2292.74","2309.16","2069.44","6378.22","23080.78","1.000000","51.23","(89.43)"
"Amherst","3663.42","689.28","346.23","346.23","346.23","5391.39","0.875319","1133.53","0.00","469.87","0.00","247.53","1850.93","1.000000","47.89","20.57","23.59","16.18","3.59","111.82","1.000000","4844.84","709.85","839.69","362.41","597.35","7354.14","0.905449","0.00","0.00","0.00","0.00","767.95","767.95","0.124681","0.00","(88.68)","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.0745","0.0745","0.00","0.00","0.00","0.00","767.95","767.95","0.094551","0.00","(88.68)","3663.42","689.28","346.23","346.23","1114.18","6159.34","1.000000","0.00","(88.68)","1133.53","0.00","469.87","0.00","247.53","1850.93","1.000000","0.00","0.00","47.89","20.57","23.59","16.18","3.59","111.82","1.000000","4844.84","709.85","839.69","362.41","1365.30","8122.09","1.000000","0.00","(88.68)"
"Andover","11151.15","2107.86","1436.69","1436.69","1436.69","17569.08","0.952324","1614.49","0.00","0.00","0.00","469.87","2084.36","1.000000","137.20","54.79","54.89","42.95","76.59","366.42","1.000000","12902.84","2162.65","1491.58","1479.64","1983.15","20019.86","0.957915","0.00","0.00","0.00","0.00","879.56","879.56","0.047676","0.00","(66.84)","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.0845","0.0845","0.00","0.00","0.00","0.00","879.56","879.56","0.042085","0.00","(66.84)","11151.15","2107.86","1436.69","1436.69","2316.25","18448.64","1.000000","0.00","(66.84)","1614.49","0.00","0.00","0.00","469.87","2084.36","1.000000","0.00","0.00","137.20","54.79","54.89","42.95","76.59","366.42","1.000000","12902.84","2162.65","1491.58","1479.64","2862.71","20899.42","1.000000","0.00","(66.84)"
"Aquinnah","756.74","441.60","0.00","0.00","0.00","1198.34","1.000000","3447.36","0.00","916.51","0.00","0.00","4363.87","1.000000","47.77","10.44","0.00","23.55","23.97","105.73","1.000000","4251.87","452.04","916.51","23.55","23.97","5667.94","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","756.74","441.60","0.00","0.00","0.00","1198.34","1.000000","0.00","0.00","3447.36","0.00","916.51","0.00","0.00","4363.87","1.000000","0.00","0.00","47.77","10.44","0.00","23.55","23.97","105.73","1.000000","4251.87","452.04","916.51","23.55","23.97","5667.94","1.000000","0.00","0.00"
"Arlington","1724.36","0.00","0.00","0.00","0.00","1724.36","1.000000","3927.32","0.00","1150.07","0.00","921.15","5998.54","1.000000","51.03","0.00","24.31","28.26","29.32","132.92","1.000000","5702.71","0.00","1174.38","28.26","950.47","7855.82","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","1724.36","0.00","0.00","0.00","0.00","1724.36","1.000000","0.00","0.00","3927.32","0.00","1150.07","0.00","921.15","5998.54","1.000000","0.00","0.00","51.03","0.00","24.31","28.26","29.32","132.92","1.000000","5702.71","0.00","1174.38","28.26","950.47","7855.82","1.000000","0.00","0.00"
"Ashburnham","1979.66","787.13","0.00","0.00","0.00","2766.79","1.000000","4415.24","0.00","0.00","0.00","1150.07","5565.31","1.000000","44.76","27.82","30.81","29.94","31.07","164.40","1.000000","6439.66","814.95","30.81","29.94","1181.14","8496.50","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","1979.66","787.13","0.00","0.00","0.00","2766.79","1.000000","0.00","0.00","4415.24","0.00","0.00","0.00","1150.07","5565.31","1.000000","0.00","0.00","44.76","27.82","30.81","29.94","31.07","164.40","1.000000","6439.66","814.95","30.81","29.94","1181.14","8496.50","1.000000","0.00","0.00"
"Ashby","1142.59","879.50","0.00","0.00","0.00","2022.09","1.000000","4897.20","0.00","1614.49","0.00","0.00","6511.69","1.000000","34.94","25.80","29.64","35.44","36.77","162.59","1.000000","6074.73","905.30","1644.13","35.44","36.77","8696.37","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","1142.59","879.50","0.00","0.00","0.00","2022.09","1.000000","0.00","0.00","4897.20","0.00","1614.49","0.00","0.00","6511.69","1.000000","0.00","0.00","34.94","25.80","29.64","35.44","36.77","162.59","1.000000","6074.73","905.30","1644.13","35.44","36.77","8696.37","1.000000","0.00","0.00"
"Ashfield","349.92","996.41","0.00","0.00","0.00","1346.33","1.000000","2793.89","0.00","1849.99","0.00","1614.49","6258.37","1.000000","28.70","13.47","17.76","24.86","0.70","85.49","1.000000","3172.51","1009.88","1867.75","24.86","1615.19","7690.19","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","349.92","996.41","0.00","0.00","0.00","1346.33","1.000000","0.00","0.00","2793.89","0.00","1849.99","0.00","1614.49","6258.37","1.000000","0.00","0.00","28.70","13.47","17.76","24.86","0.70","85.49","1.000000","3172.51","1009.88","1867.75","24.86","1615.19","7690.19","1.000000","0.00","0.00"
"Ashland","1975.17","0.00","0.00","0.00","0.00","1975.17","1.000000","697.38","0.00","2087.68","0.00","1849.99","4635.05","1.000000","26.95","11.95","12.00","0.00","15.58","66.48","1.000000","2699.50","11.95","2099.68","0.00","1865.57","6676.70","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","1975.17","0.00","0.00","0.00","0.00","1975.17","1.000000","0.00","0.00","697.38","0.00","2087.68","0.00","1849.99","4635.05","1.000000","0.00","0.00","26.95","11.95","12.00","0.00","15.58","66.48","1.000000","2699.50","11.95","2099.68","0.00","1865.57","6676.70","1.000000","0.00","0.00"
"Athol","1018.29","1189.96","0.00","0.00","0.00","2208.25","1.000000","458.07","0.00","2314.38","0.00","2087.68","4860.13","1.000000","12.80","6.82","0.00","20.55","21.32","61.49","1.000000","1489.16","1196.78","2314.38","20.55","2109.00","7129.87","1.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.000000","0.00","0.00","1018.29","1189.96","0.00","0.00","0.00","2208.25","1.000000","0.00","0.00","458.07","0.00","2314.38","0.00","2087.68","4860.13","1.000000","0.00","0.00","12.80","6.82","0.00","20.55","21.32","61.49","1.000000","1489.16","1196.78","2314.38","20.55","2109.00","7129.87","1.000000","0.00","0.00"
