"10001","TIME","Open","CoreyM","1:12:00","102.01","","","122.41","01/01/2013","","","Build Structure","0:00:00","T@1","Billed","G:12345","01/27/2013","Abington","1:06:00","Billable","","Create something new","AAA-Project","0:06:00","","","Slip: t1"
"10002","TIME","Open","JamesR","2:12:00","105.02","","","231.04","01/01/2013","","","DemoS","0:00:00","T@2","Billed","G:12346","01/27/2013","Acton","2:06:00","Billable","","Rip down something old","ACTON-Project01","0:06:00","","","Slip: t2"
"10003","TIME","Open","SamS","3:12:00","103.03","","","329.70","01/01/2013","","","Fix","0:00:00","T@3","Billed","G:12347","01/27/2013","Acushnet","3:06:00","Billable","","Take something old and make it better","ACUSH-Project02","0:06:00","","","Slip: t3"
"10004","TIME","Open","ShawnR","6:12:00","104.04","","","645.05","01/01/2013","","","DesignS","0:00:00","T@4","Billed","G:12348","01/27/2013","Adams","6:06:00","Billable","","Noodle about a new structure","EEE-Project","0:06:00","","","Slip: t4"
"10005","TIME","Open","TomH","4:12:00","101.05","","","424.41","01/01/2013","","","Bid","0:00:00","T@5","Billed","G:12349","01/27/2013","Agawam","4:06:00","Override","","Promise you can do something great","III-Project","0:06:00","","","Slip: t5"
"10006","TIME","Open","CoreyM","5:12:00","102.06","","","530.71","10/27/2013","","","Clean","5:12:00","T@6","WIP","","","Alford","5:06:00","Do Not Bill","","Take away wreckage and trash and then sweep up","OOO-Project","0:06:00","Recurring","","Slip: t6"
"10007","TIME","Open","JamesR","7:12:00","105.07","","","756.50","10/27/2013","","","DesignL","0:45:00","T@7","WIP","","","Amesbury","7:06:00","Override","","Noodle about landscape","UUU-Project","0:06:00","Recurring","","Slip: t7"
"10008","TIME","Open","SamS","8:12:00","103.08","","","845.26","10/27/2013","","","Planting","0:45:00","T@8","WIP","","","Amherst","8:06:00","Override","","Plant all kinds of stuff","","0:06:00","Recurring","","Slip: t8"
"10009","TIME","Open","ShawnR","9:12:00","104.09","","","957.63","10/27/2013","","","Lot Maintenance","0:45:00","T@9","WIP","","","Andover","9:06:00","Override","","Mow, trim, dig up, and spread","AAA-Project","0:06:00","Recurring","","Slip: t9"
"10010","TIME","Open","TomH","10:12:00","101.10","","","1031.22","10/27/2013","","","Water Feature","10:12:00","T@10","WIP","","","Aquinnah","10:06:00","No Charge","","Make something splash and flow","AQUIN-Project01","0:06:00","Recurring","","Slip: t10"
"10011","TIME","Open","CoreyM","11:12:00","102.11","","","1143.63","01/02/2013","","","Pave","0:00:00","T@11","Billed","G:12355","01/27/2013","Arlington","11:06:00","Billable","","Create pretty pattern with stones","ARLIN-Project02","0:06:00","","","Slip: t11"
"10012","TIME","Open","JamesR","1:12:00","105.12","","","126.14","01/02/2013","","","Build Structure","0:00:00","T@12","Billed","G:12356","01/27/2013","Ashburnham","1:06:00","Billable","","Create something new","EEE-Project","0:06:00","","","Slip: t12"
"10013","TIME","Open","SamS","2:12:00","103.13","","","226.89","01/02/2013","","","DemoS","0:00:00","T@13","Billed","G:12357","01/27/2013","Ashby","2:06:00","Billable","","Rip down something old","III-Project","0:06:00","","","Slip: t13"
"10014","TIME","Open","ShawnR","3:12:00","104.14","","","333.25","01/02/2013","","","Fix","0:00:00","T@14","Billed","G:12358","01/27/2013","Ashfield","3:06:00","Billable","","Take something old and make it better","OOO-Project","0:06:00","","","Slip: t14"
