"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Abington","0.00","127.31","127.31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","127.31","127.31","8541.02","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5565.30","2848.41","0.00","8413.71","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acton","0.00","240.28","240.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","240.28","240.28","8752.25","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6511.68","2000.29","0.00","8511.97","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Acushnet","0.00","342.89","342.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","342.89","342.89","7848.36","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6281.65","1223.82","0.00","7505.47","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Adams","0.00","670.85","670.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","670.85","670.85","6563.47","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4356.14","1536.48","0.00","5892.62","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Agawam","0.00","441.39","441.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","441.39","441.39","7291.39","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4885.10","1964.90","0.00","6850.00","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Alford","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6099.99","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5282.50","817.49","0.00","6099.99","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amesbury","0.00","299.41","299.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","299.41","299.41","6627.11","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5448.21","879.49","0.00","6327.70","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Amherst","0.00","346.23","346.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","346.23","346.23","4359.89","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","1867.46","2146.20","0.00","4013.66","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Andover","0.00","1436.69","1436.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1436.69","1436.69","6941.30","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","2084.35","3420.26","0.00","5504.61","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Aquinnah","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5804.13","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4385.63","1418.50","0.00","5804.13","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Arlington","0.00","1189.38","1189.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1189.38","1189.38","7955.38","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6008.89","757.11","0.00","6766.00","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashburnham","0.00","131.19","131.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","131.19","131.19","8555.64","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5565.30","2859.15","0.00","8424.45","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashby","0.00","235.97","235.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","235.97","235.97","8762.99","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6511.68","2015.34","0.00","8527.02","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashfield","0.00","346.58","346.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","346.58","346.58","7856.05","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6281.65","1227.82","0.00","7509.47","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ashland","0.00","652.22","652.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","652.22","652.22","6860.37","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4655.06","1553.09","0.00","6208.15","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Athol","0.00","446.23","446.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","446.23","446.23","7325.60","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4885.10","1994.27","0.00","6879.37","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Attleboro","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6634.00","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5818.35","815.65","0.00","6634.00","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Auburn","0.00","772.62","772.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","772.62","772.62","6247.13","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4888.39","586.12","0.00","5474.51","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Avon","0.00","888.53","888.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","888.53","888.53","4525.82","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","1867.46","1769.83","0.00","3637.29","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Ayer","0.00","968.28","968.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","968.28","968.28","5031.87","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","2084.35","1979.24","0.00","4063.59","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Barnstable","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8803.48","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4385.63","4417.85","0.00","8803.48","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Barre","0.00","46.82","46.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","46.82","46.82","6085.81","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6008.89","30.10","0.00","6038.99","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Becket","0.00","62.44","62.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","62.44","62.44","7011.78","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5565.30","1384.04","0.00","6949.34","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bedford","0.00","384.48","384.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","384.48","384.48","10146.73","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6511.68","3250.57","0.00","9762.25","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Belchertown","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6358.33","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6281.65","76.68","0.00","6358.33","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bellingham","0.00","1522.11","1522.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1522.11","1522.11","9712.40","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4655.06","3535.23","0.00","8190.29","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Belmont","0.00","1319.44","1319.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1319.44","1319.44","12047.77","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4885.10","5843.23","0.00","10728.33","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Berkley","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8577.49","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5818.35","2759.14","0.00","8577.49","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Berlin","0.00","944.16","944.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","944.16","944.16","6540.68","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4888.39","708.13","0.00","5596.52","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bernardston","0.00","725.73","725.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","725.73","725.73","4062.36","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","1867.46","1469.17","0.00","3336.63","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Beverly","0.00","1337.81","1337.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1337.81","1337.81","7583.24","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","2084.35","4161.08","0.00","6245.43","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Billerica","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7035.13","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4385.63","2649.50","0.00","7035.13","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Blackstone","0.00","1480.81","1480.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1480.81","1480.81","8441.65","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6008.89","951.95","0.00","6960.84","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Blandford","0.00","7.66","7.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.66","7.66","5742.82","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5565.30","169.86","0.00","5735.16","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bolton","0.00","387.02","387.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","387.02","387.02","10170.74","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6511.68","3272.04","0.00","9783.72","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Boston","0.00","862.48","862.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","862.48","862.48","10216.73","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6281.65","3072.60","0.00","9354.25","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bourne","0.00","1974.18","1974.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1974.18","1974.18","11214.43","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4655.06","4585.19","0.00","9240.25","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Boxborough","0.00","721.51","721.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","721.51","721.51","8801.86","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4885.10","3195.25","0.00","8080.35","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Boxford","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7527.12","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5818.35","1708.77","0.00","7527.12","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
