"Transaction ID","Billed","Billed on Invoice Date","Billed on Invoice No.","Check Number","Classification","Description","Finalized","Posted to G/L","Record Count","Transaction Date","Transaction Type","Transaction Type (Short)","Value",
"10001","1","","","","Open","bal - new bank","0","1","1","01/27/2013","Deposit","DEP","10.01"
"10002","1","","","","Open","bal - new bank","0","1","1","01/27/2013","Deposit","DEP","20.02"
"10003","1","02/27/2013","G:12639","","Open","Transferred payment","0","0","1","01/28/2013","Payment To Account","PAYT","185.01"
"10004","1","02/27/2013","I:165","","Open","Transferred payment","0","0","1","01/28/2013","Payment To Account","PAYT","61.53"
"10005","1","02/27/2013","G:12845","","Open","Transferred payment","0","0","1","01/28/2013","Payment To Account","PAYT","422.01"
"10006","1","02/27/2013","G:12555","","Open","Abington - 1 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10007","1","02/27/2013","G:12556","","Open","Acton - 2 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10008","1","02/27/2013","G:12557","","Open","Acushnet - 3 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10009","1","02/27/2013","G:12558","","Open","Adams - 4 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10010","1","02/27/2013","G:12559","","Open","Agawam - 5 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10011","1","02/27/2013","G:12565","","Open","Arlington - 11 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10012","1","02/27/2013","G:12571","","Open","Attleboro - 17 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10013","1","02/27/2013","G:12577","","Open","Becket - 23 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10014","1","02/27/2013","G:12583","","Open","Berlin - 29 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10015","1","02/27/2013","G:12589","","Open","Bolton - 35 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10016","1","02/27/2013","G:12595","","Open","Braintree - 41 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10017","1","02/27/2013","G:12601","","Open","Brookline - 47 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10018","1","02/27/2013","G:12607","","Open","Carver - 53 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10019","1","02/27/2013","G:12613","","Open","Cheshire - 59 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10020","1","02/27/2013","G:12619","","Open","Clinton - 65 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10021","1","02/27/2013","G:12625","","Open","Dalton - 71 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10022","1","02/27/2013","G:12631","","Open","Dighton - 77 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10023","1","02/27/2013","G:12637","","Open","Duxbury - 83 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
"10024","1","02/27/2013","G:12643","","Open","Easton - 89 - 1/28/2013","0","0","1","01/28/2013","Payment To Account","PAYT","25.01"
